@relation flags
@attribute f1 real [-1.65624, 1.5633]
@attribute f2 real [-0.925907, 1.36719]
@attribute f3 real [-0.322464, 9.99663]
@attribute f4 real [-0.253095, 10.7113]
@attribute f5 real [-1.24129, 1.3327]
@attribute f6 real [-0.43686, 4.37852]
@attribute f7 real [-0.66647, 5.34726]
@attribute f8 real [-1.8951, 3.48888]
@attribute f9 real [-1.92678, 0.516326]
@attribute f10 real [-0.937519, 1.06115]
@attribute f11 real [-1.0182, 0.977062]
@attribute f12 real [-0.937519, 1.06115]
@attribute f13 real [-1.73954, 0.571902]
@attribute f14 real [-0.603581, 1.64824]
@attribute f15 real [-0.392383, 2.5354]
@attribute f16 real [-0.968392, 3.1541]
@attribute f17 real [-0.367334, 8.27058]
@attribute f18 real [-0.387882, 4.80171]
@attribute f19 real [-0.318976, 3.11887]
@attribute f20 real [-0.342965, 8.8343]
@attribute f21 real [-0.315409, 11.0581]
@attribute f22 real [-0.244539, 4.06824]
@attribute f23 real [-0.401053, 2.48059]
@attribute f24 real [-0.579818, 1.71579]
@attribute f25 real [-0.500316, 1.98843]
@attribute f26 real [-0.299039, 3.32681]
@attribute f27 real [-1.12457, 2.28429]
@attribute f28 real [-0.946807, 3.42654]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28
@outputs clase
@data
0.275486, -0.925907, 0.777526, -0.0355477, 0.760698, 1.48929, -0.66647, -0.356817, 0.516326, 1.06115, -1.0182, -0.937519, 0.571902, -0.603581, -0.392383, -0.379464, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, 4.06824, -0.401053, -0.579818, -0.500316, -0.299039, -0.556429, 1.55225, 2
1.5633, 0.602825, -0.322464, -0.253095, -1.24129, -0.43686, -0.66647, 1.18146, 0.516326, -0.937519, 0.977062, 1.06115, 0.571902, -0.603581, 2.5354, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, 1.71579, 1.98843, -0.299039, 0.0117143, -0.946807, 1
0.275486, -0.161541, 0.251945, -0.176953, 1.3327, -0.43686, 0.192634, -0.356817, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, 1.64824, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, 1.71579, -0.500316, -0.299039, -1.12457, 2.17701, 5
-1.65624, 1.36719, -0.313712, -0.253095, -1.24129, -0.43686, 0.622187, -0.356817, -1.92678, -0.937519, 0.977062, 1.06115, -1.73954, 1.64824, -0.392383, 0.209464, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, 2.48059, -0.579818, -0.500316, -0.299039, 0.0117143, 0.302721, 1
-0.368421, -0.925907, -0.308185, -0.144321, 0.1887, 2.45237, -0.66647, -0.356817, 0.516326, -0.937519, -1.0182, 1.06115, -1.73954, 1.64824, -0.392383, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 1.71614, -0.946807, 0
-1.65624, 1.36719, -0.322464, -0.253095, -1.24129, -0.43686, -0.66647, 1.9506, 0.516326, 1.06115, 0.977062, 1.06115, 0.571902, 1.64824, -0.392383, -0.968392, 1.79214, 2.20691, 3.11887, 1.95135, -0.315409, -0.244539, -0.401053, 1.71579, 1.98843, -0.299039, 1.148, -0.946807, 1
0.919394, -0.925907, -0.300814, -0.242217, 1.3327, -0.43686, -0.66647, 0.412322, 0.516326, -0.937519, -1.0182, -0.937519, 0.571902, 1.64824, 2.5354, 2.56518, 8.27058, -0.387882, -0.318976, -0.342965, -0.315409, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, 2.28429, -0.946807, 3
0.275486, 1.36719, -0.196251, -0.176953, -0.669296, -0.43686, 0.192634, -0.356817, 0.516326, 1.06115, -1.0182, 1.06115, -1.73954, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, -1.12457, -0.322043, 5
0.275486, 1.36719, -0.320622, -0.253095, 0.1887, 0.526217, 0.192634, 1.18146, 0.516326, 1.06115, -1.0182, 1.06115, -1.73954, 1.64824, 2.5354, 0.798392, -0.367334, -0.387882, -0.318976, -0.342965, -0.0879394, -0.244539, -0.401053, -0.579818, 1.98843, -0.299039, -1.12457, -0.322043, 0
-1.01233, 0.602825, 0.0262347, -0.133444, -0.955295, -0.43686, 0.192634, -0.356817, 0.516326, -0.937519, 0.977062, -0.937519, 0.571902, -0.603581, -0.392383, -0.968392, -0.367334, -0.387882, -0.318976, 1.95135, -0.0879394, -0.244539, -0.401053, -0.579818, -0.500316, -0.299039, 0.0117143, -0.946807, 0
