@relation adult
@attribute f1 real [-1.58218, 3.76955]
@attribute f2 real [-0.573382, 3.92167]
@attribute f3 real [-1.6816, 12.2684]
@attribute f4 real [-0.983071, 3.35007]
@attribute f5 real [-3.5296, 2.3008]
@attribute f6 real [-0.908854, 4.15212]
@attribute f7 real [-1.65698, 2.79808]
@attribute f8 real [-1.92397, 2.11654]
@attribute f9 real [-0.379355, 2.92116]
@attribute f10 real [-0.703061, 1.42231]
@attribute f11 real [-0.145918, 13.3944]
@attribute f12 real [-0.216656, 10.5933]
@attribute f13 real [-3.19398, 4.74289]
@attribute f14 real [-0.301942, 6.26742]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
0.0306701, 2.63737, -1.06359, -0.983071, 1.13472, 0.778137, 1.08459, 0.500333, -0.379355, -0.703061, 0.148451, -0.216656, -0.0354289, -0.301942, 0
-0.0426414, -0.573382, 0.245075, -0.116443, -0.420053, -0.0653585, 0.3992, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
-0.555822, -0.573382, -1.36426, 1.90569, 1.52341, 0.778137, 0.0565023, 0.500333, -0.379355, 1.42231, 1.76112, -0.216656, 0.774456, -0.301942, 1
-0.115953, -0.573382, 0.859172, -0.694195, -0.0313595, -0.908854, -0.286195, -0.307769, 2.92116, -0.703061, -0.145918, -0.216656, 3.20411, -0.301942, 1
-0.48251, -0.573382, -0.0279902, -0.116443, -0.420053, 0.778137, 0.741897, 2.11654, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.103982, -0.573382, 0.0354868, 2.77232, 2.3008, -0.908854, 0.0565023, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 1.58434, -0.301942, 1
1.13034, 1.67415, -0.090643, -0.694195, -0.0313595, -0.908854, 0.570548, -0.307769, 0.445774, -0.703061, -0.145918, -0.216656, 1.58434, 1.3404, 1
0.690473, -0.573382, 0.498604, -0.405319, -1.19744, 0.778137, 0.741897, 2.11654, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, 0.19076, 0
-1.28894, -0.573382, 0.0703139, -0.694195, -0.0313595, 0.778137, 0.741897, -1.11587, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.690473, 0.0687688, 0.717183, 0.461309, 0.746028, -0.908854, 0.0565023, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
