@relation adult
@attribute f1 real [-1.58218, 3.76955]
@attribute f2 real [-0.573382, 3.92167]
@attribute f3 real [-1.6816, 12.2684]
@attribute f4 real [-0.983071, 3.35007]
@attribute f5 real [-3.5296, 2.3008]
@attribute f6 real [-0.908854, 4.15212]
@attribute f7 real [-1.65698, 2.79808]
@attribute f8 real [-1.92397, 2.11654]
@attribute f9 real [-0.379355, 2.92116]
@attribute f10 real [-0.703061, 1.42231]
@attribute f11 real [-0.145918, 13.3944]
@attribute f12 real [-0.216656, 10.5933]
@attribute f13 real [-3.19398, 4.74289]
@attribute f14 real [-0.301942, 6.26742]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
1.05703, -0.573382, 0.425795, -0.405319, -1.19744, -0.908854, 0.3992, -0.307769, 2.92116, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.763785, -0.573382, -0.280354, 1.03906, -1.97483, 3.30862, -0.97159, 0.500333, 2.92116, 1.42231, -0.145918, -0.216656, -1.97915, 2.65427, 0
-1.14231, -0.573382, -0.639568, -0.983071, 1.13472, 0.778137, 1.08459, -1.11587, -0.379355, 1.42231, -0.145918, -0.216656, -0.845314, -0.301942, 0
-0.335887, -0.573382, 0.527794, 1.32794, -2.36352, -0.908854, 1.76999, -0.307769, 1.2709, -0.703061, -0.145918, -0.216656, 0.369514, 2.98274, 0
-0.99569, 0.0687688, -0.123376, -0.116443, -0.420053, 0.778137, 1.42729, -1.11587, -0.379355, -0.703061, -0.145918, -0.216656, -0.440372, -0.301942, 0
-0.0426414, -0.573382, -1.52431, -0.405319, -1.19744, -0.908854, -0.628892, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.774456, -0.301942, 0
0.323916, 0.0687688, 0.970125, 1.90569, 1.52341, -0.0653585, -0.286195, 2.11654, -0.379355, 1.42231, -0.145918, -0.216656, 0.369514, -0.301942, 1
1.4969, -0.573382, -0.765167, -0.116443, -0.420053, -0.0653585, -1.65698, 2.11654, -0.379355, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.0306701, -0.573382, 1.68149, -0.116443, -0.420053, -0.0653585, -0.286195, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, 3.20411, -0.301942, 0
-0.629133, 1.35307, -1.23001, -0.694195, -0.0313595, -0.908854, 1.08459, -1.11587, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 0
-1.21562, 2.63737, 1.15333, -0.694195, -0.0313595, -0.908854, -0.97159, -0.307769, 2.92116, -0.703061, -0.145918, -0.216656, -2.06014, -0.301942, 0
-0.555822, -0.573382, -1.0007, -0.694195, -0.0313595, -0.908854, -0.628892, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, -0.197406, 2.98274, 1
-0.555822, -0.573382, 3.01371, 1.03906, -1.97483, -0.908854, 0.741897, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.207537, -0.301942, 0
-0.99569, -0.573382, 0.949329, -0.116443, -0.420053, 0.778137, 0.3992, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, -0.440372, -0.301942, 0
1.35028, 1.35307, 1.40328, -0.983071, 1.13472, -0.908854, 0.0565023, -0.307769, 2.92116, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 1
0.837096, 1.35307, 0.585567, -0.983071, 1.13472, -0.0653585, -0.286195, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, 1.1794, -0.301942, 1
0.617162, 0.71092, -0.757427, -0.116443, -0.420053, -0.0653585, -0.286195, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, 1.58434, -0.301942, 0
0.54385, -0.573382, 0.254738, 3.06119, -2.75221, -0.908854, 0.741897, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, 2.98274, 0
0.177293, -0.573382, -0.401766, -0.116443, -0.420053, -0.908854, 1.08459, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.612479, -0.301942, 0
-0.629133, -0.573382, -0.0154653, -0.116443, -0.420053, -0.908854, 0.741897, -0.307769, -0.379355, -0.703061, 0.532863, -0.216656, -0.0354289, -0.301942, 0
-0.48251, 1.67415, 0.986809, 1.32794, -2.36352, 3.30862, 0.570548, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, 2.98274, 0
0.250604, -0.573382, -0.693002, 2.77232, 2.3008, -0.908854, 0.0565023, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.369514, -0.301942, 1
-0.555822, -0.573382, 1.13876, -0.983071, 1.13472, 1.62163, -0.628892, -1.11587, 2.92116, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.54385, -0.573382, -1.30896, -0.116443, -0.420053, -0.908854, -0.97159, -1.92397, -0.379355, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
1.4969, -0.573382, -0.282723, -0.116443, -0.420053, -0.908854, -0.628892, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.612479, -0.301942, 0
1.05703, -0.573382, 1.48247, -0.116443, -0.420053, -0.0653585, -0.628892, -1.11587, -0.379355, 1.42231, -0.145918, -0.216656, -0.440372, -0.301942, 0
-0.409199, -0.573382, 0.116273, 1.90569, 1.52341, -0.908854, 0.0565023, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.774456, -0.301942, 0
-0.115953, -0.573382, 0.918538, -0.694195, -0.0313595, -0.0653585, -1.31429, 2.11654, -0.379355, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
-0.335887, 1.99522, 0.345975, -0.983071, 1.13472, -0.908854, 2.45538, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 1
-0.115953, -0.573382, 0.122261, -0.694195, -0.0313595, -0.908854, -0.628892, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 0.612479, -0.301942, 1
-1.36225, -0.573382, -0.0140063, -0.694195, -0.0313595, 0.778137, -1.65698, -1.11587, -0.379355, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
-0.775756, -0.573382, 1.78201, -0.694195, -0.0313595, -0.908854, -0.628892, -1.92397, -0.379355, 1.42231, 0.404365, -0.216656, -1.25026, -0.301942, 0
-0.189264, -0.573382, -0.823443, -0.116443, -0.420053, 0.778137, 0.741897, -1.11587, -0.379355, 1.42231, -0.145918, -0.216656, -0.0354289, -0.301942, 0
0.763785, 1.99522, 0.071934, 0.750185, 0.357334, -0.908854, -1.31429, -0.307769, 2.92116, -0.703061, -0.145918, -0.216656, -0.0354289, -0.301942, 1
1.20365, -0.573382, 0.547358, -0.694195, -0.0313595, -0.908854, -0.628892, -0.307769, -0.379355, -0.703061, -0.145918, -0.216656, 1.26039, -0.301942, 0
-1.21562, -0.573382, -0.825641, -0.116443, -0.420053, 0.778137, -1.31429, 0.500333, -0.379355, -0.703061, -0.145918, -0.216656, 0.0455596, -0.301942, 0
