@relation statlog-german-credit
@attribute f1 real [-1.25394, 1.13149]
@attribute f2 real [-1.40171, 4.23732]
@attribute f3 real [-2.34969, 1.34334]
@attribute f4 real [-1.08701, 5.35487]
@attribute f5 real [-0.699357, 1.83225]
@attribute f6 real [-1.97301, 1.33741]
@attribute f7 real [-2.37544, 1.86137]
@attribute f8 real [-1.67162, 1.04646]
@attribute f9 real [-1.29308, 1.5635]
@attribute f10 real [-1.45453, 3.46834]
@attribute f11 real [-2.37386, 0.4606]
@attribute f12 real [-0.704573, 4.48884]
@attribute f13 real [-0.428075, 2.3337]
@attribute f14 real [-0.822906, 1.21399]
@attribute f15 real [-0.195916, 5.09912]
@attribute f16 real [-0.552429, 1.80838]
@attribute f17 real [-0.338692, 2.94958]
@attribute f18 real [-3.12137, 0.320052]
@attribute f19 real [-0.206664, 4.83393]
@attribute f20 real [-0.4667, 2.14056]
@attribute f21 real [-1.57538, 0.634131]
@attribute f22 real [-0.149908, 6.66409]
@attribute f23 real [-0.49975, 1.999]
@attribute f24 real [-1.30422, 0.765973]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24
@outputs clase
@data
1.0,0.1176464746596489,1.0,0.10439499028233995,0.0,0.7500000000000001,0.6666671387199331,0.6666669119378384,0.0,0.5357139229758251,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.5588230599943608,0.4999997292196381,0.4230768036660105,0.0,0.7500000000000001,0.6666671387199331,1.0,0.33333391678160595,0.46428546762356115,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,0.29411707332644094,0.4999997292196381,0.14285643321514835,0.5000005925090267,1.0,0.6666671387199331,1.0,0.33333391678160595,0.6071417689274753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3333331935961231,0.38235228399210497,1.0,0.2747247697877017,0.0,0.0,1.0,0.33333308806216155,0.6666667833563212,0.16071377062567166,1.0,0.33333436027521784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.3333331935961231,0.1176464746596489,0.4999997292196381,0.06043887809148882,0.0,0.2500015103823684,0.33333380538659985,0.0,0.6666667833563212,0.10714217519455117,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1
0.0,0.29411707332644094,1.0,0.05494436406763244,0.0,1.0,0.6666671387199331,1.0,0.6666667833563212,0.7321420228443977,1.0,0.33333436027521784,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,0.29411707332644094,0.4999997292196381,0.06043887809148882,0.25000021725330984,0.5,0.33333380538659985,0.33333308806216155,0.6666667833563212,0.23214242911147365,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.3333331935961231,0.29411707332644094,0.4999997292196381,0.6813181866163293,0.0,1.0,0.33333380538659985,0.33333308806216155,1.0,0.4464282014353416,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.08823467865927297,1.0,0.10988950430619633,0.0,0.2500015103823684,0.6666671387199331,0.6666669119378384,0.0,0.5178564536540676,1.0,0.33333436027521784,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0
0.0,0.29411707332644094,0.4999997292196381,0.20879060150142506,0.0,0.5,0.6666671387199331,0.33333308806216155,0.6666667833563212,0.14285650443745218,0.4999996471991138,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.6666659679806156,0.1176464746596489,0.4999997292196381,0.07142790613920161,0.0,0.2500015103823684,0.33333380538659985,0.0,0.33333391678160595,0.24999949216615514,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
1.0,0.6470580933245611,1.0,0.3241755512365956,0.0,0.5,0.6666671387199331,0.6666669119378384,1.0,0.21428516292325417,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
0.6666659679806156,0.08823467865927297,0.4999997292196381,0.05494436406763244,0.0,0.5,0.6666671387199331,0.33333308806216155,0.6666667833563212,0.3214281506519571,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3333331935961231,0.20588168532531304,0.750000135390181,0.3296692890895204,0.0,0.5,0.6666671387199331,1.0,0.0,0.4464282014353416,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.029411086658521067,0.4999997292196381,0.06593339211534523,0.5000005925090267,0.0,0.33333380538659985,0.33333308806216155,0.33333391678160595,0.07142784595165018,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0
1.0,0.029411086658521067,0.24999796914728556,0.03296630797220687,1.0,0.5,0.6666671387199331,0.33333308806216155,0.0,0.12499944138277065,0.4999996471991138,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.3333331935961231,0.6470580933245611,0.0,0.7802194390457444,0.0,0.5,0.6666671387199331,0.33333308806216155,0.6666667833563212,0.10714217519455117,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.47058802666416033,0.4999997292196381,0.12087837711972281,1.0,0.5,0.33333380538659985,1.0,0.6666667833563212,0.10714217519455117,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3333331935961231,0.5588230599943608,1.0,0.31868072674436654,0.0,0.7500000000000001,0.33333380538659985,0.0,0.0,0.3928568091377591,0.0,0.33333436027521784,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.47058802666416033,0.4999997292196381,0.09890047625848356,1.0,1.0,0.6666671387199331,1.0,1.0,0.3749995429495397,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
0.0,0.1176464746596489,1.0,0.07142790613920161,0.0,1.0,0.6666671387199331,1.0,1.0,0.8392848074395629,1.0,0.33333436027521784,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.3333331935961231,0.47058802666416033,0.4999997292196381,0.6813181866163293,0.25000021725330984,0.5,0.6666671387199331,1.0,1.0,0.49999898433231027,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.1176464746596489,1.0,0.09890047625848356,1.0,0.7500000000000001,0.33333380538659985,0.33333308806216155,0.6666667833563212,0.7499994921661552,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3333331935961231,0.20588168532531304,0.4999997292196381,0.1318674051674356,0.25000021725330984,0.5,0.6666671387199331,1.0,0.6666667833563212,0.2678567583543746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.3333331935961231,0.1176464746596489,0.4999997292196381,0.3241755512365956,0.0,0.7500000000000001,0.6666671387199331,0.33333308806216155,0.6666667833563212,0.23214242911147365,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0
0.0,0.08823467865927297,1.0,0.10439499028233995,1.0,0.2500015103823684,0.33333380538659985,0.6666669119378384,0.0,0.14285650443745218,1.0,0.33333436027521784,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.1176464746596489,0.4999997292196381,0.027471793948350493,0.0,0.5,1.0,0.33333308806216155,0.0,0.3749995429495397,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
