@relation oocytes_merluccius_nucleus_4d
@attribute f1 real [-0.744925, 7.3308]
@attribute f2 real [-2.4933, 1.68921]
@attribute f3 real [-1.1671, 3.67902]
@attribute f4 real [-0.748693, 8.49609]
@attribute f5 real [-1.52066, 3.11333]
@attribute f6 real [-0.749263, 7.04209]
@attribute f7 real [-2.48008, 1.68279]
@attribute f8 real [-1.18744, 3.55508]
@attribute f9 real [-0.774411, 8.21558]
@attribute f10 real [-1.51121, 3.17731]
@attribute f11 real [-0.723846, 7.11837]
@attribute f12 real [-2.46526, 1.6687]
@attribute f13 real [-1.13936, 3.78126]
@attribute f14 real [-1.00416, 8.15202]
@attribute f15 real [-1.42594, 3.20268]
@attribute f16 real [-0.699408, 7.30667]
@attribute f17 real [-2.48783, 1.67947]
@attribute f18 real [-1.09457, 3.87523]
@attribute f19 real [-1.95163, 9.0134]
@attribute f20 real [-1.35729, 3.30839]
@attribute f21 real [-2.92548, 2.35745]
@attribute f22 real [-1.13426, 4.53328]
@attribute f23 real [-6.51916, 1.32584]
@attribute f24 real [-0.666154, 6.35137]
@attribute f25 real [-2.52155, 1.79074]
@attribute f26 real [-3.56173, 3.23523]
@attribute f27 real [-1.18336, 3.73698]
@attribute f28 real [-6.40546, 1.69934]
@attribute f29 real [-0.772652, 5.98908]
@attribute f30 real [-2.66978, 1.61479]
@attribute f31 real [-3.29138, 2.34214]
@attribute f32 real [-1.12365, 4.08418]
@attribute f33 real [-6.6032, 1.1249]
@attribute f34 real [-0.69322, 6.35116]
@attribute f35 real [-2.55023, 1.80594]
@attribute f36 real [-3.8665, 1.2698]
@attribute f37 real [-2.32883, 1.81058]
@attribute f38 real [-1.88741, 2.1423]
@attribute f39 real [-1.76448, 2.33828]
@attribute f40 real [-1.73346, 2.41204]
@attribute f41 real [-1.72114, 2.44663]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41
@outputs clase
@data
5.14133, -2.05074, -1.03991, -0.0824493, 2.94055, 5.01023, -2.04966, -1.04628, 0.137773, 3.03014, 5.04656, -2.05755, -0.978631, 0.599566, 3.05374, 5.17249, -2.06278, -0.914382, 1.12185, 3.1276, 2.27306, -1.012, 0.461694, -0.61346, -2.22967, 2.82495, -0.182321, -0.537217, -0.310578, -1.66438, 2.34214, -0.812312, 0.412408, -0.589791, -1.72557, -3.59588, -2.15048, -1.72384, -1.60007, -1.56803, -1.55217, 1
-0.566503, 0.322602, -0.457856, -0.379484, -0.458655, -0.590331, 0.375126, -0.42873, -0.34674, -0.566003, -0.594659, 0.425731, -0.3484, -0.314036, -0.668503, -0.573989, 0.421044, -0.342422, -0.298454, -0.616308, -0.554698, -0.359494, 0.42963, -0.505982, 0.261872, -0.764756, -0.247569, 0.554408, -0.478886, 0.460315, -0.506052, -0.423223, 0.502894, -0.538166, 0.176044, 0.543314, 0.361513, 0.117363, 0.00876568, -0.00909555, -0.00154922, 1
-0.642246, 1.11371, 1.82957, -0.678528, -0.995912, -0.640806, 1.08714, 1.85085, -0.711642, -0.943038, -0.631541, 1.0535, 1.77267, -0.672861, -0.902798, -0.622635, 1.0224, 1.52083, -0.603055, -0.882318, 0.922089, 1.46439, -2.17429, 1.6645, 1.01109, 0.806905, 1.22725, -2.10357, 1.57234, 0.994563, 0.932813, 1.19636, -1.83631, 1.3397, 0.931584, 0.843237, 1.14566, 1.31408, 1.39192, 1.42052, 1.44051, 0
-0.331918, -0.226699, -0.630102, -0.0366717, -0.0753131, -0.350728, -0.200442, -0.641656, -0.0439785, -0.103369, -0.356625, -0.201781, -0.685594, -0.0822098, -0.0930346, -0.334616, -0.238004, -0.739928, 0.141351, 0.0113645, -1.91125, -0.561545, 0.414037, -0.504393, -0.0483561, -1.55544, -0.817929, 0.515228, -0.675699, -0.398355, -2.37516, -0.539656, 0.483004, -0.534668, -0.0133836, 0.298904, -0.149757, -0.4292, -0.462643, -0.466911, -0.474967, 1
0.137633, -0.87854, -0.910954, 0.795501, 0.354536, 0.141541, -0.883038, -0.929105, 0.742676, 0.32691, 0.128237, -0.910135, -0.944708, 0.671501, 0.363702, 0.153825, -0.94004, -0.929755, 0.713981, 0.434347, -1.72425, -0.902838, 0.654669, -0.640666, -0.934352, -1.31797, -1.01672, 0.679417, -0.75546, -1.08551, -1.95514, -0.946597, 0.709343, -0.675339, -1.05373, -0.0185409, -0.608892, -0.803517, -0.850614, -0.870983, -0.882278, 0
-0.0133535, -0.656759, -0.73642, 0.26628, 0.206499, -0.0176712, -0.650551, -0.738029, 0.137683, 0.135324, -0.0254974, -0.668743, -0.760428, -0.325741, 0.119691, 0.008226, -0.719848, -0.788274, -0.65426, 0.179002, -2.3202, -0.800248, 0.553479, -0.603844, -0.657818, -1.86579, -0.916551, 0.594319, -0.71518, -0.812602, -2.58244, -0.824766, 0.598517, -0.628692, -0.733601, 0.0144629, -0.457036, -0.661696, -0.715899, -0.728683, -0.733101, 1
-0.259403, -0.32764, -0.645884, -0.10113, 0.0882068, -0.280622, -0.296505, -0.646154, -0.0534738, 0.0016091, -0.282122, -0.317725, -0.642196, -0.28629, -0.108617, -0.199602, -0.482554, -0.740218, -0.618177, -0.0559525, -1.54226, -0.588542, 0.602445, -0.565713, -0.087457, -1.35745, -0.675609, 0.421473, -0.639427, -0.220552, -1.92374, -0.630801, 0.536397, -0.59292, -0.246929, 0.198403, -0.358554, -0.554688, -0.662256, -0.716059, -0.741207, 1
1.53192, -1.63848, -1.1055, 2.075, 1.49593, 1.44147, -1.58723, -1.11353, 2.43826, 1.41826, 1.22792, -1.48899, -1.04978, 2.23294, 1.20038, 0.942689, -1.38589, -0.962679, 0.667113, 0.925907, -1.81232, -0.999511, 0.641216, -0.65406, -1.46254, -1.46295, -1.09468, 0.669102, -0.765445, -1.70598, -2.0778, -1.04187, 0.700907, -0.687753, -1.6836, -1.37347, -1.54421, -1.45192, -1.39548, -1.37867, -1.37307, 0
-0.20435, -0.451819, -0.685764, 0.171097, -0.0410899, -0.20325, -0.454547, -0.6943, 0.0576218, -0.0689963, -0.194705, -0.495268, -0.728883, -0.317634, -0.0936642, -0.108917, -0.63399, -0.792742, -0.546842, 0.0538437, -1.56949, -0.739268, 0.651241, -0.614069, -0.431239, -1.01386, -0.89919, 0.643375, -0.730462, -0.675759, -1.84209, -0.806065, 0.672641, -0.649042, -0.552789, 0.235045, -0.230087, -0.505972, -0.566912, -0.591021, -0.63283, 1
1.36918, -1.69231, -1.10011, 2.05469, 1.79718, 1.40307, -1.6985, -1.12007, 2.54391, 1.81198, 1.3807, -1.68418, -1.08186, 3.24008, 1.83367, 1.21567, -1.62336, -1.02336, 3.16623, 1.72373, -1.92134, -1.00254, 0.599546, -0.660946, -1.47937, -1.31252, -1.09637, 0.640296, -0.769443, -1.73186, -2.19086, -1.03843, 0.679877, -0.689192, -1.56702, -1.80057, -1.68455, -1.52472, -1.47784, -1.45783, -1.43637, 0
1.13154, -1.28876, -1.03615, 0.358415, 1.20425, 1.1666, -1.27456, -1.04445, 0.641636, 1.16249, 1.0669, -1.21828, -0.996242, 1.11149, 1.11759, 0.811513, -1.10645, -0.922408, 1.40184, 1.00654, -1.68983, -0.770852, 0.75612, -0.618477, -1.03668, -1.32991, -0.871053, 0.822667, -0.725275, -1.25171, -1.90393, -0.896041, 0.75627, -0.671021, -1.08763, -1.00037, -1.30295, -1.2558, -1.23747, -1.21973, -1.22975, 0
-0.628003, 0.730572, 0.210977, -0.568391, -0.667883, -0.642325, 0.759148, 0.248228, -0.57239, -0.725005, -0.642785, 0.804586, 0.488741, -0.574309, -0.860419, -0.629532, 0.789263, 0.561605, -0.635559, -0.93959, 1.2218, 0.18382, -0.328669, -0.0187907, 0.554419, 0.744695, 0.399454, -0.438735, 0.121101, 0.807845, 0.855781, 0.337235, -0.430109, 0.0947338, 0.683985, 0.704525, 0.652561, 0.601825, 0.598267, 0.603455, 0.628033, 1
-0.401134, -0.0233286, -0.599257, -0.303751, 0.180312, -0.437556, 0.0396306, -0.562355, -0.255075, 0.0767923, -0.468041, 0.105248, -0.448431, -0.258483, -0.103989, -0.474678, 0.119111, -0.444682, -0.256734, -0.20486, 1.46735, -0.545093, 0.16283, -0.430439, -0.243411, 0.984508, -0.32658, 0.256554, -0.44925, 0.303591, 1.00571, -0.494318, 0.312027, -0.478326, -0.0427392, -0.0517847, -0.266249, -0.366471, -0.393407, -0.381113, -0.34631, 1
-0.493628, 0.705415, 0.467921, -0.649092, -0.30536, -0.501474, 0.730013, 0.499205, -0.651451, -0.341413, -0.51063, 0.786865, 0.684555, -0.556597, -0.419765, -0.523694, 0.818679, 0.758978, -0.456287, -0.493248, 1.16076, 0.909705, -1.50609, 0.841868, 0.67488, 0.6741, 1.25727, -1.34271, 1.04666, 0.952114, 0.661626, 0.842977, -0.993274, 0.562405, 0.833462, 0.231017, 0.392418, 0.522184, 0.57213, 0.603165, 0.609801, 1
1.31648, -1.23206, -1.0049, -0.175284, 2.30608, 1.24158, -1.18631, -1.0169, 0.00962527, 2.31415, 1.21723, -1.13174, -0.916911, 0.372378, 2.25046, 1.08441, -1.03467, -0.785306, 0.583534, 2.07786, 1.70597, -0.894722, 0.435187, -0.605913, -1.22926, 1.84328, -0.217793, -0.0637888, -0.436626, -0.579046, 1.39058, -0.664015, 0.336495, -0.543984, -0.702356, -2.65835, -1.80284, -1.48294, -1.39527, -1.38037, -1.37198, 1
-0.637868, 0.863857, 0.241632, -0.610531, -0.647673, -0.650042, 0.887406, 0.240832, -0.605913, -0.715979, -0.645424, 0.949045, 0.494598, -0.538706, -0.788544, -0.635959, 0.967516, 0.644644, -0.519566, -0.841028, 0.12293, 0.801468, -0.34637, 0.249648, 1.01356, -0.304331, 0.630271, 0.0606902, 0.155474, 0.949985, -0.0909454, 0.606893, -0.170616, 0.105648, 0.937821, 0.605633, 0.717619, 0.713221, 0.697828, 0.698098, 0.71465, 1
-0.602995, 0.600336, -0.145459, -0.55009, -0.288209, -0.619307, 0.642405, -0.109367, -0.53182, -0.313487, -0.619547, 0.699098, 0.0194304, -0.439675, -0.433728, -0.618827, 0.759788, 0.255435, -0.480345, -0.661176, -0.195584, 0.069716, -0.177663, -0.0843386, 0.554879, -0.361253, 0.413637, -0.406101, 0.136393, 0.819439, -0.415566, 0.139222, -0.0832092, -0.1013, 0.638467, 0.32767, 0.213526, 0.113874, 0.0675169, 0.0538436, 0.0543434, 0
-0.34636, 0.405751, -0.059201, -0.569471, 0.0427991, -0.358504, 0.423922, -0.0336636, -0.554429, 0.0582713, -0.365051, 0.445532, 0.018221, -0.438215, 0.0129835, -0.380104, 0.499665, 0.176174, -0.391248, -0.150176, 1.10321, 0.0564225, -0.452248, 0.0785017, 0.346431, 0.962679, 0.61261, -0.850863, 0.478416, 0.703856, 0.974783, 0.207069, -0.420334, 0.0978122, 0.49021, -0.110456, 0.00381832, -0.0219992, -0.0594309, -0.0805306, -0.103289, 1
-0.61384, 0.721067, 0.106838, -0.590001, -0.473548, -0.626883, 0.753451, 0.146468, -0.583804, -0.4896, -0.626903, 0.805476, 0.308429, -0.507132, -0.594009, -0.626803, 0.85671, 0.595488, -0.552649, -0.81775, 0.0973823, 0.271477, -0.386321, 0.088107, 0.672441, -0.0284161, 0.664315, -0.774661, 0.478726, 0.913693, -0.0401403, 0.332807, -0.343662, 0.110536, 0.729413, 0.508651, 0.417866, 0.345561, 0.308669, 0.302702, 0.313307, 1
-0.390369, 0.235685, -0.433578, -0.502744, 0.241382, -0.414507, 0.289778, -0.404062, -0.462574, 0.193825, -0.432768, 0.364381, -0.262162, -0.339594, 0.0600405, -0.459475, 0.445002, -0.022549, -0.374017, -0.198953, -0.0726844, -0.202011, -0.0276664, -0.263541, 0.241622, -0.0711851, 0.272537, -0.333377, 0.0198503, 0.615339, -0.10144, -0.119741, 0.0214696, -0.268089, 0.322552, -0.223161, -0.248838, -0.28568, -0.308199, -0.310268, -0.312227, 1
