@relation blood
@attribute f1 real [-1.17433, 7.96667]
@attribute f2 real [-0.773158, 7.61825]
@attribute f3 real [-0.773158, 7.61825]
@attribute f4 real [-1.3243, 2.61388]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4
@outputs clase
@data
-0.927278, 7.61825, 7.61825, 2.61388, 1
-0.927278, 0.254361, 0.254361, -0.832027, 1
-0.927278, 0.768121, 0.768121, -0.257708, 1
-0.927278, 1.62439, 1.62439, 0.603769, 1
-0.927278, -0.430651, -0.430651, -1.24225, 1
-0.680224, 1.45313, 1.45313, 0.234565, 0
-0.680224, 0.0831082, 0.0831082, -0.832027, 0
-0.680224, -0.088145, -0.088145, -0.955095, 1
-0.680224, 0.0831082, 0.0831082, -0.749982, 1
-0.927278, 1.45313, 1.45313, 0.931951, 1
-0.927278, -0.088145, -0.088145, -0.749982, 0
-0.927278, 0.939374, 0.939374, 0.480701, 0
-0.927278, 0.939374, 0.939374, 0.480701, 1
-0.927278, 0.0831082, 0.0831082, -0.503845, 0
-0.680224, -0.088145, -0.088145, -0.832027, 1
-0.927278, 1.79564, 1.79564, 1.9165, 0
-0.927278, 0.254361, 0.254361, -0.216686, 0
-0.680224, -0.088145, -0.088145, -0.749982, 1
-1.05081, 0.596868, 0.596868, 0.685815, 0
-0.927278, -0.601905, -0.601905, -1.24225, 1
-0.927278, -0.601905, -0.601905, -1.24225, 0
-0.927278, -0.259398, -0.259398, -0.749982, 0
-0.680224, -0.601905, -0.601905, -1.24225, 0
-0.680224, -0.601905, -0.601905, -1.24225, 1
-0.927278, 1.28188, 1.28188, 1.71138, 1
-0.927278, 0.768121, 0.768121, 1.21911, 0
-0.680224, -0.088145, -0.088145, -0.462822, 1
-0.680224, 0.596868, 0.596868, 0.480701, 0
-0.927278, -0.259398, -0.259398, -0.339754, 0
-0.927278, -0.088145, -0.088145, -0.0115719, 0
-0.680224, 0.0831082, 0.0831082, 0.0294508, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
0.184465, -0.259398, -0.259398, -0.749982, 1
-0.680224, -0.088145, -0.088145, -0.0525947, 1
-0.680224, 0.0831082, 0.0831082, 0.275587, 1
0.431519, 0.425615, 0.425615, -0.339754, 0
-0.680224, -0.088145, -0.088145, -0.0115719, 0
-0.186116, 1.62439, 1.62439, 1.75241, 0
0.184465, 0.939374, 0.939374, 0.31661, 0
-0.680224, 0.0831082, 0.0831082, 0.726838, 0
0.184465, 0.0831082, 0.0831082, -0.339754, 0
-0.927278, -0.601905, -0.601905, -0.749982, 0
0.184465, 0.0831082, 0.0831082, -0.298731, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 1
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.430651, -0.430651, -0.380777, 1
-0.680224, -0.088145, -0.088145, 0.480701, 0
0.184465, 1.11063, 1.11063, 0.972974, 0
0.184465, -0.601905, -0.601905, -0.955095, 0
-0.680224, -0.259398, -0.259398, 0.275587, 0
0.184465, 1.45313, 1.45313, 1.58832, 1
-0.680224, -0.259398, -0.259398, 0.357633, 1
0.8021, 0.939374, 0.939374, 0.234565, 0
0.8021, 0.254361, 0.254361, -0.257708, 0
-0.309643, -0.601905, -0.601905, -0.749982, 0
-0.680224, -0.088145, -0.088145, 0.972974, 0
0.555046, 2.13815, 2.13815, 1.79343, 0
0.184465, -0.088145, -0.088145, -0.0525947, 0
-0.680224, -0.601905, -0.601905, -0.462822, 0
0.555046, -0.430651, -0.430651, -0.626913, 1
-0.927278, -0.259398, -0.259398, 1.46525, 0
-0.927278, -0.430651, -0.430651, 0.726838, 0
0.555046, 0.0831082, 0.0831082, -0.0115719, 0
0.184465, -0.430651, -0.430651, -0.462822, 0
0.8021, -0.259398, -0.259398, -0.462822, 0
0.8021, -0.430651, -0.430651, -0.626913, 0
0.184465, -0.088145, -0.088145, 0.152519, 0
0.307992, 0.596868, 0.596868, 1.05502, 0
0.678573, 1.79564, 1.79564, 1.95752, 0
0.184465, -0.259398, -0.259398, -0.0115719, 0
0.555046, 0.425615, 0.425615, 0.644792, 1
0.555046, 1.79564, 1.79564, 2.61388, 0
0.555046, 0.254361, 0.254361, 0.521724, 0
0.8021, -0.601905, -0.601905, -0.749982, 0
0.184465, 0.254361, 0.254361, 1.21911, 0
0.555046, -0.259398, -0.259398, -0.175663, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.773158, -0.773158, -0.955095, 0
0.184465, -0.088145, -0.088145, 0.644792, 0
-0.680224, -0.601905, -0.601905, 0.275587, 0
0.555046, -0.430651, -0.430651, -0.339754, 0
0.184465, -0.601905, -0.601905, -0.421799, 0
0.555046, -0.601905, -0.601905, -0.544868, 1
-0.680224, -0.601905, -0.601905, 0.685815, 1
