@relation blood
@attribute f1 real [-1.17433, 7.96667]
@attribute f2 real [-0.773158, 7.61825]
@attribute f3 real [-0.773158, 7.61825]
@attribute f4 real [-1.3243, 2.61388]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4
@outputs clase
@data
-1.17433, 1.28188, 1.28188, -0.257708, 1
-0.927278, 2.48065, 2.48065, 0.439678, 1
-0.927278, 0.596868, 0.596868, -0.503845, 1
-0.556697, 6.93324, 6.93324, 2.61388, 1
-1.17433, -0.430651, -0.430651, -1.24225, 0
-0.927278, 0.0831082, 0.0831082, -0.791004, 1
-0.927278, 1.45313, 1.45313, 0.562747, 1
-0.927278, -0.430651, -0.430651, -1.24225, 1
-0.680224, 0.768121, 0.768121, -0.257708, 1
-0.680224, 0.768121, 0.768121, -0.257708, 1
-0.680224, 0.596868, 0.596868, -0.339754, 1
-0.680224, 2.48065, 2.48065, 1.42422, 1
-0.680224, 0.596868, 0.596868, -0.257708, 1
-0.927278, 0.596868, 0.596868, 0.0704736, 0
-0.927278, -0.601905, -0.601905, -1.3243, 0
-0.927278, 1.11063, 1.11063, 0.726838, 0
-0.927278, -0.430651, -0.430651, -1.03714, 1
-0.803751, 1.79564, 1.79564, 1.62934, 0
-0.927278, -0.601905, -0.601905, -1.24225, 1
-0.927278, -0.601905, -0.601905, -1.24225, 0
-0.680224, -0.601905, -0.601905, -1.24225, 0
0.307992, 0.939374, 0.939374, -0.462822, 0
-0.927278, -0.088145, -0.088145, -0.339754, 0
-1.17433, 0.425615, 0.425615, 1.014, 0
-0.680224, 0.425615, 0.425615, 0.234565, 1
-0.927278, 1.11063, 1.11063, 1.95752, 0
0.184465, 3.16567, 3.16567, 1.21911, 0
-0.680224, 0.939374, 0.939374, 1.09604, 0
-0.927278, -0.430651, -0.430651, -0.749982, 1
-0.927278, -0.088145, -0.088145, -0.0525947, 1
-0.680224, 0.425615, 0.425615, 0.562747, 1
-0.927278, -0.601905, -0.601905, -0.996118, 1
-0.927278, 1.11063, 1.11063, 2.61388, 0
-0.927278, 0.596868, 0.596868, 1.62934, 0
-0.556697, 1.45313, 1.45313, 2.12161, 0
-0.680224, -0.430651, -0.430651, -0.749982, 0
-0.927278, -0.601905, -0.601905, -0.955095, 0
-0.927278, 0.254361, 0.254361, 0.972974, 1
-0.927278, -0.773158, -0.773158, -1.3243, 1
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.259398, -0.259398, 0.0294508, 0
-0.680224, 1.11063, 1.11063, 2.20366, 0
0.184465, 0.596868, 0.596868, -0.0525947, 0
-0.680224, 0.254361, 0.254361, 0.726838, 0
-0.680224, 0.254361, 0.254361, 0.726838, 0
-0.927278, -0.601905, -0.601905, -0.832027, 0
0.184465, 0.596868, 0.596868, 0.152519, 0
-0.927278, 0.254361, 0.254361, 1.71138, 0
0.184465, -0.430651, -0.430651, -0.832027, 0
