@relation blood
@attribute f1 real [-1.17433, 7.96667]
@attribute f2 real [-0.773158, 7.61825]
@attribute f3 real [-0.773158, 7.61825]
@attribute f4 real [-1.3243, 2.61388]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4
@outputs clase
@data
-1.05081, 3.16567, 3.16567, 1.75241, 0
-0.680224, 2.99441, 2.99441, 0.972974, 0
-0.927278, 0.0831082, 0.0831082, -0.791004, 1
-0.927278, 0.0831082, 0.0831082, -0.749982, 1
-0.680224, 0.425615, 0.425615, -0.544868, 0
-0.927278, 1.79564, 1.79564, 1.21911, 0
-0.927278, 1.11063, 1.11063, 0.521724, 1
-0.927278, -0.088145, -0.088145, -0.749982, 1
-0.927278, -0.601905, -0.601905, -1.3243, 0
-0.680224, 2.3094, 2.3094, 1.42422, 1
-1.17433, -0.601905, -0.601905, -1.24225, 0
-0.927278, -0.259398, -0.259398, -0.749982, 0
-0.680224, 1.96689, 1.96689, 1.50627, 1
-0.927278, -0.601905, -0.601905, -1.24225, 0
-0.927278, -0.601905, -0.601905, -1.24225, 0
-0.680224, 0.0831082, 0.0831082, -0.462822, 1
-0.927278, -0.259398, -0.259398, -0.749982, 0
-0.927278, -0.259398, -0.259398, -0.749982, 0
-0.927278, 0.0831082, 0.0831082, -0.257708, 1
-0.927278, 0.0831082, 0.0831082, -0.257708, 0
-0.927278, 0.254361, 0.254361, 0.0294508, 1
-0.680224, -0.601905, -0.601905, -1.24225, 0
-0.803751, 1.96689, 1.96689, 2.12161, 0
-0.680224, 0.596868, 0.596868, 0.152519, 1
-0.680224, -0.259398, -0.259398, -0.832027, 1
-0.556697, 0.254361, 0.254361, -0.339754, 1
-0.680224, -0.088145, -0.088145, -0.462822, 0
-0.927278, 0.939374, 0.939374, 1.83445, 1
-0.680224, -0.088145, -0.088145, -0.339754, 1
-0.927278, -0.259398, -0.259398, -0.339754, 0
-0.680224, -0.088145, -0.088145, -0.257708, 0
-0.927278, 1.11063, 1.11063, 2.49082, 0
-0.927278, -0.088145, -0.088145, 0.111496, 0
-0.927278, -0.601905, -0.601905, -0.955095, 0
-0.680224, -0.430651, -0.430651, -0.749982, 0
-0.680224, -0.601905, -0.601905, -1.03714, 1
-0.680224, -0.430651, -0.430651, -0.749982, 1
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 1
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
-0.927278, -0.773158, -0.773158, -1.3243, 0
0.184465, 0.768121, 0.768121, 0.0294508, 0
-0.927278, -0.430651, -0.430651, -0.503845, 0
-0.680224, -0.088145, -0.088145, 0.0294508, 1
-0.927278, -0.259398, -0.259398, 0.0294508, 0
-0.0625892, 0.596868, 0.596868, 0.439678, 0
-0.680224, 0.254361, 0.254361, 0.972974, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 1
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.430651, -0.430651, -0.421799, 0
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.773158, -0.773158, -1.24225, 1
-0.680224, -0.773158, -0.773158, -1.24225, 0
-0.680224, -0.601905, -0.601905, -0.832027, 0
-0.927278, -0.259398, -0.259398, 0.357633, 0
-0.309643, 1.11063, 1.11063, 2.12161, 0
0.184465, -0.430651, -0.430651, -0.749982, 1
0.184465, 0.254361, 0.254361, 0.111496, 0
-0.927278, -0.601905, -0.601905, -0.462822, 0
-0.927278, -0.430651, -0.430651, 0.152519, 1
-0.680224, -0.259398, -0.259398, 0.480701, 0
0.555046, -0.259398, -0.259398, -0.462822, 1
0.8021, 1.11063, 1.11063, 0.644792, 0
0.184465, -0.259398, -0.259398, -0.257708, 0
0.184465, -0.088145, -0.088145, 0.0294508, 0
0.555046, -0.601905, -0.601905, -0.832027, 0
0.555046, -0.601905, -0.601905, -0.832027, 0
0.555046, -0.601905, -0.601905, -0.832027, 0
0.555046, -0.601905, -0.601905, -0.832027, 0
0.184465, -0.088145, -0.088145, 0.111496, 1
-0.680224, -0.088145, -0.088145, 1.62934, 0
0.184465, -0.601905, -0.601905, -0.749982, 0
-0.0625892, -0.773158, -0.773158, -1.03714, 0
0.184465, 0.596868, 0.596868, 1.54729, 1
0.184465, -0.088145, -0.088145, 0.275587, 0
0.555046, -0.601905, -0.601905, -0.749982, 0
-0.927278, -0.601905, -0.601905, 0.275587, 0
0.184465, 0.254361, 0.254361, 1.13707, 1
0.8021, -0.430651, -0.430651, -0.544868, 1
0.184465, -0.773158, -0.773158, -0.955095, 1
1.66679, 5.56321, 5.56321, 2.61388, 0
0.184465, 0.0831082, 0.0831082, 0.972974, 0
0.184465, -0.601905, -0.601905, -0.544868, 0
1.41973, 1.79564, 1.79564, 1.21911, 0
-0.680224, -0.430651, -0.430651, 1.50627, 0
1.66679, 1.62439, 1.62439, 0.931951, 0
0.184465, -0.601905, -0.601905, -0.339754, 0
-0.0625892, -0.259398, -0.259398, 1.26013, 0
0.555046, -0.259398, -0.259398, 0.234565, 0
0.555046, -0.088145, -0.088145, 0.644792, 0
0.555046, -0.773158, -0.773158, -0.832027, 0
0.555046, -0.773158, -0.773158, -0.832027, 0
0.555046, -0.773158, -0.773158, -0.832027, 0
0.184465, -0.259398, -0.259398, 0.972974, 0
0.184465, -0.259398, -0.259398, 1.09604, 0
0.8021, 0.768121, 0.768121, 2.24468, 0
0.8021, 0.425615, 0.425615, 1.71138, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.773158, -0.773158, -0.749982, 0
0.8021, -0.601905, -0.601905, -0.339754, 0
0.8021, -0.601905, -0.601905, -0.298731, 0
1.66679, -0.601905, -0.601905, -0.462822, 0
-0.0625892, -0.601905, -0.601905, 0.726838, 0
0.8021, 0.254361, 0.254361, 2.16263, 1
