@relation abalone
@attribute f1 real [-1.15421, 1.26179]
@attribute f2 real [-3.73871, 2.42319]
@attribute f3 real [-3.55584, 2.43973]
@attribute f4 real [-3.33555, 23.6805]
@attribute f5 real [-1.68589, 4.07178]
@attribute f6 real [-1.61454, 5.08478]
@attribute f7 real [-1.64298, 5.28587]
@attribute f8 real [-1.70493, 5.50398]
@attribute clase {0, 1, 2}
@inputs f1, f2, f3, f4, f5, f6, f7, f8
@outputs clase
@data
-1.15421, -0.574489, -0.432097, -1.0643, -0.641821, -0.607613, -0.726125, -0.63814, 2
-1.15421, -1.44881, -1.43976, -1.18384, -1.23013, -1.17077, -1.20508, -1.21284, 0
1.26179, -0.824296, -1.08708, -1.0643, -0.973191, -0.983802, -0.940513, -0.853654, 0
-1.15421, -0.782662, -0.583246, -0.705677, -0.862055, -0.864412, -0.908583, -0.745897, 1
0.0537917, 0.0916615, -0.0290332, 0.131102, -0.294138, -0.39136, -0.0875215, -0.243033, 1
0.0537917, -0.449586, -0.532863, -0.944757, -0.72033, -0.864412, -0.913144, -0.386709, 1
0.0537917, 0.216565, 0.0717327, -0.107978, -0.133042, -0.186371, 0.268272, -0.278952, 1
0.0537917, 0.299834, 0.323648, 0.0115619, 0.203426, 0.104218, 0.0675678, 0.439425, 2
0.0537917, 0.424737, 0.374031, -0.107978, 0.110642, 0.09746, 0.208973, 0.152074, 2
0.0537917, -0.616124, -0.734395, -0.825217, -0.82331, -0.778812, -0.817354, -0.889572, 1
1.26179, -2.36477, -2.34665, -2.2597, -1.54723, -1.47713, -1.43315, -1.57203, 0
1.26179, -2.65621, -2.59857, -2.02062, -1.60432, -1.50416, -1.51069, -1.6295, 0
1.26179, -2.61458, -2.59857, -2.14016, -1.60432, -1.5402, -1.5335, -1.60795, 0
0.0537917, 0.00839267, 0.172499, 0.489721, 0.0137806, -0.0219293, 0.300202, 0.0443177, 1
-1.15421, -0.990834, -0.98631, -0.944757, -0.904878, -0.839633, -0.812792, -0.925491, 0
-1.15421, -0.616124, -0.633629, -0.825217, -0.850839, -0.808097, -0.621211, -0.745897, 0
0.0537917, -1.03247, -0.885544, -0.705677, -0.970132, -0.986054, -0.748932, -0.997329, 0
0.0537917, 0.591275, 0.676328, 0.728801, 0.85291, 0.54348, 0.405115, 1.3374, 2
0.0537917, 0.632909, 0.676328, 0.250642, 0.364523, 0.374533, 0.368624, 0.29575, 2
-1.15421, 0.799447, 1.02901, 0.848341, 1.60333, 0.680891, 0.104059, 3.13334, 2
0.0537917, -0.532855, -0.532863, -0.227518, -0.635704, -0.625634, -0.607527, -0.530384, 1
-1.15421, 0.591275, 0.575563, 0.848341, 0.583736, 0.189818, 0.669679, 1.08596, 2
0.0537917, -0.407952, -0.331331, -0.347058, -0.510293, -0.368834, -0.872091, -0.602222, 1
1.26179, -1.36554, -1.43976, -1.0643, -1.21789, -1.14599, -1.22788, -1.17692, 0
-1.15421, 0.0500271, 0.273265, 0.489721, 0.110642, -0.195382, -0.151382, 0.690857, 2
-1.15421, 0.0500271, 0.0717327, 0.0115619, -0.21359, -0.220161, -0.119452, -0.243033, 1
0.0537917, -0.741027, -0.129799, -0.825217, -0.948721, -1.00633, -0.753493, -0.781816, 1
-1.15421, -0.241414, -0.129799, -0.347058, -0.585743, -0.549044, -0.420507, -0.602222, 1
1.26179, -0.741027, -0.885544, -1.42292, -1.01194, -0.950012, -1.06823, -0.96141, 1
0.0537917, 0.0500271, 0.0717327, -0.586137, -0.483784, -0.569318, -0.201558, -0.422627, 2
-1.15421, -0.990834, -1.03669, -1.30338, -1.15876, -1.10319, -1.10473, -1.10509, 0
-1.15421, 1.4656, 1.28092, 0.489721, 1.82867, 1.21927, 0.756347, 2.16353, 2
0.0537917, -0.699393, -0.583246, -0.347058, -0.867153, -0.830623, -1.07279, -0.789, 1
0.0537917, -1.82352, -1.79244, -1.42292, -1.37185, -1.31494, -1.3328, -1.37089, 0
0.0537917, 0.216565, 0.424414, 0.131102, -0.178924, -0.289992, -0.338401, 0.198769, 1
1.26179, -2.90602, -2.8001, -2.02062, -1.62573, -1.57174, -1.58824, -1.62591, 0
0.0537917, 0.674544, 0.777094, 0.489721, 0.464443, 0.0479022, 0.500906, 0.834532, 1
0.0537917, 0.424737, 0.52518, 1.20696, 0.336993, 0.147018, 0.564766, 0.726776, 2
