@relation adult
@attribute f1 real [-1.58218, 3.76955]
@attribute f2 real [-0.573382, 3.92167]
@attribute f3 real [-1.6816, 12.2684]
@attribute f4 real [-0.983071, 3.35007]
@attribute f5 real [-3.5296, 2.3008]
@attribute f6 real [-0.908854, 4.15212]
@attribute f7 real [-1.65698, 2.79808]
@attribute f8 real [-1.92397, 2.11654]
@attribute f9 real [-0.379355, 2.92116]
@attribute f10 real [-0.703061, 1.42231]
@attribute f11 real [-0.145918, 13.3944]
@attribute f12 real [-0.216656, 10.5933]
@attribute f13 real [-3.19398, 4.74289]
@attribute f14 real [-0.301942, 6.26742]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14
@outputs clase
@data
0.45205494298105475,0.14285725726865894,0.048237275985663075,0.0,0.8,0.0,0.3076917033665091,0.3999992575194715,0.0,0.0,0.0,0.0,0.12244877388693527,0.0,0
0.15068473185306433,0.0,0.22148745519713262,0.0,0.8,0.0,0.38461486489519786,0.0,1.0,1.0,0.0,0.0,0.39795928369747774,0.3000005175540638,0
0.2739725285094726,0.0,0.1849309677419355,0.6666667435931579,0.8666660949506036,0.0,0.3076917033665091,0.0,0.0,1.0,0.0,0.0,0.39795928369747774,0.0,0
0.31506858529858567,0.0,0.07435806451612903,0.3999999076882104,0.6666667810098792,0.0,0.07692152294245194,0.3999992575194715,0.25000007574575484,0.0,0.0,0.0,0.39795928369747774,0.5000001522217834,1
0.3561644552322333,0.0,0.07114229390681004,0.13333330256273682,0.4,0.0,0.7692309418952832,0.3999992575194715,0.0,0.0,0.0,0.4687804464699024,0.39795928369747774,0.0,0
0.438356381954994,0.0,0.12298135483870967,0.19999995384410524,0.5333333905049397,0.0,0.07692152294245194,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.0821921135782261,0.5714287621144315,0.12117684516129032,0.333333256406842,0.7333335620197585,0.3333332674698586,0.9230762324188676,0.5999992575194716,0.0,0.0,0.0,0.0,0.5204082969734921,0.0,0
0.0410951225117859,0.0,0.17232114695340503,0.06666665128136841,0.6000000857574094,0.3333332674698586,0.23076860917698078,0.19999950501298103,1.0,0.0,0.0,0.0,0.43877561305653234,0.0,0
0.3835617641398202,0.0,0.25444802867383515,0.0,0.8,0.1666666337349293,0.3076917033665091,0.19999950501298103,0.0,0.0,0.0,0.3232340631173707,0.39795928369747774,0.0,0
0.027396748341190602,0.0,0.36117706093189966,0.19999995384410524,0.5333333905049397,1.0,0.6153834067330182,0.0,0.0,1.0,0.0,0.0,0.24489754777387054,0.0,0
0.4931508129147023,0.14285725726865894,0.05176537634408602,0.0,0.8,0.0,0.38461486489519786,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.0958904877488214,0.0,0.10914086021505377,0.0,0.8,0.0,0.0,0.3999992575194715,0.0,0.0,0.0,0.0,0.5000001259942521,0.0,0
0.1643834797345905,0.0,0.17602322580645163,0.3999999076882104,0.6666667810098792,0.3333332674698586,0.38461486489519786,0.5999992575194716,0.0,0.0,0.0,0.0,0.42857159056403843,0.0,0
0.013698374170595301,0.0,0.14579412186379928,0.19999995384410524,0.5333333905049397,0.3333332674698586,0.15384529052358442,0.19999950501298103,0.0,1.0,0.0,0.0,0.29591841620185283,0.5000001522217834,0
0.24657521960188575,0.0,0.02992759856630824,0.3999999076882104,0.6666667810098792,0.0,0.15384529052358442,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.07499997716673247,0
0.1780820407606512,0.0,0.03206308243727598,0.0,0.8,0.0,0.23076860917698078,0.3999992575194715,0.0,0.0,0.024070188011832513,0.0,0.39795928369747774,0.0,0
0.42465763407346785,0.0,0.09328473118279569,0.19999995384410524,0.5333333905049397,0.0,0.7692309418952832,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.1643834797345905,0.0,0.06337347670250897,0.06666665128136841,0.6000000857574094,0.1666666337349293,0.0,0.5999992575194716,0.0,0.0,0.0,0.0,0.5816323059342033,0.0,0
0.2602739674834119,0.0,0.09728967741935485,0.19999995384410524,0.5333333905049397,0.0,0.07692152294245194,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.0821921135782261,0.0,0.13541799283154124,0.06666665128136841,0.6000000857574094,0.3333332674698586,0.5384612103989621,0.5999992575194716,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.8493160155687973,0.0,0.07637648745519714,0.06666665128136841,0.6000000857574094,0.0,0.38461486489519786,0.7999980200519241,0.0,0.0,0.0,0.0,0.1938774353114011,0.0,0
0.6849317884123451,0.5000013348010212,0.13615218637992832,0.799999584596947,0.33333390504939625,0.0,0.49999955107226396,0.3999992575194715,0.0,0.0,0.0,0.0,0.010204274480998164,0.0,0
0.013698374170595301,0.0,0.2019448028673835,0.13333330256273682,0.4,0.3333332674698586,0.15384529052358442,0.19999950501298103,0.0,1.0,0.0,0.0,0.21428598427339743,0.0,0
0.19178060178671194,0.5714287621144315,0.07717992831541219,0.5333339025893686,0.2,0.0,0.6923071743141508,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.4794522518886416,0.0,0.17945225806451615,0.0,0.8,0.0,0.15384529052358442,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.3000005175540638,0
0.1780820407606512,0.0,0.02855770609318996,0.466666328190105,0.26666609495060367,0.3333332674698586,0.23076860917698078,0.5999992575194716,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.3561644552322333,0.4285716828192421,0.27069749103942653,0.8666671589962108,1.0,0.3333332674698586,0.38461486489519786,0.5999992575194716,0.0,1.0,0.0,0.0,0.5000001259942521,0.0,1
0.5479461781517379,0.0,0.1614288888888889,0.3999999076882104,0.6666667810098792,0.0,0.38461486489519786,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.1780820407606512,0.0,0.07162451612903226,0.19999995384410524,0.5333333905049397,0.0,0.23076860917698078,0.0,0.25000007574575484,1.0,0.0,0.3611121081343902,0.34693878065282663,0.5000001522217834,0
0.36986301625829404,0.0,0.1263200716845878,0.0,0.8,0.0,0.3076917033665091,0.3999992575194715,0.0,0.0,0.15024152313114064,0.0,0.6020408548961996,0.0,1
0.2054793496682381,0.2857146035240526,0.2073956989247312,0.19999995384410524,0.5333333905049397,0.0,0.07692152294245194,0.3999992575194715,0.0,0.0,0.07688061683632541,0.0,0.39795928369747774,0.0,1
0.0958904877488214,0.0,0.28530537634408604,0.0,0.8,0.3333332674698586,0.23076860917698078,0.7999980200519241,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.3013698561026061,0.0,0.24004874551971325,0.06666665128136841,0.6000000857574094,0.1666666337349293,0.07692152294245194,0.5999992575194716,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.3561644552322333,0.14285725726865894,0.030313978494623653,0.19999995384410524,0.5333333905049397,0.0,0.07692152294245194,0.3999992575194715,0.0,0.0,0.0,0.0,0.6020408548961996,0.0,0
0.1369861708270036,0.0,0.10244444444444445,0.3999999076882104,0.6666667810098792,0.0,0.6153834067330182,0.0,0.0,1.0,0.0,0.0,0.34693878065282663,0.0,0
0.0410951225117859,0.0,0.014957706093189969,0.06666665128136841,0.6000000857574094,0.3333332674698586,0.23076860917698078,0.19999950501298103,0.0,0.0,0.0,0.0,0.1938774353114011,0.0,0
0.3835617641398202,0.0,0.12516686738351254,0.3999999076882104,0.6666667810098792,0.3333332674698586,0.38461486489519786,0.5999992575194716,0.0,1.0,0.0,0.35904641980041363,0.39795928369747774,0.0,1
0.19178060178671194,0.0,0.11785239426523299,0.19999995384410524,0.5333333905049397,0.3333332674698586,0.7692309418952832,1.0,1.0,1.0,0.0,0.0,0.29591841620185283,0.0,0
0.41095907304740703,0.5714287621144315,0.11798482437275987,0.06666665128136841,0.6000000857574094,0.1666666337349293,0.6153834067330182,1.0,0.0,1.0,0.0,0.0,0.37755110011881254,0.5000001522217834,0
0.013698374170595301,0.0,0.009197132616487462,0.13333330256273682,0.4,0.3333332674698586,0.4615381162094338,0.19999950501298103,0.0,0.0,0.0,0.0,0.1530615973299298,0.0,0
0.6712334142417498,0.5714287621144315,0.02889175627240144,0.3999999076882104,0.6666667810098792,0.6666669301205658,0.38461486489519786,0.5999992575194716,0.0,1.0,0.0,0.0,0.1938774353114011,0.0,0
0.15068473185306433,0.714285841409621,0.11072874551971326,0.19999995384410524,0.5333333905049397,0.0,0.9230762324188676,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.15068473185306433,0.714285841409621,0.09327383512544803,0.0,0.8,0.0,0.38461486489519786,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,1
0.31506858529858567,0.0,0.18614530465949822,0.5333339025893686,0.2,0.0,0.5384612103989621,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.5000001522217834,1
0.23287665857582499,0.0,0.19813906810035845,0.19999995384410524,0.5333333905049397,0.0,0.6153834067330182,0.3999992575194715,1.0,0.0,0.0,0.0,0.39795928369747774,0.0,0
0.3287671463246464,0.14285725726865894,0.08886272401433692,0.0,0.8,0.1666666337349293,0.3076917033665091,0.5999992575194716,0.0,1.0,0.0,0.0,0.39795928369747774,0.0,0
0.4657536908625809,0.0,0.16777627240143372,0.0,0.8,0.0,0.3076917033665091,0.3999992575194715,0.0,0.0,0.0,0.0,0.5000001259942521,0.0,1
0.24657521960188575,0.0,0.016288888888888894,0.19999995384410524,0.5333333905049397,0.1666666337349293,0.07692152294245194,0.5999992575194716,0.0,0.0,0.0,0.0,0.6020408548961996,0.0,0
0.5616445523223331,0.2857146035240526,0.13466071684587813,0.19999995384410524,0.5333333905049397,0.0,0.23076860917698078,0.0,0.0,1.0,0.15024152313114064,0.0,0.34693878065282663,0.0,1
0.2739725285094726,0.0,0.13316322580645162,0.19999995384410524,0.5333333905049397,0.0,0.07692152294245194,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.0,1
0.45205494298105475,0.0,0.2044494623655914,0.333333256406842,0.7333335620197585,0.1666666337349293,0.23076860917698078,0.5999992575194716,0.0,1.0,0.0,0.0,0.39795928369747774,0.0,0
0.013698374170595301,0.0,0.1569030107526882,0.19999995384410524,0.5333333905049397,0.3333332674698586,0.23076860917698078,0.19999950501298103,0.0,1.0,0.0,0.0,0.39795928369747774,0.0,0
0.7945206503317619,0.0,0.20505232974910395,0.3999999076882104,0.6666667810098792,0.6666669301205658,0.6153834067330182,0.5999992575194716,0.0,1.0,0.0,0.0,0.1938774353114011,0.72499917039128,0
0.6575350400711546,0.0,0.11172781362007168,0.19999995384410524,0.5333333905049397,0.1666666337349293,0.6153834067330182,0.5999992575194716,0.0,1.0,0.0,0.0,0.39795928369747774,0.0,0
0.3287671463246464,0.14285725726865894,0.1247709247311828,0.19999995384410524,0.5333333905049397,0.0,0.15384529052358442,0.0,0.0,1.0,0.0,0.0,0.1938774353114011,0.0,0
0.0410951225117859,0.5000013348010212,0.07258143369175628,0.06666665128136841,0.6000000857574094,0.3333332674698586,0.49999955107226396,0.19999950501298103,0.0,0.0,0.0,0.0,0.1938774353114011,0.0,0
0.2054793496682381,0.0,0.11656336200716846,0.19999995384410524,0.5333333905049397,0.3333332674698586,0.15384529052358442,0.5999992575194716,0.0,1.0,0.0,0.0,0.3367347581603327,0.0,0
0.3835617641398202,0.0,0.09566243727598565,0.19999995384410524,0.5333333905049397,0.0,0.6153834067330182,0.3999992575194715,0.0,0.0,0.0,0.0,0.39795928369747774,0.5000001522217834,0
