@relation ozone
@attribute f1 real [-1.10767, 4.63054]
@attribute f2 real [-1.08453, 4.86064]
@attribute f3 real [-1.0794, 4.52557]
@attribute f4 real [-1.0948, 4.81903]
@attribute f5 real [-1.097, 4.76615]
@attribute f6 real [-1.13047, 4.99693]
@attribute f7 real [-1.19725, 4.91186]
@attribute f8 real [-1.42703, 4.47009]
@attribute f9 real [-1.6326, 5.04304]
@attribute f10 real [-1.72801, 4.08625]
@attribute f11 real [-1.70253, 3.92189]
@attribute f12 real [-1.64702, 3.78195]
@attribute f13 real [-1.6394, 3.82479]
@attribute f14 real [-1.64319, 4.08318]
@attribute f15 real [-1.68019, 3.7468]
@attribute f16 real [-1.74033, 3.66114]
@attribute f17 real [-1.803, 3.72759]
@attribute f18 real [-1.75443, 3.6937]
@attribute f19 real [-1.5993, 3.67605]
@attribute f20 real [-1.49314, 3.74553]
@attribute f21 real [-1.4039, 5.20302]
@attribute f22 real [-1.32458, 5.85423]
@attribute f23 real [-1.22742, 4.70895]
@attribute f24 real [-1.1532, 5.18435]
@attribute f25 real [-2.18573, 3.44908]
@attribute f26 real [-1.82946, 3.83581]
@attribute f27 real [-2.2821, 1.51372]
@attribute f28 real [-2.29527, 1.43894]
@attribute f29 real [-2.3156, 1.44476]
@attribute f30 real [-2.31827, 1.41061]
@attribute f31 real [-2.34032, 1.40844]
@attribute f32 real [-2.36743, 1.43072]
@attribute f33 real [-2.28225, 1.44607]
@attribute f34 real [-2.22083, 1.4514]
@attribute f35 real [-2.20786, 1.42393]
@attribute f36 real [-2.24714, 1.52016]
@attribute f37 real [-2.32605, 1.64849]
@attribute f38 real [-2.28458, 1.7575]
@attribute f39 real [-2.30902, 1.88507]
@attribute f40 real [-2.34131, 1.93727]
@attribute f41 real [-2.36636, 1.94334]
@attribute f42 real [-2.39847, 1.92639]
@attribute f43 real [-2.40357, 1.96098]
@attribute f44 real [-2.44373, 1.94672]
@attribute f45 real [-2.34659, 1.88293]
@attribute f46 real [-2.27726, 1.86564]
@attribute f47 real [-2.23409, 1.81616]
@attribute f48 real [-2.24253, 1.76104]
@attribute f49 real [-2.31153, 1.73284]
@attribute f50 real [-2.25365, 1.63236]
@attribute f51 real [-2.51499, 1.87734]
@attribute f52 real [-2.26023, 1.65254]
@attribute f53 real [-3.69366, 2.09883]
@attribute f54 real [-1.992, 1.60803]
@attribute f55 real [-3.87178, 3.61367]
@attribute f56 real [-3.31482, 3.47693]
@attribute f57 real [-5.02963, 0.572729]
@attribute f58 real [-3.92558, 2.64829]
@attribute f59 real [-1.40971, 2.2247]
@attribute f60 real [-2.95448, 3.50045]
@attribute f61 real [-4.10663, 4.1051]
@attribute f62 real [-4.91939, 0.370521]
@attribute f63 real [-3.37289, 2.29113]
@attribute f64 real [-1.15107, 2.82288]
@attribute f65 real [-2.51722, 3.49801]
@attribute f66 real [-3.79726, 4.20945]
@attribute f67 real [-4.64155, 0.336386]
@attribute f68 real [-3.28548, 1.58256]
@attribute f69 real [-3.35262, 1.73373]
@attribute f70 real [-5.0662, 0.293393]
@attribute f71 real [-3.88885, 4.04006]
@attribute f72 real [-0.282034, 15.3975]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72
@outputs clase
@data
1.11111, 1.07735, 0.973124, 0.606435, 0.694521, 0.939596, 0.866639, 0.695934, -0.0362521, -0.0179369, 0.301574, 0.820691, 1.03198, 1.1007, 1.6595, 1.53696, 1.50264, 1.20505, 0.862529, 0.499032, 0.798406, 1.68589, 1.9335, 2.35918, 1.10124, 1.26874, -0.0788476, -0.0379341, -0.00429726, 0.0317621, 0.0550577, 0.0691201, 0.0669406, -0.0219583, -0.135666, -0.223559, -0.180221, -0.0343506, -0.0458772, -0.0621667, -0.0768288, -0.0737281, -0.141653, -0.232244, -0.254088, -0.211549, -0.12702, -0.0447234, 0.0318253, 0.0899127, -0.171009, -0.082586, -0.742424, 0.0240191, -0.239167, 1.45425, 0.321953, -1.20536, 0.552872, -0.199993, 0.581497, 0.225614, -1.34024, 1.2333, -0.221604, 1.28269, 0.190345, 0.392049, 0.422664, 0.233842, -1.14977, -0.282034, 0
2.48827, 1.84945, 1.8415, 1.98363, 1.26455, 1.43641, 1.11431, 0.538677, 0.108871, 0.392482, 0.430871, 0.265455, -0.242996, -0.390545, -0.368171, 0.565912, -0.0230366, -0.140171, -0.26288, 0.867953, 1.70971, 1.68589, 2.24188, 2.13011, 0.57298, 1.00318, 0.124714, 0.142172, 0.187313, 0.223602, 0.270641, 0.28411, 0.253941, 0.178954, 0.027928, -0.0943947, -0.190792, -0.273958, -0.305412, -0.33152, -0.335825, -0.387883, -0.396517, -0.34065, -0.254088, -0.154168, -0.0919026, -0.00908335, 0.0913014, 0.149697, -0.44553, -0.082586, -0.577448, 1.21203, -0.507361, 1.18602, 0.246891, -0.676426, 1.38879, -0.143903, 1.19713, 0.202006, -1.54579, 0.796169, -0.0336282, 1.38772, 0.177827, 1.04523, 1.18654, 0.213128, -1.14977, 1.29731, 0
0.881577, 0.536878, 0.183692, 0.0393557, -0.364103, 0.111568, -0.206584, -0.326232, -0.689304, -0.770371, -0.280262, -0.413167, 0.181996, 0.146302, 0.168565, 0.141077, -0.0866066, 0.263394, 0.0888102, 0.572816, 0.494639, 0.605205, 1.62512, 1.44291, -0.0139796, 0.2065, 0.184585, 0.190201, 0.211265, 0.235592, 0.270641, 0.319942, 0.335754, 0.257086, 0.158803, 0.0885884, 0.0311908, 0.0281558, 0.161751, 0.258986, 0.306486, 0.324201, 0.314979, 0.244743, 0.224516, 0.201593, 0.107098, 0.109717, 0.126987, 0.173611, 0.230213, 0.196898, -2.39218, -1.992, -0.433226, -0.2614, -5.02963, -1.43204, -1.40971, -0.776055, -0.155924, -4.91939, 2.29113, -1.15107, -0.950405, -0.108299, -4.64155, -0.490361, -2.61079, -5.0662, 0.00352447, 0.15836, 0
-0.113044, -0.0808026, 0.183692, 0.28239, 0.0430604, -0.0540373, -0.0414731, -0.326232, -0.834427, -0.0179369, -0.215614, -0.351474, -0.546562, -0.629144, -0.904907, -0.829974, -0.785876, -0.678258, -0.684909, 0.0563273, 0.874347, 1.37712, 1.16255, 2.13011, 0.338196, -0.14758, -0.509919, -0.446175, -0.41147, -0.375897, -0.304248, -0.253365, -0.225248, -0.278679, -0.331979, -0.374251, -0.444486, -0.513566, -0.564948, -0.600874, -0.636261, -0.639207, -0.619523, -0.589984, -0.510086, -0.406644, -0.478198, -0.614965, -0.622412, -0.627503, -0.741167, -0.501812, -0.33915, 0.888027, -0.326384, 0.553408, 0.124062, -0.903111, 1.42513, 1.70404, 0.0142502, 0.143392, -0.974819, 0.796169, 1.47543, 2.28761, 0.148618, 0.954031, 0.86336, 0.192415, 0.147687, -0.14536, 0
0.499031, 0.305248, -0.211024, 0.120367, 0.0430604, 0.277174, 0.0410825, 0.0669084, -0.253936, 0.255675, 0.366222, 0.573919, 0.728415, 0.325251, 0.287839, 0.990747, 0.930513, 0.196133, 0.792191, 1.31066, -0.0369527, -1.24739, 0.0061105, -0.16057, 0.455588, 0.295019, 0.0768173, 0.0821368, 0.0795324, 0.103702, 0.186803, 0.260222, 0.218879, 0.0896596, -0.0156971, -0.0621036, -0.0639446, 0.00732034, -0.0458772, -0.0828862, -0.128628, -4.25315E-4, -0.0354592, -0.0804753, -0.0537424, -0.00497784, -0.033373, 0.0503168, 0.103197, 0.125783, -0.0970997, 0.0222204, -0.540787, 0.384022, 0.835791, 1.27206, 0.0097635, -0.978673, 0.44384, 0.658036, 0.871794, 0.0823354, -0.723592, -1.07159, 0.820139, 1.14501, 0.123583, -0.115706, 0.283111, 0.179469, -1.29393, 0.219104, 0
0.499031, 0.691298, 0.0258059, -0.446713, -0.6084, -0.633657, 0.371305, 1.40359, 1.99547, 2.37617, 2.43497, 2.73317, 2.61052, 2.71124, 2.79261, 2.6294, 2.51976, 2.34848, 2.26929, 2.12228, 2.46912, 1.84027, 1.39383, 1.13748, 2.21647, 2.06542, -0.234512, -0.194026, -0.171957, -0.208038, -0.232387, -0.229477, -0.201873, -0.278679, -0.441042, -0.546471, -0.603045, -0.607325, -0.564948, -0.538715, -0.491223, -0.471658, -0.417755, -0.438215, -0.498955, -0.555835, -0.677199, -0.769405, -0.812735, -0.866641, -0.540556, -0.490167, -1.01738, 0.276021, 1.25226, 0.738975, 0.064354, -2.16247, 1.97029, 1.1674, 0.821743, 0.0693101, -2.09392, 0.557732, 1.02387, 1.45018, 0.0776838, 0.729731, 0.679737, 0.197593, -1.29393, 0.143174, 0
-0.266063, -0.235223, 0.657351, 0.28239, 0.368791, 0.359977, 0.123638, 0.224165, 0.253993, -0.0179369, -0.280262, 0.450533, 0.181996, 0.3849, 0.586026, 0.201768, 0.0405334, -0.00564928, -0.614571, -1.12422, -1.32796, -1.24739, -1.15032, -1.1532, 0.0447163, -0.14758, -1.43193, -1.45477, -1.41743, -1.47898, -1.52589, -1.54331, -1.54594, -1.55112, -1.48805, -1.37528, -1.195, -1.07612, -0.990586, -0.922026, -0.853818, -0.806756, -0.768194, -0.763434, -0.866256, -1.00341, -1.05179, -1.18521, -1.21717, -1.27318, -0.888986, -1.2471, -2.45634, 0.16802, 0.14023, -1.34612, -0.0345913, -2.79215, -0.501107, 1.45846, -2.02951, -0.0357067, -2.11676, -0.276798, 1.54684, -2.19336, 0.0150945, -0.712195, -0.311827, 0.197593, 0.580173, -0.282034, 0
-1.03116, -0.852903, -1.00046, -1.01379, -1.097, -1.04767, -0.949585, -1.03389, -1.19723, -1.11239, -0.603505, 0.450533, 0.606988, 0.265601, 0.347477, 0.262459, 0.866943, 0.66696, 0.229486, 0.130111, -0.264778, -0.166711, -0.302272, -0.389638, 0.2795, -0.324619, -1.24035, -1.14259, -1.18989, -1.25117, -1.31031, -1.31637, -1.32388, -1.33905, -1.17176, -1.06313, -0.888451, -0.523984, -0.429989, -0.35224, -0.232227, -0.283165, -0.407136, -0.503259, -0.576868, -0.636168, -0.630375, -0.626845, -0.586726, -0.543804, -0.339945, -0.839521, -1.75061, -0.515985, 1.22827, -0.880518, 0.0131754, -2.03654, -0.064978, 1.79955, -1.92607, 0.0334904, -1.97973, -0.276798, 1.40087, -1.40419, 0.0651659, -0.332611, -0.157584, 0.197593, 0.00352447, -0.282034, 0
1.0346, 1.23177, 1.2889, 1.41655, 1.18312, 1.188, 1.03175, 0.774562, 1.26985, 1.41853, 1.142, 0.573919, 0.546275, 0.5042, 0.347477, 0.505221, 0.358383, 0.263394, -0.755247, -0.97665, -1.02419, -1.1702, -0.919037, -1.00049, 0.514284, 0.472059, -0.725455, -0.818395, -0.866545, -0.915446, -0.915069, -0.969999, -1.02, -1.02652, -0.986357, -0.955492, -0.888451, -0.805262, -0.741432, -0.663032, -0.594821, -0.524017, -0.50271, -0.492418, -0.587998, -0.762406, -0.852788, -0.911965, -0.967373, -1.06991, -0.625024, -0.851167, -0.944061, -0.263983, 3.61367, -1.16393, -0.118183, -1.88541, 0.770937, 2.8683, 0.61987, -0.0104701, -0.837786, 1.07435, -0.950405, -0.108299, 0.0568207, 0.0420431, -0.208999, 0.166523, -0.717286, -0.282034, 0
1.49365, 2.46713, 2.55199, 1.33554, 1.18312, 0.939596, 0.453861, 0.381421, 0.399116, 0.324078, 0.430871, 0.512226, 0.424849, 0.623499, 0.466751, 0.262459, 0.358383, 0.532438, 0.440501, 0.499032, 0.570581, 0.219247, -0.610655, 0.0684976, 0.514284, 0.826138, -0.617687, -0.638288, -0.662959, -0.723607, -0.723439, -0.719177, -0.727812, -0.803283, -0.931825, -0.998547, -1.0153, -1.01362, -1.00097, -0.973825, -0.926337, -0.953362, -0.959342, -0.980246, -0.977559, -0.923072, -0.8762, -0.876325, -0.824631, -0.818814, -1.04736, -0.909392, -1.20069, 0.0240191, -3.25472, 0.880681, -0.0362973, -1.20536, 0.843625, -0.847305, 1.67762, 0.0481439, -0.95198, 2.14731, -0.393828, 1.21172, 0.0985469, 0.0740859, -0.157584, 0.179469, -1.58226, -0.282034, 0
