@relation ozone
@attribute f1 real [-1.10767, 4.63054]
@attribute f2 real [-1.08453, 4.86064]
@attribute f3 real [-1.0794, 4.52557]
@attribute f4 real [-1.0948, 4.81903]
@attribute f5 real [-1.097, 4.76615]
@attribute f6 real [-1.13047, 4.99693]
@attribute f7 real [-1.19725, 4.91186]
@attribute f8 real [-1.42703, 4.47009]
@attribute f9 real [-1.6326, 5.04304]
@attribute f10 real [-1.72801, 4.08625]
@attribute f11 real [-1.70253, 3.92189]
@attribute f12 real [-1.64702, 3.78195]
@attribute f13 real [-1.6394, 3.82479]
@attribute f14 real [-1.64319, 4.08318]
@attribute f15 real [-1.68019, 3.7468]
@attribute f16 real [-1.74033, 3.66114]
@attribute f17 real [-1.803, 3.72759]
@attribute f18 real [-1.75443, 3.6937]
@attribute f19 real [-1.5993, 3.67605]
@attribute f20 real [-1.49314, 3.74553]
@attribute f21 real [-1.4039, 5.20302]
@attribute f22 real [-1.32458, 5.85423]
@attribute f23 real [-1.22742, 4.70895]
@attribute f24 real [-1.1532, 5.18435]
@attribute f25 real [-2.18573, 3.44908]
@attribute f26 real [-1.82946, 3.83581]
@attribute f27 real [-2.2821, 1.51372]
@attribute f28 real [-2.29527, 1.43894]
@attribute f29 real [-2.3156, 1.44476]
@attribute f30 real [-2.31827, 1.41061]
@attribute f31 real [-2.34032, 1.40844]
@attribute f32 real [-2.36743, 1.43072]
@attribute f33 real [-2.28225, 1.44607]
@attribute f34 real [-2.22083, 1.4514]
@attribute f35 real [-2.20786, 1.42393]
@attribute f36 real [-2.24714, 1.52016]
@attribute f37 real [-2.32605, 1.64849]
@attribute f38 real [-2.28458, 1.7575]
@attribute f39 real [-2.30902, 1.88507]
@attribute f40 real [-2.34131, 1.93727]
@attribute f41 real [-2.36636, 1.94334]
@attribute f42 real [-2.39847, 1.92639]
@attribute f43 real [-2.40357, 1.96098]
@attribute f44 real [-2.44373, 1.94672]
@attribute f45 real [-2.34659, 1.88293]
@attribute f46 real [-2.27726, 1.86564]
@attribute f47 real [-2.23409, 1.81616]
@attribute f48 real [-2.24253, 1.76104]
@attribute f49 real [-2.31153, 1.73284]
@attribute f50 real [-2.25365, 1.63236]
@attribute f51 real [-2.51499, 1.87734]
@attribute f52 real [-2.26023, 1.65254]
@attribute f53 real [-3.69366, 2.09883]
@attribute f54 real [-1.992, 1.60803]
@attribute f55 real [-3.87178, 3.61367]
@attribute f56 real [-3.31482, 3.47693]
@attribute f57 real [-5.02963, 0.572729]
@attribute f58 real [-3.92558, 2.64829]
@attribute f59 real [-1.40971, 2.2247]
@attribute f60 real [-2.95448, 3.50045]
@attribute f61 real [-4.10663, 4.1051]
@attribute f62 real [-4.91939, 0.370521]
@attribute f63 real [-3.37289, 2.29113]
@attribute f64 real [-1.15107, 2.82288]
@attribute f65 real [-2.51722, 3.49801]
@attribute f66 real [-3.79726, 4.20945]
@attribute f67 real [-4.64155, 0.336386]
@attribute f68 real [-3.28548, 1.58256]
@attribute f69 real [-3.35262, 1.73373]
@attribute f70 real [-5.0662, 0.293393]
@attribute f71 real [-3.88885, 4.04006]
@attribute f72 real [-0.282034, 15.3975]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72
@outputs clase
@data
1.0346, 1.38619, 1.52573, 1.0925, 1.59028, 1.51922, 1.19686, 0.774562, 0.6168, 0.597691, 1.01271, 1.12916, 1.09269, 0.921747, 1.59986, 1.35489, 0.612663, 0.263394, 0.229486, 0.720384, 0.266814, 0.450822, 0.699971, 0.98477, 1.04255, 1.18022, -0.258461, -0.206033, -0.13603, -0.112118, -0.0527341, -0.00254326, -0.0148721, -0.100091, -0.190198, -0.202032, -0.148509, -0.107275, -0.108166, -0.0828862, -0.0457492, -0.0841999, -0.194749, -0.308128, -0.30974, -0.303359, -0.302609, -0.294204, -0.241765, -0.17314, -0.149892, -0.187392, -0.742424, -1.09199, -0.522624, 1.34629, 0.410663, -1.98616, 2.07932, 0.47309, 1.06199, 0.245152, -1.0205, 0.756429, -0.0693332, 0.436742, 0.202862, 0.202257, -0.480761, 0.254555, -1.58226, -0.282034, 0
-0.266063, 0.228038, 0.0258059, 0.120367, -0.364103, 0.111568, -0.0414731, -0.168976, -0.253936, -0.428355, 0.04298, 0.944076, 0.971268, 0.623499, 0.526389, 0.505221, 0.612663, 0.532438, 0.932868, 0.794168, 1.63376, 1.06835, 1.08545, 1.51926, 0.338196, 0.560579, -0.186616, -0.206033, -0.171957, -0.148088, -0.136572, -0.169758, -0.21356, -0.312165, -0.364698, -0.277378, -0.148509, -0.0864392, -0.0770214, -0.0621667, -0.0561091, -0.157503, -0.173511, -0.178041, -0.0982637, -0.0394064, 0.0368626, 0.133477, 0.222149, 0.305137, -0.160451, -0.129167, -0.944061, 0.888027, 0.513086, 0.480868, 0.178653, -1.73429, -0.392075, 1.04764, -0.241011, 0.133623, -1.38592, -0.713932, 1.33576, -0.0983635, 0.127755, 0.155425, 0.672392, 0.210539, 0.291849, -0.259255, 0
0.499031, 0.614088, 0.657351, 0.28239, 0.613089, 0.359977, -0.124029, -0.798002, -0.689304, 0.392482, 0.366222, -0.413167, -0.485849, -0.808093, -0.60672, -0.46583, 0.167673, -0.140171, -0.333219, -0.238809, -0.416661, 0.219247, 0.391589, -0.0078584, -0.30746, -0.0590597, -0.4261, -0.398147, -0.4953, -0.615697, -0.723439, -0.814728, -0.9265, -1.06, -1.0627, -0.955492, -0.814457, -0.648996, -0.554566, -0.476557, -0.387624, -0.345996, -0.407136, -0.535781, -0.610259, -0.670596, -0.712317, -0.745645, -0.669993, -0.615546, -0.44553, -0.688134, -0.852408, -0.299984, 2.43842, -0.0606498, 0.0797076, -0.777175, -0.719172, 2.2892, -0.451226, 0.102687, -1.18037, -0.475495, 1.64555, 0.0307998, 0.131928, -0.416416, 0.0847982, 0.195004, 0.436011, -0.282034, 0
0.805068, 0.691298, -0.0531372, 0.28239, 0.205926, 0.0287655, 1.11431, 1.95398, 1.41497, 2.03416, 1.46525, 2.30132, 2.30696, 1.69719, 1.71913, 1.2942, 1.12122, 0.66696, -0.333219, -0.312593, 0.342756, 1.06835, 0.0832062, 0.679346, 1.62951, 1.26874, -0.402151, -0.194026, -0.0641756, -0.00420784, 0.0550577, 0.104952, 0.183816, 0.190116, 0.0606469, -0.0298124, -0.0639446, -0.0864392, -0.0770214, -0.0414472, 0.0474895, 0.125237, 0.102592, -0.0154316, -0.142785, -0.211549, -0.267492, -0.246684, -0.360717, -0.472063, 0.029602, -0.082586, -0.559118, 0.16802, 1.84315, 0.523043, 0.132592, -0.7268, -0.79186, 1.99814, -0.82661, 0.138507, -0.655076, -0.912629, 1.52374, -0.0572016, 0.161136, -0.404091, 0.00767654, 0.197593, 0.147687, -0.282034, 0
1.0346, 1.69503, 2.15727, 1.49756, 1.59028, 1.93323, 2.27008, 2.18987, 1.70522, 1.96575, 1.65919, 1.99286, 1.5784, 1.39894, 1.36131, 1.47627, 1.3755, 1.27231, 1.28456, 1.53201, 1.93753, 1.91746, 2.0106, 2.05375, 1.27733, 2.06542, 0.136688, 0.0821368, 0.0436054, -0.0281878, -0.0766879, -0.110038, -0.16681, -0.312165, -0.604637, -0.761745, -0.899021, -1.01362, -1.07364, -1.17066, -1.18533, -1.24657, -1.3735, -1.41387, -1.33373, -1.25588, -1.23908, -1.24461, -1.20528, -1.20144, -0.572231, -0.839521, -0.0275285, 0.816026, -0.433226, -0.2614, -0.048239, -0.802362, 0.989001, 0.986998, 1.28388, 0.0652396, -1.18037, -0.356277, 1.26645, 1.60347, 0.106892, 1.00826, 1.22693, 0.158755, -1.14977, -0.282034, 0
-0.266063, -0.544063, 0.0258059, -0.122667, 0.205926, -0.468051, -0.949585, -0.87663, -0.181375, 0.324078, -0.732801, -0.413167, -0.910842, -1.34494, -1.20309, -0.829974, -1.61229, -1.21635, -1.0366, -0.460162, -0.796369, -0.784243, -0.610655, -0.54235, -0.424852, -0.855738, -1.2164, -1.27466, -1.27372, -1.28714, -1.34624, -1.38803, -1.47581, -1.51764, -1.44442, -1.29993, -1.121, -1.03445, -0.94906, -0.901307, -0.843458, -0.806756, -0.778813, -0.795956, -0.977559, -1.02636, -1.11032, -1.20897, -1.22907, -1.23731, -0.899544, -1.20052, -2.03474, 0.240021, 0.702784, -1.36805, 0.0609421, -1.62095, -0.79186, 2.17551, -1.06185, 0.0497721, -1.88837, -0.276798, 1.98685, -1.09902, 0.0776838, -0.677688, -0.07679, 0.213128, 1.44514, -0.282034, 0
-0.189554, -0.544063, -0.842569, -1.01379, -0.852698, -0.799262, -0.701918, -0.562117, -0.253936, -0.08634, 1.59454, 1.6227, 1.45697, 0.981397, 1.06312, 1.05144, 1.05765, 0.599699, 0.792191, 0.720384, 0.494639, 0.296439, 0.699971, 0.0684976, 0.925156, 0.472059, -1.19245, -1.17861, -1.30965, -1.39505, -1.40612, -1.43581, -1.394, -1.22743, -1.0627, -0.740218, -0.51848, -0.503148, -0.513041, -0.621593, -0.6777, -0.702038, -0.715097, -0.709231, -0.643649, -0.555835, -0.478198, -0.448644, -0.336926, -0.292709, -0.688375, -0.874457, -1.47565, -1.45199, 0.00722314, -0.360931, 0.124062, -1.07942, -0.79186, 0.756573, -0.594706, 0.100245, -1.36308, -0.197319, 0.708824, 0.18977, 0.123583, -1.35305, -1.21525, 0.220896, 0.436011, -0.282034, 0
-0.878138, -0.698483, -0.842569, -0.446713, -0.526968, -1.04767, -1.1147, -1.03389, -0.979549, 0.871303, 1.142, 0.635612, 0.424849, 0.44455, 0.347477, 0.141077, 0.549093, 0.936003, 0.721853, 0.499032, 0.418697, 0.37363, 0.0061105, -1.07684, 0.396892, 0.0294601, -1.13258, -1.1666, -1.20186, -1.11928, -1.09472, -1.24471, -1.28881, -1.2944, -1.10633, -0.750981, -0.550192, -0.49273, -0.429989, -0.404039, -0.325465, -0.293637, -0.290323, -0.394853, -0.510086, -0.544358, -0.583552, -0.567444, -0.574831, -0.615546, -0.392737, -0.781296, -1.18236, -1.12799, 0.142411, -1.17236, 0.147946, -0.626051, -0.719172, 0.62317, -1.28041, 0.131994, -0.723592, -0.237058, 0.728777, -1.19412, 0.161136, -1.03755, -1.02428, 0.220896, 0.868497, -0.282034, 0
1.57016, 1.30898, 1.20995, 1.33554, 1.02025, 0.608385, -0.0414731, -0.326232, -0.181375, -0.359952, -0.215614, 0.018683, 0.0605696, 0.3849, 0.287839, 0.444531, 0.676233, 0.263394, 0.651515, 1.45823, 1.78565, 1.37712, 1.31674, 1.82469, 0.2795, 0.826138, -0.306358, -0.266069, -0.231835, -0.196048, -0.136572, -0.110038, -0.12006, -0.189385, -0.342886, -0.492652, -0.634757, -0.753174, -0.824483, -0.880587, -0.947056, -0.995249, -0.9912, -0.926043, -0.866256, -0.796834, -0.770846, -0.757525, -0.729469, -0.711201, -0.888986, -0.629909, -0.669102, 0.0960197, -0.694879, 1.15228, -0.048239, -1.18017, 0.698248, -0.00746678, 1.30891, 0.0408171, -1.70566, 1.15382, 0.779184, 0.316095, 0.0818564, 0.483248, 0.738496, 0.169112, -1.00561, -0.0922089, 0
1.26412, 1.4634, 1.05207, 1.33554, 1.18312, 0.691188, 0.206194, 0.302793, 0.979607, 0.529288, 1.01271, 1.56101, 1.76054, 1.39894, 1.48059, 1.11213, 0.866943, 0.599699, -0.333219, -0.0912409, -0.112894, 0.37363, 0.160302, 0.0684976, 1.10124, 1.00318, -0.617687, -0.602267, -0.674935, -0.699627, -0.723439, -0.766952, -0.833, -0.903739, -0.899106, -0.858619, -0.708751, -0.576072, -0.502659, -0.424758, -0.377265, -0.356467, -0.354039, -0.362331, -0.432173, -0.475501, -0.525022, -0.531804, -0.574831, -0.651417, -0.456088, -0.629909, -1.07238, 0.852026, -1.37518, -2.74631, -0.150596, -1.43204, 0.0803985, -1.14746, -2.32314, -0.0251236, -1.56863, 0.080858, -0.760328, -1.51064, 0.0484755, -0.118171, 0.650357, 0.161345, 0.724335, -0.282034, 0
