@relation ozone
@attribute f1 real [-1.10767, 4.63054]
@attribute f2 real [-1.08453, 4.86064]
@attribute f3 real [-1.0794, 4.52557]
@attribute f4 real [-1.0948, 4.81903]
@attribute f5 real [-1.097, 4.76615]
@attribute f6 real [-1.13047, 4.99693]
@attribute f7 real [-1.19725, 4.91186]
@attribute f8 real [-1.42703, 4.47009]
@attribute f9 real [-1.6326, 5.04304]
@attribute f10 real [-1.72801, 4.08625]
@attribute f11 real [-1.70253, 3.92189]
@attribute f12 real [-1.64702, 3.78195]
@attribute f13 real [-1.6394, 3.82479]
@attribute f14 real [-1.64319, 4.08318]
@attribute f15 real [-1.68019, 3.7468]
@attribute f16 real [-1.74033, 3.66114]
@attribute f17 real [-1.803, 3.72759]
@attribute f18 real [-1.75443, 3.6937]
@attribute f19 real [-1.5993, 3.67605]
@attribute f20 real [-1.49314, 3.74553]
@attribute f21 real [-1.4039, 5.20302]
@attribute f22 real [-1.32458, 5.85423]
@attribute f23 real [-1.22742, 4.70895]
@attribute f24 real [-1.1532, 5.18435]
@attribute f25 real [-2.18573, 3.44908]
@attribute f26 real [-1.82946, 3.83581]
@attribute f27 real [-2.2821, 1.51372]
@attribute f28 real [-2.29527, 1.43894]
@attribute f29 real [-2.3156, 1.44476]
@attribute f30 real [-2.31827, 1.41061]
@attribute f31 real [-2.34032, 1.40844]
@attribute f32 real [-2.36743, 1.43072]
@attribute f33 real [-2.28225, 1.44607]
@attribute f34 real [-2.22083, 1.4514]
@attribute f35 real [-2.20786, 1.42393]
@attribute f36 real [-2.24714, 1.52016]
@attribute f37 real [-2.32605, 1.64849]
@attribute f38 real [-2.28458, 1.7575]
@attribute f39 real [-2.30902, 1.88507]
@attribute f40 real [-2.34131, 1.93727]
@attribute f41 real [-2.36636, 1.94334]
@attribute f42 real [-2.39847, 1.92639]
@attribute f43 real [-2.40357, 1.96098]
@attribute f44 real [-2.44373, 1.94672]
@attribute f45 real [-2.34659, 1.88293]
@attribute f46 real [-2.27726, 1.86564]
@attribute f47 real [-2.23409, 1.81616]
@attribute f48 real [-2.24253, 1.76104]
@attribute f49 real [-2.31153, 1.73284]
@attribute f50 real [-2.25365, 1.63236]
@attribute f51 real [-2.51499, 1.87734]
@attribute f52 real [-2.26023, 1.65254]
@attribute f53 real [-3.69366, 2.09883]
@attribute f54 real [-1.992, 1.60803]
@attribute f55 real [-3.87178, 3.61367]
@attribute f56 real [-3.31482, 3.47693]
@attribute f57 real [-5.02963, 0.572729]
@attribute f58 real [-3.92558, 2.64829]
@attribute f59 real [-1.40971, 2.2247]
@attribute f60 real [-2.95448, 3.50045]
@attribute f61 real [-4.10663, 4.1051]
@attribute f62 real [-4.91939, 0.370521]
@attribute f63 real [-3.37289, 2.29113]
@attribute f64 real [-1.15107, 2.82288]
@attribute f65 real [-2.51722, 3.49801]
@attribute f66 real [-3.79726, 4.20945]
@attribute f67 real [-4.64155, 0.336386]
@attribute f68 real [-3.28548, 1.58256]
@attribute f69 real [-3.35262, 1.73373]
@attribute f70 real [-5.0662, 0.293393]
@attribute f71 real [-3.88885, 4.04006]
@attribute f72 real [-0.282034, 15.3975]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36, f37, f38, f39, f40, f41, f42, f43, f44, f45, f46, f47, f48, f49, f50, f51, f52, f53, f54, f55, f56, f57, f58, f59, f60, f61, f62, f63, f64, f65, f66, f67, f68, f69, f70, f71, f72
@outputs clase
@data
-0.495591, 0.305248, 0.815238, 0.606435, 0.531656, 0.608385, 0.0410825, -0.090348, -0.253936, -0.154743, 0.689465, 1.74608, 1.45697, 1.57789, 1.54022, 1.11213, 0.930513, 0.599699, 0.862529, 0.6466, 1.02623, 1.14555, 0.931258, 0.832058, 1.04255, 0.914658, -1.44391, -1.31069, -1.27372, -1.25117, -1.22647, -1.2686, -1.3005, -1.30556, -1.21539, -0.977019, -0.666468, -0.461477, -0.409227, -0.383319, -0.387624, -0.419298, -0.460233, -0.503259, -0.454434, -0.429597, -0.431374, -0.436764, -0.384507, -0.316623, -0.498322, -0.804586, -1.16403, -1.59599, 0.401883, -0.237782, 0.470371, -2.01135, -0.319387, 0.312399, -0.135903, 0.255735, -1.24889, -0.554974, 0.1701, -0.329722, 0.194517, -1.08685, -1.29605, 0.283036, -1.58226, -0.282034, 0
-0.342572, 0.0736174, -0.13208, -0.122667, -0.526968, -0.71646, -0.206584, -0.326232, -0.544181, -0.291549, -0.0216684, 0.327147, 0.242709, 0.683149, 0.764938, 0.444531, 0.358383, 0.263394, 0.440501, 0.351464, 0.038989, 0.219247, -0.225176, -0.236926, 0.220804, 0.0294601, -1.45588, -1.43076, -1.44138, -1.46699, -1.50194, -1.54331, -1.4875, -1.49531, -1.48805, -1.35375, -1.05758, -0.826098, -0.699906, -0.663032, -0.636261, -0.618263, -0.662, -0.774274, -0.855126, -0.808311, -0.805964, -0.793165, -0.741364, -0.711201, -0.72005, -1.09571, -1.67729, -0.623986, 2.41007, -0.974989, -0.138655, -1.92319, -0.646484, 1.53577, -1.12024, -0.0462897, -2.00257, 0.875648, -0.950405, -0.108299, 0.0192671, -0.657969, -0.194309, 0.174291, 1.58931, -0.282034, 0
2.10573, 2.85318, 2.9467, 3.03678, 3.3818, 3.00967, 3.26075, 2.97615, 2.21315, 2.03416, 1.98243, 1.99286, 1.63911, 1.63754, 1.48059, 1.53696, 1.18479, 0.263394, -0.684909, -1.05043, -0.948253, -1.1702, -0.919037, -1.00049, 1.27733, 1.71134, -0.665584, -0.734345, -0.842594, -0.927436, -1.1067, -1.18499, -1.23038, -1.30556, -1.43351, -1.59055, -1.64953, -1.60743, -1.48889, -1.32606, -1.13353, -1.02666, -0.98058, -0.991087, -1.11112, -1.23293, -1.29761, -1.38717, -1.49076, -1.50036, -1.10016, -1.28204, -0.779085, 1.10403, 0.526168, -0.440219, -0.0414151, -1.26833, 0.552872, 0.99761, 0.332909, 0.0481439, -1.77418, 0.279555, 1.2885, 2.33587, 0.0818564, 0.539939, 1.13145, 0.171701, -1.14977, -0.282034, 0
-0.878138, -0.621273, -0.211024, -0.203678, 0.287358, 0.442779, 0.949194, 1.01045, 0.181432, -0.154743, 0.689465, 1.00577, 1.15341, 1.16035, 0.824575, 0.747984, 0.549093, 0.128873, 0.159148, 1.0893, 1.48188, 1.68589, 1.47093, 1.21384, 0.57298, 0.737618, -0.988888, -1.03452, -0.938399, -0.987386, -0.891115, -0.838616, -0.821312, -0.825607, -0.833669, -0.815564, -0.592474, -0.398971, -0.357319, -0.35224, -0.356545, -0.408827, -0.470852, -0.470737, -0.387652, -0.257454, -0.162138, -0.0922435, -0.039546, 0.00621421, -0.466646, -0.583328, -0.815747, -1.45199, 0.377898, -0.2614, 0.0558243, -0.348991, -0.900893, 0.54434, -0.573017, 0.0961748, -0.677915, -0.554974, -0.0882358, -0.184946, 0.152791, -1.46643, -1.38419, 0.202771, 0.724335, -0.282034, 0
-0.572101, -0.389643, -0.36891, 0.0393557, 0.938819, 1.51922, 1.11431, -0.090348, 0.399116, 1.07651, 1.142, 1.56101, 1.88197, 2.05509, 1.12276, 1.05144, 1.3755, 1.20505, 1.49557, 1.60579, 1.48188, 1.45431, 1.39383, 1.59562, 1.45342, 1.26874, -0.354255, -0.374132, -0.387519, -0.315947, -0.280295, -0.241421, -0.225248, -0.289841, -0.342886, -0.417306, -0.328209, -0.284376, -0.295031, -0.34188, -0.460143, -0.492601, -0.481471, -0.503259, -0.521216, -0.486977, -0.44308, -0.413004, -0.396403, -0.352494, -0.466646, -0.408651, -1.07238, 0.996027, -0.633827, -0.635907, 0.0472945, -1.46982, -0.682828, -0.216668, -0.786569, 0.0652396, -2.1396, 0.00137897, -0.240507, -0.295657, 0.0818564, 0.128312, 1.09472, 0.187236, -0.140638, -0.259255, 0
2.10573, 1.69503, 1.60467, 1.74059, 1.91601, 1.93323, 2.51775, 1.95398, 1.34241, 0.871303, 1.2713, 1.00577, 1.03198, 0.742798, 0.347477, 0.687294, 0.612663, 0.734221, 0.862529, 1.16309, 1.78565, 2.14904, 2.0106, 1.59562, 0.514284, 1.62282, -0.677558, -0.638288, -0.591105, -0.567737, -0.543786, -0.540018, -0.552499, -0.613533, -0.724606, -0.847855, -0.920163, -1.01362, -1.06326, -1.09814, -1.14389, -1.12091, -1.06554, -0.980246, -0.832865, -0.716501, -0.642081, -0.614965, -0.574831, -0.603589, -1.07904, -0.827876, -0.705763, 1.10403, -0.788638, 0.217701, -0.15742, -1.21795, 0.62556, -0.745736, -0.309414, -0.00802783, -1.45443, 1.59096, -0.724624, 1.31392, 0.0609933, 0.769168, 0.984551, 0.148399, -1.14977, 0.332999, 0
-0.495591, -0.312433, -0.447853, -0.770758, 0.287358, 0.359977, 0.618972, 0.85319, 0.181432, -0.428355, -0.862098, -0.598246, -0.364423, -0.509845, -0.368171, -0.526521, -0.468026, -0.880041, -1.17728, -1.27179, -0.872311, -0.938626, -0.533559, -0.236926, -0.483548, -0.590178, -1.10863, -1.15459, -1.13001, -1.10729, -1.04681, -0.946111, -0.903125, -0.914901, -0.97545, -1.19229, -1.35356, -1.39907, -1.39546, -1.41929, -1.43397, -1.42459, -1.38412, -1.32715, -1.28921, -1.25588, -1.22738, -1.17333, -1.16959, -1.11774, -1.49082, -1.27039, -1.78727, -0.875989, -0.533526, -0.683143, -0.0755342, -1.69651, -0.719172, -0.776055, -0.155924, -0.00721375, -1.70566, -0.475495, 1.2591, 0.213899, 0.0568207, -1.00305, -0.657039, 0.179469, 0.00352447, 0.120395, 0
0.499031, 0.459668, 0.736294, 0.849469, 0.938819, 1.51922, 1.36197, 0.931818, 1.34241, 1.35012, 1.59454, 1.56101, 1.33555, 1.16035, 1.00349, 0.626603, 0.485523, 0.330655, 0.0888102, -0.533946, -0.796369, -0.166711, -0.302272, -0.0842144, 0.86646, 0.826138, -1.03679, -1.03452, -1.01025, -0.963406, -0.962976, -0.993886, -1.05506, -1.1493, -1.28083, -1.34299, -1.34299, -1.28448, -1.2086, -1.12922, -1.06101, -1.02666, -1.00182, -1.00193, -1.0666, -1.12964, -1.22738, -1.22085, -1.26475, -1.321, -1.12127, -1.18888, -2.11722, 0.888027, 0.639551, -1.25671, -0.0823581, -3.01884, 1.09803, 0.573143, -0.786569, -0.0430334, -2.93896, 0.120597, 0.640565, 0.0677036, -0.00994124, 0.411768, 0.760531, 0.187236, 0.436011, -0.282034, 0
-0.266063, -0.158013, 0.183692, -0.122667, 0.0430604, 0.194371, 0.701528, -0.168976, -0.399059, -0.223146, 0.04298, -0.659939, -1.09298, -1.10634, -0.904907, -1.55826, -1.23087, -1.21635, -0.403557, -0.238809, -0.340719, -0.707051, -0.68775, -0.0842144, -0.60094, -0.590178, -0.593739, -0.686317, -0.746789, -0.831517, -0.891115, -0.898335, -0.903125, -0.926063, -0.910013, -0.740218, -0.581904, -0.544819, -0.481896, -0.455837, -0.470503, -0.387883, -0.322181, -0.34065, -0.465564, -0.544358, -0.595257, -0.650605, -0.669993, -0.651417, -0.44553, -0.664844, -1.5673, -0.371984, 0.13805, -0.313696, 0.0541183, -2.59066, 0.153087, 1.63128, 0.07598, 0.0416312, -2.45934, -0.157579, 1.79572, 0.016606, 0.0526481, -0.00725356, 0.334525, 0.197593, 0.00352447, -0.282034, 0
-0.189554, -0.930113, -0.13208, -0.122667, -0.119805, 0.277174, 0.371305, 0.302793, 0.979607, 0.597691, 0.754113, 1.37593, 1.69983, 1.51824, 0.586026, -1.19412, -0.976586, -1.21635, -0.684909, -0.460162, 0.190872, 1.37712, 2.16479, 1.9774, 1.04255, 0.383539, -0.65361, -0.698324, -0.674935, -0.687637, -0.711462, -0.695289, -0.704437, -0.758636, -0.680981, -0.589526, -0.497339, -0.430224, -0.481896, -0.549075, -0.71914, -0.848643, -0.874387, -0.850159, -0.754953, -0.693549, -0.642081, -0.698125, -0.646202, -0.627503, -0.656699, -0.711425, -1.54897, 0.0600194, -0.391798, -0.791109, 0.117239, -0.525302, -0.682828, 1.30232, -0.289394, 0.110828, -1.18037, 0.597471, 0.765532, -0.0146203, 0.140273, -0.611137, -0.278775, 0.20795, 0.580173, -0.168139, 0
