@relation ionosphere
@attribute f1 real [-2.8659, 0.347937]
@attribute f2 real [-3.2978, 0.720619]
@attribute f3 real [-2.36586, 2.16482]
@attribute f4 real [-3.0798, 0.767382]
@attribute f5 real [-2.42158, 1.9186]
@attribute f6 real [-3.14642, 0.913227]
@attribute f7 real [-2.14952, 1.6911]
@attribute f8 real [-2.98156, 0.9627]
@attribute f9 real [-2.44155, 1.69196]
@attribute f10 real [-2.61968, 0.929584]
@attribute f11 real [-2.33428, 1.70762]
@attribute f12 real [-2.25142, 0.963054]
@attribute f13 real [-2.20948, 1.83196]
@attribute f14 real [-2.05898, 1.00462]
@attribute f15 real [-2.33683, 2.02646]
@attribute f16 real [-2.23609, 1.00005]
@attribute f17 real [-2.00576, 2.02032]
@attribute f18 real [-2.17062, 1.0229]
@attribute f19 real [-1.88022, 1.97278]
@attribute f20 real [-2.19192, 1.08769]
@attribute f21 real [-1.94589, 1.91387]
@attribute f22 real [-2.25662, 1.05591]
@attribute f23 real [-1.78706, 2.00473]
@attribute f24 real [-2.41358, 1.04394]
@attribute f25 real [-1.82659, 2.10658]
@attribute f26 real [-2.98649, 0.887941]
@attribute f27 real [-1.69167, 1.94452]
@attribute f28 real [-2.39361, 1.0793]
@attribute f29 real [-1.91367, 2.02354]
@attribute f30 real [-2.36667, 1.13299]
@attribute f31 real [-1.93975, 1.95452]
@attribute f32 real [-2.58171, 1.24485]
@attribute f33 real [-2.16613, 2.1043]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33
@outputs clase
@data
1.0,0.9817751707823401,0.4640104796630969,1.0,0.4283349999308784,1.0,0.39343543490373944,1.0,0.3191307145742964,0.962850044403572,0.282154432321433,0.9725500968432159,0.29665911160378483,0.9519584802193498,0.2680958634424941,0.9915247795212816,0.3237153757501093,0.9226859390265287,0.16990137555151832,0.8767301599885353,0.19705370282090076,0.8481849220988187,0.17887593985953867,0.925528991878572,0.17279954845582568,0.7878848790957949,0.15143873119941476,0.6271754810807075,0.1804069379078078,0.7255701982478298,0.13610509800296333,0.6944748546997827,0.13289996557723696,1
1.0,1.0,0.22895017966397982,1.0,0.0,1.0,0.0,1.0,0.6810845988034383,1.0,0.29440609614290314,1.0,1.0,1.0,0.0,1.0,0.3532304375471923,1.0,0.03200622891253571,1.0,1.0,1.0,1.0,1.0,0.29555956137161626,1.0,0.18627464461428034,1.0,0.0,1.0,0.0,1.0,0.0,0
1.0,1.0,0.06649553709376962,1.0,0.6114002184241206,0.927460195430785,0.3005204888793997,1.0,0.43954992246299157,1.0,0.6757351740518074,1.0,0.538859267983689,1.0,0.42616511852294936,1.0,0.0,1.0,0.0,0.8091550519726431,0.5790150164777085,1.0,0.8117432663728741,1.0,0.4149398576720559,1.0,0.6796207018885152,1.0,0.16752979902011828,1.0,0.9421406322622725,1.0,0.4058694323522456,0
1.0,1.0,0.4969406358427433,1.0,0.45083014990161696,1.0,0.4617553936603986,1.0,0.4469748470428281,1.0,0.4446354437269601,1.0,0.3025540401441071,1.0,0.4219201565790951,0.9606197506906377,0.34058041568970315,0.93236585335304,0.3273309109784584,0.9584651833602166,0.2796394076315626,0.9803002538844932,0.2656705671991329,0.9093688539762604,0.2981396685116585,0.9134048328644903,0.2888449173448032,0.878920559415591,0.3088458578536577,0.902240503363184,0.2971252635282094,0.8717696834754975,0.2748044107970392,1
1.0,1.0,0.789100090935577,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.18601933798992684,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
0.0,0.0,0.0,0.49999974006948467,0.5,0.0,1.0,1.0,0.31249954639035593,0.4999994365028918,0.5000002474083971,0.500000311092888,0.4999992576903283,0.4999993471732602,0.5,1.0,0.0,0.0,0.0,1.0,0.0,0.4999996981159415,0.5000000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5000005058714471,0.0,1.0,0
1.0,1.0,0.541900575631031,1.0,0.5869351040740246,1.0,0.43346048294285816,0.9908598824621094,0.8225994372821163,1.0,0.7395200277097406,1.0,0.7955654420206659,1.0,0.8537892278532941,1.0,0.9138839764733934,1.0,0.9754970153127434,1.0,1.0,0.9902098999858115,1.0,0.9581188250537958,1.0,0.919495017461919,1.0,0.8741107601406313,1.0,0.8217904024962426,1.0,0.7623946834754975,1.0,1
1.0,0.9729901237277646,0.48657552508674196,0.0,0.6306551801998995,0.31803504097770074,0.6781951872353942,0.8462897983398661,0.1828639582340432,1.0,0.4832353596081051,0.3549009884665422,0.497249247792866,0.22574095834965402,0.5772598199982124,0.9596049614664385,0.2686506477764972,1.0,0.247880872047755,0.3513253100216185,0.3427295997678612,0.13067957120388343,0.6868046489916373,0.9193589624933478,0.26632944927374097,0.7610398791461249,0.20934989645755586,1.0,0.193035169574394,0.45182989204665597,0.6023855562146436,0.4694150882254558,0.7095641422526539,0
1.0,0.5083342478721109,0.3218755242038723,0.49999974006948467,0.5,0.4999991378560747,0.500000260374627,0.5,0.4999997580748565,0.4999994365028918,0.5000002474083971,0.500000311092888,0.4999992576903283,0.5614590677634156,0.22499994270378545,0.6140649044849729,0.9140652942812859,1.0,0.28854087723851546,0.5,0.4999999740916534,0.5416648302053113,0.0,0.4468752169184849,0.41666492930638643,1.0,0.11666332067356215,0.0,0.5942708161362995,0.5,0.5000005058714471,1.0,0.36353926887924637,0
1.0,1.0,0.8389204269557771,0.9065448424327209,0.9101051108479372,0.7150951794577213,1.0,0.6030946235795815,0.9027049650297206,0.28063846476339877,1.0,0.10432499998444536,0.8854591432756642,0.0,0.7013395854962654,0.30477049818611057,0.20683145888804988,0.010464941506550767,0.2858909940306255,0.13458612456968974,0.11830528323004537,0.31164397001687527,0.01254552599168206,0.706829461579398,0.0,0.708889898929675,0.0335186005131745,0.6288654183379355,0.0,0.9678511626843751,0.3238902284638713,0.9940782321458439,0.5172292485768413,1
1.0,1.0,0.5176455852101671,1.0,0.5914051951762369,1.0,0.634840208091402,1.0,0.6253394814576474,1.0,0.6438902496350727,1.0,0.6932145472900749,1.0,0.6583697164295749,1.0,0.8285056432062949,1.0,0.7692317674539321,1.0,0.8063351089186893,1.0,0.7972857146624682,0.9479638584881649,0.8416315592766139,0.9475099698510568,0.8568721656459096,0.9280557227224432,0.8357466327678736,0.8719455604258699,0.9280558358819496,0.857464668004683,0.879183126757727,1
1.0,0.8409900759477795,0.4134306550010153,0.9116600150447782,0.6095401573206641,0.7332152278264589,0.6643101895006535,0.6289747633269611,0.7915193140938331,1.0,0.42403053019619485,0.5053004006254211,0.7226144641513917,0.5052993210601906,0.6943446344386919,0.5934047970730562,0.7058399236974923,0.552835116110123,0.6817658967038672,0.5216248273422756,0.653725361162352,0.49958460753562983,0.6246799005219171,0.4856900321617807,0.5970253002031439,0.47842896156880843,0.572405457360589,0.47610534105404395,0.551745779371687,0.47707491584896816,0.5353206120787721,0.47993524209734073,0.5229292600510956,0
1.0,0.8742600012592017,0.4859455975703426,0.8284001120820382,0.47411005995143063,0.9031051221941218,0.5140552827408075,0.9297348552073139,0.5125747851099913,0.8173097295664679,0.5436403671540612,0.8579901408441941,0.5391992705570292,0.8653838621229926,0.5258899133452052,0.8927500046351518,0.3609453860827405,0.8298805080287583,0.49260591746690896,0.8934900796131248,0.5347651149294257,0.6730748400769201,0.406805229192545,0.8269242115736134,0.5140550751683757,0.8050449214349152,0.46681527092918684,0.7677506759461086,0.3942306861965706,0.795120383122932,0.42973548315858945,0.7818048064057534,0.5147942478860443,1
1.0,0.7882351243113275,0.49215548217927546,0.701960032044234,0.5,0.6921552538927646,0.5647052819596835,0.6999997464670179,0.47058988607744995,0.7823548769547713,0.5705902422128207,0.7333352206301871,0.5411742844134764,0.762743830787309,0.47255007116189846,0.7901947999777513,0.5078451744625044,0.750980422856284,0.5000009343368804,0.7294102042620921,0.5333349741952869,0.7901951076669494,0.5411750123292693,0.7490192392234896,0.5019599966439284,0.7430048438080327,0.5501953968301986,0.7313757051003338,0.5411758580314486,0.7254901904756463,0.6176456691498021,0.7156848448737247,0.5862742159454669,1
