@relation statlog-landsat
@attribute f1 real [-2.15932, 2.52945]
@attribute f2 real [-2.50187, 2.3386]
@attribute f3 real [-2.59852, 2.43982]
@attribute f4 real [-2.65068, 3.82149]
@attribute f5 real [-2.15525, 2.41958]
@attribute f6 real [-2.47676, 2.3453]
@attribute f7 real [-2.95741, 2.75599]
@attribute f8 real [-2.85774, 3.98196]
@attribute f9 real [-2.14578, 2.59571]
@attribute f10 real [-2.46045, 2.05446]
@attribute f11 real [-2.9367, 2.75995]
@attribute f12 real [-2.83466, 3.95822]
@attribute f13 real [-2.15084, 2.38885]
@attribute f14 real [-2.48972, 2.07442]
@attribute f15 real [-2.78112, 2.73164]
@attribute f16 real [-2.64086, 3.63501]
@attribute f17 real [-2.1478, 2.57155]
@attribute f18 real [-2.47325, 2.04079]
@attribute f19 real [-2.58524, 2.37695]
@attribute f20 real [-2.58002, 3.9473]
@attribute f21 real [-2.22196, 2.60516]
@attribute f22 real [-2.45972, 2.05272]
@attribute f23 real [-2.93088, 2.45195]
@attribute f24 real [-2.82605, 3.77939]
@attribute f25 real [-2.14352, 2.54588]
@attribute f26 real [-2.48894, 2.07868]
@attribute f27 real [-2.77368, 2.43542]
@attribute f28 real [-2.57748, 3.777]
@attribute f29 real [-2.2191, 2.58364]
@attribute f30 real [-2.47388, 1.9536]
@attribute f31 real [-2.93788, 2.73673]
@attribute f32 real [-2.83203, 3.92622]
@attribute f33 real [-2.14299, 2.6197]
@attribute f34 real [-2.4669, 2.05805]
@attribute f35 real [-2.94474, 2.75729]
@attribute f36 real [-2.83583, 3.93827]
@attribute clase {0, 1, 2, 3, 4, 5}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29, f30, f31, f32, f33, f34, f35, f36
@outputs clase
@data
1.06421, 0.798446, 0.160574, 0.0237715, 0.796257, 0.811008, 0.169927, -0.185981, 1.11399, 0.476432, 0.181463, -0.18119, 1.07087, 0.845609, 0.274868, -0.0879627, 1.09675, 0.682198, 0.284463, -0.245044, 1.11989, 0.69461, 0.298817, -0.078187, 1.08044, 1.02461, 0.818806, 0.229081, 1.10588, 0.682346, 0.287687, -0.192088, 1.13136, 0.696169, 0.296412, -0.189698, 2
0.771159, 0.446412, -0.079347, -0.350651, 0.796257, 0.811008, 0.169927, -0.185981, 0.521307, 0.827105, 0.181463, -0.18119, 0.485106, 0.670065, 0.274868, -0.0879627, 0.506834, 0.682198, 0.523605, 0.126429, 0.525788, 0.86985, 1.13615, 0.291718, 1.08044, 0.848937, 0.279933, -0.194551, 0.736434, 1.03304, 0.586351, 0.230303, 0.759272, 1.04762, 0.596519, 0.233683, 2
0.185063, 0.226391, -0.319268, -0.350651, 0.205956, 0.241128, -0.0706369, -0.346286, 0.521307, 0.476432, -0.0583963, -0.340398, 0.485106, 0.143433, -0.504109, -0.832558, 0.138135, 0.15629, -0.73189, -0.669585, 0.154471, -0.00635172, -0.71794, -0.817997, 0.420995, 0.146226, -0.378689, -0.829998, 0.145328, 0.156309, -0.608304, -0.825673, 0.163936, -0.182462, -1.08408, -1.08938, 3
-0.107985, 0.0503742, -0.799109, -0.778563, -0.0891939, 0.241128, -0.792329, -0.560027, -0.0713797, 0.0819257, -0.538114, -0.340398, 0.119002, -0.0321105, -0.743794, -0.832558, -0.083084, -0.0190125, -0.73189, -0.828788, -0.0683189, -0.00635172, -0.71794, -0.817997, 0.127908, -0.205129, -0.857687, -1.09477, 0.145328, -0.369728, -1.08617, -0.825673, 0.163936, -0.358188, -1.08408, -1.08938, 3
-0.107985, 0.226391, -0.799109, -0.564607, -0.0891939, 0.0657801, -0.551765, -0.346286, -0.0713797, 0.476432, -0.298255, -0.18119, -0.10066, -0.0321105, -0.743794, -0.832558, -0.083084, -0.0190125, -0.73189, -0.828788, 0.154471, -0.00635172, -0.71794, -0.659466, 0.127908, -0.380807, -1.09719, -0.829998, 0.145328, -0.369728, -1.08617, -1.08967, -0.133733, -0.358188, -0.843994, -0.613079, 3
-0.107985, 0.446412, -0.319268, -0.190184, 0.501106, 0.460313, 0.711197, -0.185981, 0.81765, 0.651768, 0.421322, 0.0310878, 0.119002, -0.0321105, -0.743794, -0.673002, 0.506834, 0.331593, -0.492748, -0.457315, 0.525788, 0.519369, 0.298817, -0.078187, -0.16518, -0.380807, -0.857687, -0.618182, -0.150226, -0.369728, -0.190175, -0.192088, 0.461604, -0.00673584, -0.183759, 0.0219924, 3
1.6503, 0.974463, 0.400495, 0.237727, 1.38656, 0.986356, 0.410491, 0.2415, 1.11399, 1.00244, 0.721145, 0.0310878, 1.36376, 1.02115, 1.11377, 0.284335, 1.39171, 0.8575, 0.523605, 0.126429, 1.41695, 0.86985, 0.8371, 0.503092, 1.37353, 0.848937, 0.579307, 0.229081, 1.77087, 0.857691, 0.586351, 0.230303, 1.42903, 1.04762, 0.596519, 0.233683, 2
1.35726, 0.798446, 0.160574, 0.0237715, 1.38656, 0.63566, 0.410491, 0.0277598, 1.11399, 0.827105, 0.421322, 0.0310878, 1.07087, 0.670065, 0.274868, 0.124779, 1.09675, 0.8575, 0.523605, -0.0858415, 1.41695, 0.69461, 0.298817, 0.133187, 1.37353, 1.02461, 0.579307, 0.0172653, 1.10588, 0.682346, 0.287687, 0.230303, 0.759272, 0.696169, 0.0563267, -0.189698, 2
-0.694081, -0.961724, -1.27895, -0.350651, -0.384344, -0.460263, -0.551765, -0.346286, 0.81765, 0.476432, 0.421322, 0.0310878, -0.979309, -0.997602, -0.743794, -0.247519, 0.138135, -0.194315, 0.045321, -0.0858415, 0.822841, 0.519369, 0.05958, 0.133187, 0.420995, -0.0294513, -0.199065, -0.194551, 1.10588, 0.682346, 0.287687, 0.0191076, 1.13136, 0.696169, 0.296412, 0.0219924, 4
0.185063, -0.125643, -1.03903, -0.778563, -0.0891939, -0.460263, -1.27346, -0.934073, -0.367723, -0.619419, -1.25769, -0.924161, 0.119002, -0.207654, -1.22316, -0.832558, 0.138135, -0.194315, -0.971032, -0.828788, 0.154471, -0.181592, -1.19641, -1.02937, 0.127908, -0.205129, -1.33669, -0.829998, 0.145328, -0.369728, -1.08617, -0.825673, -0.133733, -0.489983, -1.08408, -0.824769, 5
-0.401033, -0.785707, -0.799109, -0.778563, -0.900857, -1.24933, -1.27346, -0.560027, -1.18267, -1.4961, -1.67744, -0.924161, -0.686426, -0.6904, -1.22316, -0.832558, -1.18918, -1.28996, -1.44932, -0.669585, -1.18227, -1.27684, -1.67489, -1.02937, -0.751354, -0.995678, -1.33669, -0.618182, -1.03689, -1.29029, -0.847235, -0.825673, -1.02674, -1.41255, -1.50423, -0.824769, 4
1.06421, 0.842451, 0.280534, -0.0832064, 1.09141, 0.679497, 0.290209, -0.239416, 1.11399, 0.695602, 0.301392, -0.075051, 1.07087, 1.02115, 0.814159, 0.231149, 1.09675, 0.682198, 0.284463, -0.191977, 1.11989, 0.69461, 0.298817, -0.183874, 1.88643, 1.94692, 1.65705, 1.07634, 1.91865, 1.73442, 1.66154, 0.916687, 0.982523, 0.740101, 0.536498, 0.127838, 2
0.771159, 1.01847, 1.12026, 0.291216, 0.796257, 1.24938, 1.13218, 0.294936, 0.81765, 1.04627, 0.841075, 0.137226, 0.704768, 1.02115, 0.814159, 0.231149, 0.728053, 0.8575, 0.284463, 0.0202937, 0.748578, 0.86985, 0.298817, -0.183874, 0.933898, 0.892856, 0.279933, 0.123173, 0.958099, 0.901528, 0.526618, 0.124705, 0.982523, 0.740101, 0.536498, 0.127838, 2
0.771159, 0.490417, 0.280534, -0.457629, 0.501106, 0.328802, 0.290209, -0.453157, 0.521307, 0.520266, 0.0615332, -0.234259, 0.411885, 0.318977, -0.204502, -0.407075, 0.433094, 0.331593, -0.193821, -0.616517, 0.748578, 0.168889, -0.359085, -0.606623, 0.347723, 0.146226, -0.438564, -0.671136, 0.366993, 0.156309, -0.668037, -0.667277, 0.684855, 0.16899, -0.904015, -0.666002, 3
0.478111, 0.3144, 0.280534, -0.457629, 0.501106, 0.50415, 0.0496452, -0.239416, 0.521307, 0.34493, 0.0615332, -0.446537, 0.411885, 0.318977, -0.204502, -0.619816, 0.728053, 0.15629, -0.373177, -0.616517, 0.748578, 0.168889, -0.359085, -0.817997, 0.347723, 0.146226, -0.678063, -0.671136, 0.662546, 0.156309, -0.906968, -0.667277, 0.387187, 0.16899, -0.66393, -0.877692, 3
1.06421, 0.842451, 0.280534, 0.130749, 1.09141, 0.854845, 0.530773, 0.13463, 1.41034, 1.04627, 1.1409, 0.296435, 0.704768, 0.670065, 0.274868, 0.018408, 1.09675, 0.682198, 0.822532, 0.232564, 1.11989, 0.69461, 0.597863, 0.238874, -1.48407, -1.91799, 1.05831, 1.65884, -0.445779, -0.720419, 0.287687, 0.124705, 0.982523, 0.564374, 0.296412, -0.242621, 2
1.35726, 1.23849, 0.820356, 0.291216, 1.38656, 0.854845, 0.831479, 0.294936, 1.41034, 0.870939, 0.541251, 0.137226, 1.36376, 1.02115, 0.274868, 0.231149, 1.39171, 1.0328, 0.58339, 0.0202937, 1.11989, 0.69461, 0.597863, 0.0275001, 1.22698, 0.892856, 0.519432, 0.123173, 1.25365, 0.901528, 0.526618, 0.124705, 1.28019, 0.915827, 0.536498, 0.127838, 2
1.35726, 0.666434, 0.280534, 0.130749, 1.38656, 0.854845, 0.831479, 0.294936, 1.41034, 1.26545, 1.1409, 0.508712, 1.36376, 0.845609, 0.574474, 0.231149, 1.09675, 0.8575, 0.822532, 0.232564, 1.41695, 1.22033, 0.8371, 0.503092, 1.52007, 0.892856, 0.758931, 0.334989, 1.54921, 0.901528, 0.765549, 0.124705, 1.57786, 1.13548, 0.776583, 0.127838, 2
1.6503, 1.23849, 0.820356, 0.291216, 1.38656, 0.854845, 0.831479, 0.13463, 2.07711, 1.04627, 0.841075, 0.296435, 1.36376, 1.1967, 1.11377, 0.497076, 1.76041, 1.0328, 0.822532, 0.232564, 1.78826, 1.04509, 0.8371, 0.238874, 1.52007, 0.892856, 1.05831, 0.493851, 1.54921, 1.12071, 0.765549, 0.3359, 1.57786, 1.13548, 0.776583, 0.339528, 2
1.6503, 1.23849, 1.12026, 0.505172, 1.68171, 1.24938, 1.13218, 0.508676, 1.70668, 1.04627, 0.841075, 0.508712, 1.72986, 1.02115, 0.574474, 0.231149, 1.39171, 1.0328, 0.58339, 0.497902, 1.41695, 1.04509, 0.597863, 0.238874, 1.52007, 0.892856, 0.758931, 0.123173, 1.54921, 0.901528, 0.765549, 0.3359, 1.28019, 0.915827, 0.536498, 0.339528, 2
