@relation teaching
@attribute f1 real [-2.04427, 0.485933]
@attribute f2 real [-1.85215, 1.66393]
@attribute f3 real [-1.01168, 2.54759]
@attribute f4 real [-2.35125, 0.42249]
@attribute f5 real [-1.92865, 2.95743]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5
@outputs clase
@data
0.0,0.9166657186412142,0.07999983142610702,0.0,0.2539684163992403,2
0.0,0.9166657186412142,0.07999983142610702,1.0,0.7301599646342262,2
1.0,0.24999943118472845,0.3999997190435117,1.0,0.8253978649551379,2
1.0,0.3333328593206071,0.15999966285221406,1.0,0.2539684163992403,2
1.0,0.37499943118472845,0.07999983142610702,1.0,0.38095272693038185,2
0.0,0.8750000000000001,0.07999983142610702,0.0,0.8730168151155937,2
1.0,0.5833328593206071,0.07999983142610702,0.0,0.2698414680070732,2
1.0,0.4999995733885464,0.0,1.0,0.4285717794223591,2
1.0,0.20833143728242817,0.6399992133218328,1.0,0.571429039229812,2
1.0,0.20833143728242817,0.6399992133218328,1.0,0.6190483987163535,1
1.0,0.20833143728242817,0.6399992133218328,1.0,0.6349220643133145,1
1.0,0.24999943118472845,0.3999997190435117,1.0,0.1111115659178728,1
1.0,0.8750000000000001,0.07999983142610702,1.0,0.6825410144737705,1
1.0,0.4999995733885464,0.07999983142610702,0.0,0.1111115659178728,1
1.0,0.24999943118472845,0.9600002247651908,1.0,0.6190483987163535,1
1.0,1.0,0.23999977523480936,1.0,0.38095272693038185,1
1.0,0.041665718641214045,0.3199996066609164,1.0,0.44444483103019194,1
1.0,0.5833328593206071,0.4799995504696188,1.0,0.5396831406771891,1
1.0,0.24999943118472845,0.3999997190435117,1.0,0.1587305160783286,1
1.0,0.2916660030488499,0.07999983142610702,1.0,0.3333336744384046,1
1.0,0.8750000000000001,0.07999983142610702,1.0,0.39682575807191045,0
1.0,0.41666628745648565,0.0,1.0,0.7619052491977208,0
1.0,0.7083331437282429,0.15999966285221406,1.0,0.2539684163992403,0
1.0,0.4999995733885464,0.0,1.0,0.44444483103019194,0
0.0,0.4999995733885464,0.07999983142610702,0.0,0.1587305160783286,0
1.0,0.16666571864121407,0.039999775234809354,1.0,0.5396831406771891,0
