@relation steel-plates
@attribute f1 real [-1.09688, 2.17762]
@attribute f2 real [-1.23378, 2.20051]
@attribute f3 real [-0.926402, 6.38855]
@attribute f4 real [-0.926419, 6.38849]
@attribute f5 real [-0.366043, 29.1694]
@attribute f6 real [-0.364714, 34.3188]
@attribute f7 real [-0.192191, 42.3675]
@attribute f8 real [-0.402234, 22.2238]
@attribute f9 real [-2.63111, 3.68614]
@attribute f10 real [-4.98602, 6.57035]
@attribute f11 real [-1.60578, 2.31598]
@attribute f12 real [-0.816812, 1.22364]
@attribute f13 real [-1.22364, 0.816812]
@attribute f14 real [-0.703223, 4.01667]
@attribute f15 real [-1.10678, 2.21374]
@attribute f16 real [-3.01762, 3.85903]
@attribute f17 real [-2.07508, 1.58354]
@attribute f18 real [-0.540374, 14.2897]
@attribute f19 real [-2.45041, 1.60094]
@attribute f20 real [-3.26572, 0.796196]
@attribute f21 real [-1.1936, 0.879577]
@attribute f22 real [-2.77767, 3.41134]
@attribute f23 real [-2.14838, 3.60958]
@attribute f24 real [-3.08856, 6.28471]
@attribute f25 real [-2.14485, 1.81368]
@attribute f26 real [-5.83191, 5.19877]
@attribute f27 real [-1.37404, 1.22132]
@attribute clase integer [0, 6]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27
@outputs clase
@data
0.024632768361581972,0.026916771734477894,0.02035201324629334,0.020354320197284746,0.001735982087690373,0.0014358118384428977,0.002369028008215567,0.002067927591729066,0.37438442360204205,0.3287035634892271,0.8112888091061157,1.0,0.0,0.15384605117107528,0.0500400539674509,0.25585277715166543,0.17495394438340134,0.003659658070485691,0.46286472410431095,1.0,1.0,0.43531257826372877,0.2171211679136361,0.385916121054872,0.91249276878033,0.43120097763691806,0.5257662829048764,0
0.756011604825164,0.7618488828840897,0.03785287996421575,0.03787169464445832,0.015767814960486626,0.005551830763168921,0.014269206042872823,0.02128169258474552,0.18226601765008513,0.41203673817989556,0.22222242054587737,0.0,1.0,0.557691244271851,0.06983514630238641,0.4752622279743771,0.05838540214616436,0.01269440732392839,0.2728275759931875,0.9879150627437888,1.0,0.6309619793795777,0.33518398877380184,0.5658772232102565,0.9707972403897407,0.4873248974677898,1.0,0
0.11143624980913118,0.11468629614854892,0.01573257076738165,0.015733073371110975,8.516208813932461E-4,8.614755702089467E-4,0.0010467886150771163,0.0017044524904364575,0.6108369939451502,0.6249998918345466,0.8112888091061157,0.0,1.0,0.423075904474953,0.22638683097828052,0.36020765925268844,0.4958161820577157,0.005032004560462746,0.9077714835795475,1.0,1.0,0.37266267141271386,0.25206392541803,0.30549253355552547,0.7520039004377889,0.7209020658744519,0.24619744467048887,0
0.29618689876316995,0.2990047433385067,0.007695334159403914,0.007699207194511922,0.0018473398215154585,0.0038288507906090474,0.0037463641359614195,0.002658221056328299,0.47783260121097004,0.3796293299712626,0.8112888091061157,0.0,1.0,0.423075904474953,0.6015880042884849,0.5892578508430705,0.14923933067659387,0.005032004560462746,0.22696878818171723,0.9238125554541256,1.0,0.44080135595192127,0.25206392541803,0.4241202909976988,0.9254041272896758,0.5200488637146576,0.8919413877072931,0
0.026978164605283274,0.03159605042090217,0.013292226661227577,0.013295449061635625,0.003131288736722182,0.001244366415698248,0.002919962459313908,0.005324353353309731,0.502463097075468,0.5601845562231046,0.8112888091061157,0.0,1.0,0.423075904474953,0.05476280823485482,0.2747107966815237,0.2156906155872979,0.006404351050439804,0.7970775173707529,1.0,1.0,0.4874763492060928,0.28062404045877365,0.4067910131682967,0.8921165180003688,0.6139550780187623,0.8970489643055298,0
0.05278546342953124,0.05851282215538006,0.057341456239220705,0.05734603123565857,0.003602959332622842,0.003445959945119747,0.004132017781802034,0.0051332018682549475,0.38916268946139543,0.4490738008561511,0.8112888091061157,0.0,1.0,0.423075904474953,0.10721453266355875,0.4872339002275818,0.1850369811568296,0.007776764970963735,0.35917163414664244,0.9584910175395059,1.0,0.49990806284042205,0.3047487304531466,0.43752820520480046,0.907447966795755,0.5146863112700214,0.9906910794648913,0
0.04809344938158501,0.0497366267845756,0.06455544752720181,0.06455637383869027,8.843612062971269E-4,5.743362682339509E-4,0.001322260539908525,0.0012644725982467794,0.453202105346472,0.41203673817989556,0.8112888091061157,0.0,1.0,0.423075904474953,0.09766873863129874,0.23000298110271716,0.27397488670591635,0.00297341739495029,0.8731731398175917,1.0,1.0,0.375960129326015,0.19620664263037604,0.3282459483189965,0.8629642821956636,0.5173675602954668,0.20522124098390973,0
0.9390013742556116,0.9414871778446201,0.0011275535369199856,0.001128653821940921,0.0013560318021977867,0.001244366415698248,0.0014324352119943725,0.0021185772106591906,0.4729064070600341,0.4814812090647841,0.8112888091061157,0.0,1.0,0.6153832300859361,0.08812294459903874,0.3759931071088394,0.43975078034887466,0.006404351050439804,0.7970775173707529,1.0,1.0,0.41352138710391484,0.28062404045877365,0.33611219990462243,0.7800466334725265,0.5644120761367385,0.4735528019234326,0
0.025219117422507282,0.028084407548576315,0.006129910353478736,0.0061311767514811225,9.89184418192069E-4,0.0010529209929535965,0.0015426333804914136,0.0015099862397448885,0.49753690292453207,0.4490738008561511,0.8112888091061157,0.0,1.0,0.6153832300859361,0.051245889198077425,0.4383939069168854,0.3045284834172447,0.00434583131547422,0.6878040653115628,1.0,1.0,0.3857907807549188,0.23554818025828592,0.3433913671536188,0.8476808310155539,0.551736882948286,0.3549376579742309,0
0.7994136509390746,0.8004682190496435,0.1634835061118651,0.16348419371997655,0.001107076673947298,6.700589796062758E-4,0.001212062371411484,0.001414432595655076,0.3793104594562508,0.3425920076979189,0.25749561421402634,0.0,1.0,0.0,0.001505788250033162,0.18423505631375744,0.38620627449694145,0.005832540012949365,1.0,1.0,1.0,0.3956828313413616,0.23554818025828592,0.3197457024069508,0.8068272818445231,0.4627666653370417,0.25811563713704455,0
