@relation steel-plates
@attribute f1 real [-1.09688, 2.17762]
@attribute f2 real [-1.23378, 2.20051]
@attribute f3 real [-0.926402, 6.38855]
@attribute f4 real [-0.926419, 6.38849]
@attribute f5 real [-0.366043, 29.1694]
@attribute f6 real [-0.364714, 34.3188]
@attribute f7 real [-0.192191, 42.3675]
@attribute f8 real [-0.402234, 22.2238]
@attribute f9 real [-2.63111, 3.68614]
@attribute f10 real [-4.98602, 6.57035]
@attribute f11 real [-1.60578, 2.31598]
@attribute f12 real [-0.816812, 1.22364]
@attribute f13 real [-1.22364, 0.816812]
@attribute f14 real [-0.703223, 4.01667]
@attribute f15 real [-1.10678, 2.21374]
@attribute f16 real [-3.01762, 3.85903]
@attribute f17 real [-2.07508, 1.58354]
@attribute f18 real [-0.540374, 14.2897]
@attribute f19 real [-2.45041, 1.60094]
@attribute f20 real [-3.26572, 0.796196]
@attribute f21 real [-1.1936, 0.879577]
@attribute f22 real [-2.77767, 3.41134]
@attribute f23 real [-2.14838, 3.60958]
@attribute f24 real [-3.08856, 6.28471]
@attribute f25 real [-2.14485, 1.81368]
@attribute f26 real [-5.83191, 5.19877]
@attribute f27 real [-1.37404, 1.22132]
@attribute clase integer [0, 6]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27
@outputs clase
@data
0.024632768361581972,0.026916771734477894,0.02035201324629334,0.020354320197284746,0.001735982087690373,0.0014358118384428977,0.002369028008215567,0.002067927591729066,0.37438442360204205,0.3287035634892271,0.8112888091061157,1.0,0.0,0.15384605117107528,0.0500400539674509,0.25585277715166543,0.17495394438340134,0.003659658070485691,0.46286472410431095,1.0,1.0,0.43531257826372877,0.2171211679136361,0.385916121054872,0.91249276878033,0.43120097763691806,0.5257662829048764,0
0.37829836616277296,0.37858366649292874,0.19500620099762786,0.19500734732311775,6.943860635508327E-4,7.657816909786007E-4,0.001597708968328741,9.616798065449726E-4,0.41379321698523885,0.39814786130939034,0.8112888091061157,1.0,0.0,0.15384605117107528,0.7683886861094045,0.4018433394167218,0.2002640339800252,0.002401606357459847,0.594155429671591,0.9650064156915111,1.0,0.35480375698213446,0.17208177896338286,0.3433913671536188,0.8998315031084771,0.5017064224508371,0.2036322514025029,0
0.48621621621621625,0.48624926840773497,0.11919007807570028,0.11919038227269813,4.519993148570695E-4,5.743362682339509E-4,9.916895308285953E-4,6.66179499244101E-4,0.48768467291938744,0.40740708371227297,0.6984134674227898,1.0,0.0,0.23076900260238947,0.975684531338465,0.36296205274370513,0.32772083463163704,0.002515968564957937,0.7463470201290928,0.9447246077959268,1.0,0.31750877765587715,0.17208177896338286,0.2947615933393576,0.8360805652603366,0.5338818912342665,0.10896754207508785,0
0.500292258360055,0.5008776195370805,0.027937708955574823,0.027940197205460794,0.001139850856477759,0.0010529209929535965,0.0024241200435407297,0.0016172520557513508,0.48768467291938744,0.41203673817989556,0.22222242054587737,0.0,1.0,0.9615372636625447,0.7322166407671088,0.46752837500817984,0.1485341467547873,0.0042314691079761305,0.5317568218001407,1.0,1.0,0.39824285305727414,0.19620664263037604,0.38819387470967975,0.9257072701230002,0.5131628331163627,0.4565266475556377,0
0.756011604825164,0.7618488828840897,0.03785287996421575,0.03787169464445832,0.015767814960486626,0.005551830763168921,0.014269206042872823,0.02128169258474552,0.18226601765008513,0.41203673817989556,0.22222242054587737,0.0,1.0,0.557691244271851,0.06983514630238641,0.4752622279743771,0.05838540214616436,0.01269440732392839,0.2728275759931875,0.9879150627437888,1.0,0.6309619793795777,0.33518398877380184,0.5658772232102565,0.9707972403897407,0.4873248974677898,1.0,0
0.24222812643151628,0.2586301680987919,0.010149895720436706,0.010180987897457099,0.05928480571630498,0.021824461039328367,0.023745285180759416,0.1278334506171077,0.11330088250425426,0.7499993510072799,0.8112888091061157,0.0,1.0,0.423075904474953,0.49196180116367316,0.35914813172111426,0.0717975630155632,0.020699896709888303,0.1309859676404162,0.9587012631477362,1.0,0.748704558564294,0.4390388262509639,0.6147651780008471,0.9640876790121586,0.7787933291510586,1.0,0
0.11143624980913118,0.11468629614854892,0.01573257076738165,0.015733073371110975,8.516208813932461E-4,8.614755702089467E-4,0.0010467886150771163,0.0017044524904364575,0.6108369939451502,0.6249998918345466,0.8112888091061157,0.0,1.0,0.423075904474953,0.22638683097828052,0.36020765925268844,0.4958161820577157,0.005032004560462746,0.9077714835795475,1.0,1.0,0.37266267141271386,0.25206392541803,0.30549253355552547,0.7520039004377889,0.7209020658744519,0.24619744467048887,0
0.06216949152542373,0.0667037437141302,0.062147912932306315,0.062150602283637425,0.002882367466098273,0.0010529209929535965,0.0025894008487984555,0.004325945943509145,0.37438442360204205,0.4907404314676667,0.8112888091061157,0.0,1.0,0.423075904474953,0.12630612072807876,0.24642376738673627,0.24372304311461696,0.006404351050439804,0.9219766250755921,1.0,1.0,0.48014432033556265,0.28062404045877365,0.39476863463871203,0.8780936357688334,0.5421085554109085,0.8424519141853153,0
0.29618689876316995,0.2990047433385067,0.007695334159403914,0.007699207194511922,0.0018473398215154585,0.0038288507906090474,0.0037463641359614195,0.002658221056328299,0.47783260121097004,0.3796293299712626,0.8112888091061157,0.0,1.0,0.423075904474953,0.6015880042884849,0.5892578508430705,0.14923933067659387,0.005032004560462746,0.22696878818171723,0.9238125554541256,1.0,0.44080135595192127,0.25206392541803,0.4241202909976988,0.9254041272896758,0.5200488637146576,0.8919413877072931,0
0.026978164605283274,0.03159605042090217,0.013292226661227577,0.013295449061635625,0.003131288736722182,0.001244366415698248,0.002919962459313908,0.005324353353309731,0.502463097075468,0.5601845562231046,0.8112888091061157,0.0,1.0,0.423075904474953,0.05476280823485482,0.2747107966815237,0.2156906155872979,0.006404351050439804,0.7970775173707529,1.0,1.0,0.4874763492060928,0.28062404045877365,0.4067910131682967,0.8921165180003688,0.6139550780187623,0.8970489643055298,0
