@relation twonorm
@attribute f1 real [-3.92819, 3.29556]
@attribute f2 real [-3.59169, 3.92282]
@attribute f3 real [-4.10306, 4.0739]
@attribute f4 real [-3.58913, 3.91046]
@attribute f5 real [-3.5751, 5.13502]
@attribute f6 real [-3.67089, 3.63621]
@attribute f7 real [-3.37608, 4.00822]
@attribute f8 real [-4.1779, 3.51879]
@attribute f9 real [-3.49258, 3.87505]
@attribute f10 real [-3.8336, 3.76606]
@attribute f11 real [-3.54722, 3.71819]
@attribute f12 real [-3.5548, 3.97594]
@attribute f13 real [-3.66768, 3.49084]
@attribute f14 real [-3.50284, 3.74389]
@attribute f15 real [-3.40202, 3.27723]
@attribute f16 real [-3.41115, 3.94795]
@attribute f17 real [-3.61461, 3.39206]
@attribute f18 real [-3.67506, 3.67115]
@attribute f19 real [-3.78069, 3.96626]
@attribute f20 real [-3.47346, 3.90706]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20
@outputs clase
@data
0.708065, -0.556647, -1.75961, -0.342159, 0.34361, -1.71076, -1.32081, -1.1076, -0.510134, -0.993497, -0.325885, 0.49596, -0.225347, -1.47758, 0.610246, -1.04667, 0.85649, -2.49158, -1.05446, 0.00730066, 1
-1.12623, 0.771242, 0.740784, 0.509598, -0.332264, -0.0397205, 0.343584, -0.805444, -0.636252, -0.389491, 1.0057, 0.636871, 3.21689, 0.536864, -0.376852, 0.746978, -0.192304, 1.68041, 1.66811, -0.261386, 0
-2.08614, -0.622874, -0.43803, 0.365644, -0.391643, 0.0591131, -0.629972, 0.890178, 1.08209, -1.07736, 0.7346, -0.352381, -0.195608, -0.753126, -1.30689, 0.0905292, -1.13736, 0.883915, -1.93669, -0.417564, 1
-1.02942, 0.74211, -0.94363, -1.44151, 0.610585, -0.0269324, -1.37899, 0.403069, 1.18995, -0.819993, -0.972599, -1.25279, 0.571218, -0.121261, -0.0961802, 0.100352, -0.581934, -0.022941, -0.563162, -1.27965, 1
-1.55561, -1.56136, -1.60009, -0.664675, -0.855452, -0.982841, -0.323074, -0.669189, -1.65232, -0.441331, 0.470657, -0.541745, 1.10384, 0.744578, 1.00706, -0.0545864, -0.295675, -0.77294, -2.62428, -0.422232, 1
0.255975, -0.121285, 0.188425, 0.324225, 0.596721, -0.600021, 0.642543, 0.402887, 1.76291, 2.24912, -1.08028, 1.8745, -0.996157, 2.19349, 0.659375, 1.41279, 0.220267, 0.173627, 0.788721, -0.281801, 0
0.955658, 0.393422, 0.348675, 0.10719, 1.32523, 1.20355, 0.815026, 1.01604, -0.065205, 1.12672, 2.42612, -0.244173, -0.149008, 0.474531, 1.09195, -0.589735, -0.737859, 0.651796, -0.0405894, 1.47313, 0
0.789366, 0.0293543, 1.54719, -0.498263, 1.07968, -0.910406, 1.42314, 0.942892, -0.901547, -0.507852, 2.09945, 1.6843, -0.338282, 0.547313, 0.620754, -0.107406, 0.971651, -0.0821015, 0.999786, -0.134229, 0
1.55964, -0.495305, 0.444585, -0.465312, 1.16296, -1.09419, 1.01475, -0.871109, 1.23908, 1.48886, 1.10559, 0.18727, 0.68758, 1.26095, 0.263024, -1.18947, -0.39146, 1.05253, -0.421901, 0.144253, 0
-1.93536, 0.247306, 0.5092, 0.810207, 0.0274724, 1.21104, 0.2393, 0.0825866, 1.3967, 1.02093, 0.639609, 1.61204, -0.587313, -1.55254, 0.581949, 1.25034, -0.108766, 1.29822, 0.470976, 1.09505, 0
0.646421, 0.353342, -0.0549406, -0.785158, 0.213452, 1.86753, 0.185805, 1.24924, -1.20164, -0.166625, 0.250946, -1.04508, -0.39109, -1.03871, 0.513371, -0.455091, -0.465401, 0.803858, 2.18206, 0.974025, 0
-1.18187, 1.24967, -0.385657, 0.406235, -1.33203, -0.596915, -0.433673, 0.637275, 1.22328, -0.361415, 0.222304, 0.923604, 0.808112, -1.38717, 0.629142, 0.926473, 1.38815, 0.236587, 0.0921406, -0.664829, 0
-0.169722, -1.54444, -1.39106, 0.200336, -1.81189, 0.089165, -0.529026, -0.618298, -1.04474, 0.728144, 0.238619, -1.13383, -0.522554, -0.55259, -0.739375, -0.345096, 0.112052, 0.0534068, 0.972268, -0.248112, 1
0.8583, 0.037316, -0.798384, -0.699466, -0.00189759, -1.03436, 0.0998344, -0.00870627, -0.718352, -1.70302, -0.958006, -1.21545, -3.09874, -0.118717, -0.980412, -0.436835, -0.197513, -0.208021, -1.34, -0.169017, 1
1.68699, 0.985123, -0.573796, 1.85175, -0.239959, 0.669926, -0.0924952, 0.993965, -1.08164, 0.898987, -0.252648, 2.0256, -1.94948, -0.76621, 1.85718, -1.87687, 1.87869, 0.652158, 0.922826, 1.61933, 0
2.26569, 0.143623, 0.795459, 0.0327279, 0.448777, 1.68676, 1.39824, -0.274559, -1.04182, 0.131387, 0.661454, 0.190606, -1.05193, 0.661347, 2.00595, -0.241402, 0.905113, -0.77873, 1.45714, 0.454685, 0
-2.63393, 1.25745, 2.21966, -0.112422, -0.326062, -2.43356, -1.45495, -0.337853, -0.290227, 0.468577, -0.269325, 0.0962014, 0.492562, 0.421376, -0.30938, -0.804072, -0.257928, 0.509503, -0.432542, -0.158214, 1
0.349088, -0.708915, -1.5259, -0.68925, -0.470814, 0.600323, -1.10583, -0.220203, -0.0737894, 1.01891, -0.66243, -0.220826, -0.751759, 0.292532, 0.987886, -0.0153885, -1.4419, 0.0151424, -1.31689, -0.613563, 1
-1.05295, 0.685654, 1.42256, -1.88046, -0.215149, 1.62419, 0.657879, 0.814936, 0.915337, 0.342417, 1.09979, 0.260737, -0.799008, 0.353683, 0.606098, -0.836228, 0.494827, -0.144157, 1.1216, 1.74502, 0
0.736949, -0.125718, -0.779699, 0.210829, -0.290581, 0.400098, 0.412956, -0.217285, 1.73058, -0.0181694, -0.106446, 0.57934, -0.317437, -0.600112, 0.245327, -1.43374, -1.04459, 2.2447, 0.472719, 1.14348, 0
-1.88377, -1.32188, -0.171101, -1.0357, 0.282955, 0.916462, 0.185084, -2.6977, 0.984104, -0.972852, -0.746634, -0.584732, 0.240566, -0.0674697, -1.03507, -1.94433, -1.26413, -0.300561, 0.681858, -1.04474, 1
-1.22368, -0.949847, 0.230029, 0.184413, 0.142307, -0.0948919, 0.612142, -1.00572, -0.294884, -1.1904, 0.816266, 0.0601629, -0.599542, -0.561404, -2.2644, -1.40362, 0.974119, -0.200332, -1.56831, -1.67852, 1
-0.809421, 0.485253, -1.56502, -0.448008, -0.350507, 0.79936, -1.20651, 0.150897, -1.32931, -1.10956, -0.452689, 1.02903, 0.906594, -1.20326, 2.02485, -0.581302, -0.0149914, -0.945627, 1.27479, -0.130018, 1
2.13696, 1.49639, 0.949909, 0.189752, 2.07507, 0.415078, 0.723011, 2.13253, 0.161643, 1.22425, -1.50103, 1.15846, 0.624581, 1.22833, 0.869902, 1.58848, 0.135176, -1.07363, -0.887419, 0.13043, 0
0.207619, -0.793508, -0.524276, 0.935292, -0.453302, 0.121409, 0.0195467, 0.962136, -0.44429, -0.412246, -0.416343, -1.4302, -1.01404, -0.94403, -0.40137, -0.761724, -0.397401, 0.28634, -0.412362, 0.834967, 1
-0.943969, -0.255368, -1.04773, 0.458606, -0.319495, 0.311586, 1.68872, 1.27906, 0.196985, 0.409855, 1.43198, 0.232295, 0.589747, -1.76607, -1.74795, -0.76923, 0.745441, 0.35735, 0.296326, 0.587518, 0
1.504, -0.14517, 0.526689, -0.42785, -1.46876, 0.0252247, -0.72758, -0.382998, 0.469586, 0.338931, -0.300687, -0.680433, 0.94356, 1.42796, -0.795233, -1.7401, -0.757327, 0.932582, 0.588479, 0.89676, 0
-2.05071, -0.300786, 1.21656, 0.508769, 0.851748, 2.06081, 2.3939, 0.935961, 0.832507, -0.555746, 1.9392, 1.08758, 2.23791, 0.99318, 2.08366, 0.171334, 0.771763, 1.30319, 1.37413, -0.467548, 0
3.06089, 0.330724, -0.11569, 0.29155, -0.156683, 0.203436, 0.160186, 0.268182, -0.0596343, 0.645383, -0.585205, 0.71497, 1.42115, -0.0566569, -1.19002, 1.103, 1.28286, 0.92236, 1.32395, 1.90578, 0
1.70637, 0.943776, 0.543257, 0.240651, 0.607484, 0.709021, 1.53789, 2.26322, 0.232145, 0.695939, -1.17228, 1.25119, -1.6355, 1.59915, 0.638913, 1.88168, 0.47801, -0.211639, -0.966122, 0.879916, 0
