@relation twonorm
@attribute f1 real [-3.92819, 3.29556]
@attribute f2 real [-3.59169, 3.92282]
@attribute f3 real [-4.10306, 4.0739]
@attribute f4 real [-3.58913, 3.91046]
@attribute f5 real [-3.5751, 5.13502]
@attribute f6 real [-3.67089, 3.63621]
@attribute f7 real [-3.37608, 4.00822]
@attribute f8 real [-4.1779, 3.51879]
@attribute f9 real [-3.49258, 3.87505]
@attribute f10 real [-3.8336, 3.76606]
@attribute f11 real [-3.54722, 3.71819]
@attribute f12 real [-3.5548, 3.97594]
@attribute f13 real [-3.66768, 3.49084]
@attribute f14 real [-3.50284, 3.74389]
@attribute f15 real [-3.40202, 3.27723]
@attribute f16 real [-3.41115, 3.94795]
@attribute f17 real [-3.61461, 3.39206]
@attribute f18 real [-3.67506, 3.67115]
@attribute f19 real [-3.78069, 3.96626]
@attribute f20 real [-3.47346, 3.90706]
@attribute clase {0, 1}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20
@outputs clase
@data
-1.33211, 0.445807, -0.199358, -0.261254, -1.13337, -0.1961, 0.968565, -1.40218, 0.387486, 1.03083, -2.09517, 0.615934, -0.927692, 0.169866, -0.873673, 0.562572, -0.938661, -1.16155, -0.175979, 0.333936, 1
-0.599018, 1.13133, 1.12139, 0.76888, 0.879202, 1.16665, 0.265913, 0.0869643, 2.56574, -0.316548, 1.66665, 1.3809, 1.78932, -0.35051, -0.55438, 0.212849, -0.884553, -0.00692969, 0.678005, -0.0727104, 0
1.42879, -0.298434, 0.463454, 0.989781, 2.7296, 0.122779, -0.0557793, 0.845306, 0.177899, 1.46969, 0.566101, 2.03153, 2.18, 1.85438, -0.737716, 0.361857, -0.821854, 2.52847, 1.62693, -0.109695, 0
0.687671, -0.180184, 0.536353, 0.294588, -0.100771, 1.27754, -0.461638, -0.447386, 0.105936, -0.426284, -0.910148, -1.1632, -0.632339, -0.109721, -0.384687, -0.500405, -0.719488, 1.69841, 0.696718, 2.14224, 0
0.072057, -0.699777, 0.299983, 0.745041, -1.02793, -1.14616, -1.54886, -0.463073, -0.0406389, -0.17213, -0.827485, -0.193496, -0.880258, -1.64095, -0.118763, -1.78949, -0.880988, -0.66846, -0.315497, 0.491029, 1
-1.80699, 0.253821, -0.870823, -0.919355, -0.601246, 0.363652, -0.285095, 0.318069, -0.229222, -0.784577, -0.0492522, -1.78493, -1.00107, -0.863616, 0.930922, -1.20458, 0.103826, -2.76522, -0.885218, 1.17176, 1
1.54433, -0.845983, -0.0658939, 0.217272, -0.951041, -1.62581, -1.13461, 0.0260416, -0.375158, -0.405089, 0.191668, 0.214508, 0.42317, 0.563668, -1.18817, -1.73333, 1.13937, -0.218605, 1.71223, -1.33861, 1
0.553123, 0.83765, -0.221449, 1.0555, 1.15284, 1.10381, 0.721748, -0.97207, -0.0294974, 0.60905, 0.166742, 1.13594, 1.54103, 0.719772, 0.285423, -0.169678, -0.59738, 0.0401997, 0.570225, 0.810066, 0
0.408056, -1.56082, -0.536794, 1.40977, -2.09291, -0.324895, -0.086451, 0.667372, 0.843922, -1.14929, -2.38413, -0.600944, 0.068987, -0.901233, -1.96622, 0.236757, -0.933999, 1.27714, -0.8211, 0.284318, 1
7.69308E-5, -0.521181, 1.26369, 1.05725, -0.713071, -0.144491, -0.298898, -1.08397, -2.7409, 0.0684448, -0.953746, 0.61825, 0.259003, 1.0248, -1.85109, 0.626697, 0.66236, -1.87709, -0.405666, -1.09216, 1
