@relation pendigits
@attribute f1 real [-1.12191, 1.87911]
@attribute f2 real [-5.02595, 0.909323]
@attribute f3 real [-1.52367, 2.28498]
@attribute f4 real [-4.22075, 0.871269]
@attribute f5 real [-1.4567, 1.4064]
@attribute f6 real [-2.37585, 1.27681]
@attribute f7 real [-1.6777, 1.58175]
@attribute f8 real [-1.45468, 1.80696]
@attribute f9 real [-1.69624, 1.27285]
@attribute f10 real [-1.24068, 2.40098]
@attribute f11 real [-1.65408, 1.0391]
@attribute f12 real [-1.30136, 2.33555]
@attribute f13 real [-2.42037, 2.00445]
@attribute f14 real [-1.07757, 1.93234]
@attribute f15 real [-1.12718, 1.28062]
@attribute f16 real [-0.797669, 1.99476]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
0.288569, 0.909323, -0.495338, -0.0962143, 0.17527, -1.02437, -0.830241, -1.45468, -1.69624, -0.4031, -0.145901, 0.626201, 2.00445, 1.63135, -0.16406, 1.93891, 8
-1.12191, -1.64285, -0.342992, -0.758177, 0.604735, 0.911541, 1.58175, 1.80696, 0.560268, 1.49056, -0.307492, 0.553462, -1.18142, -0.325093, -0.741931, -0.797669, 1
-1.12191, 0.909323, -1.40941, -0.554496, -0.71229, -1.09742, 1.09283, -0.313106, 1.27285, 1.3449, 0.311941, 2.22644, 0.455767, 0.397285, 0.461966, -0.797669, 4
-0.731777, 0.256443, -1.06664, -1.67474, 0.604735, -0.98784, 0.147593, -1.45468, -1.57748, -0.6216, -1.65408, 0.917154, -1.00442, 1.75174, 1.28062, 1.99476, 5
0.58867, 0.909323, -0.68577, -0.554496, -1.4567, -1.24353, -0.862835, -1.45468, 0.530577, -0.767266, 1.0391, 0.517093, 0.898249, 1.54105, -0.501151, 1.5759, 0
1.09884, 0.137737, -0.342992, 0.871269, -1.4567, 0.144483, 0.343159, 0.632767, 1.27285, 1.63623, 1.0391, 0.0806634, 1.29648, -1.07757, -0.693775, -0.769744, 9
-0.0715535, -0.515143, 0.647257, 0.871269, 1.4064, 0.984594, 0.538726, 0.698, 0.708723, 0.143149, 0.554327, -0.974042, -1.00442, -1.07757, -1.12718, -0.322955, 3
-1.12191, -0.693201, -0.80003, 0.820349, 0.604735, 1.27681, 0.603915, 0.926315, -0.746132, 0.507315, -1.51942, -0.646719, -0.384949, -1.07757, 1.28062, -0.797669, 2
1.06883, -1.34608, 0.494911, 0.871269, -1.4567, 0.254063, 0.995048, -0.182641, 1.27285, -1.24068, -1.25011, -0.792196, -0.11946, 0.638077, 1.03984, 1.82722, 8
0.49864, 0.909323, -0.228732, -0.401735, -1.28491, -0.805207, -1.6777, -1.0959, 0.382123, -1.24068, 1.0391, -0.283028, -0.473445, 0.306987, -0.260372, -0.211258, 6
