@relation pendigits
@attribute f1 real [-1.12191, 1.87911]
@attribute f2 real [-5.02595, 0.909323]
@attribute f3 real [-1.52367, 2.28498]
@attribute f4 real [-4.22075, 0.871269]
@attribute f5 real [-1.4567, 1.4064]
@attribute f6 real [-2.37585, 1.27681]
@attribute f7 real [-1.6777, 1.58175]
@attribute f8 real [-1.45468, 1.80696]
@attribute f9 real [-1.69624, 1.27285]
@attribute f10 real [-1.24068, 2.40098]
@attribute f11 real [-1.65408, 1.0391]
@attribute f12 real [-1.30136, 2.33555]
@attribute f13 real [-2.42037, 2.00445]
@attribute f14 real [-1.07757, 1.93234]
@attribute f15 real [-1.12718, 1.28062]
@attribute f16 real [-0.797669, 1.99476]
@attribute clase {0, 1, 2, 3, 4, 5, 6, 7, 8, 9}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16
@outputs clase
@data
1.60902, -0.633848, 0.532997, 0.871269, -1.4567, 0.801961, -0.928024, 0.469686, 0.708723, 1.19923, 1.0391, 0.117033, 1.07524, -0.957174, -0.621541, -0.797669, 9
-1.12191, -2.29573, 0.342565, -0.961857, 0.776521, 0.801961, 1.58175, 1.80696, 1.00563, 1.49056, 0.635123, 0.480724, 0.898249, -0.355192, 1.01576, -0.797669, 1
-0.821808, 0.0783846, -0.228732, -0.860017, 0.490211, -1.13395, -0.569485, -1.45468, -1.57748, -0.29385, -1.65408, 1.20811, -0.915927, 1.78184, 1.28062, 1.99476, 5
-0.851818, 0.493854, 0.494911, 0.871269, 1.09146, 0.546275, 0.180187, 0.241371, -1.1915, -0.148184, -1.65408, -1.11952, -0.207956, -1.01737, 1.28062, -0.797669, 2
-1.12191, 0.493854, 0.837689, 0.871269, 1.4064, 0.473222, 0.571321, -0.0521757, -0.211695, -1.0586, -0.711469, -1.30136, -1.75664, -0.0241026, 0.943525, 0.235531, 7
0.288569, 0.0783846, 1.25664, 0.871269, 1.09146, 0.363642, 0.538726, 0.143522, 1.27285, -0.221017, 0.554327, -1.15589, -0.738935, -1.07757, -1.12718, -0.434653, 3
-1.0919, 0.19709, -1.52367, -1.47106, 0.232532, -1.24353, -0.504296, -1.45468, -1.36964, -0.221017, -1.54636, 1.17174, -1.18142, 1.84204, 1.28062, 1.99476, 5
-0.761788, -0.396437, -2.13455E-4, 0.871269, 0.661997, 0.436696, 0.0172149, -0.117408, -1.31026, -0.73085, -1.65408, -0.683089, -0.207956, -0.836778, 1.28062, -0.797669, 2
-0.221604, -0.218379, 1.78985, 0.871269, 1.4064, 1.20375, -0.471702, 1.35033, -0.330459, 0.725815, 1.01217, -0.137551, 0.190278, -1.01737, -1.12718, -0.797669, 5
-1.12191, -0.159026, 1.33281, -1.36922, 1.4064, -1.93753, -0.960618, -1.45468, -1.04304, 0.252399, 0.823646, 1.35358, 1.29648, 1.93234, -1.07902, 1.43628, 8
-0.0715535, -0.515143, -1.52367, -2.0821, -1.14175, -2.37585, 0.440943, -1.2916, 1.27285, 0.252399, 0.958305, 1.79001, -0.252204, 1.93234, -0.910476, 1.12911, 0
1.57901, -0.811907, 2.28498, 0.871269, -0.740921, 0.728908, -1.35175, 0.176139, 0.679032, 1.01715, 1.01217, 0.626201, 0.411519, -0.565886, -1.12718, -0.797669, 9
1.03882, 0.909323, -0.0763864, 0.260227, -1.39943, -0.293836, -1.6777, -0.834968, -0.182004, -1.24068, 1.0391, -0.573981, 0.0132851, -0.0542016, -0.838243, -0.602198, 6
-0.341645, -0.337085, 1.10429, 0.871269, 1.17735, 0.728908, 0.147593, 0.371837, 0.975941, 0.288816, 1.0391, -0.755827, -0.163708, -1.07757, -1.12718, -0.74182, 3
-0.491696, 0.19709, -1.52367, -1.3183, 1.06283, -0.257309, 1.19061, -0.867584, -1.25088, -1.24068, -1.43863, 0.22614, -1.88939, 1.42065, 1.28062, 1.99476, 5
0.0784974, -0.752554, -0.914289, -1.67474, 1.29188, 0.144483, 0.603915, 1.80696, -1.69624, 1.41773, 0.096486, 0.771677, 2.00445, 0.337086, 1.13615, -0.797669, 9
-0.701767, 0.375148, -1.18089, -1.5729, -0.655028, -2.01058, 0.734293, -1.45468, 1.27285, 0.143149, 0.662055, 1.64454, -0.517694, 1.93234, -1.12718, 1.43628, 0
-1.00187, -1.28673, -1.06664, -3.45695, 0.0321153, -2.37585, 1.32099, -0.965433, 1.27285, 1.05356, 0.285009, 2.33555, -1.18142, 1.84204, -1.12718, 0.933638, 0
1.06883, 0.790618, -0.190646, 0.871269, -1.4567, -0.220782, -1.6777, -1.03067, 0.411814, -0.949349, 1.0391, 0.335247, -1.13717, 0.156492, -0.910476, -0.797669, 6
0.138518, 0.909323, -1.18089, -0.198055, -1.4567, -0.695628, -0.113163, -0.443572, 1.27285, 0.434482, 0.74285, 0.589831, -0.384949, -0.174598, -0.669697, -0.797669, 4
1.87911, 0.256443, -2.13455E-4, 0.00562609, 0.347056, -0.914787, 1.06024, -1.45468, -1.69624, -0.985766, -0.226696, 0.626201, 1.11949, 1.93234, -1.05494, 1.38043, 8
-0.251615, -0.693201, 0.60917, 0.871269, 0.490211, 0.217536, -0.210946, -0.215257, -1.36964, -0.803683, -1.65408, -1.01041, -0.207956, -0.896976, 1.28062, -0.797669, 2
1.87911, 0.19709, 1.10429, 0.871269, -0.884076, 0.692382, 0.603915, 1.35033, 1.06501, 1.3449, 0.231145, 0.298878, -0.738935, -0.505688, -1.12718, -0.797669, 9
-0.221604, 0.790618, -0.914289, -1.16554, 0.0607463, -1.35311, -0.178352, -1.45468, -1.31026, -0.1846, -1.65408, 1.17174, -1.22566, 1.78184, 1.28062, 1.99476, 5
-1.12191, -2.53314, -0.228732, -1.3183, 0.375687, 0.509749, 1.41878, 1.80696, 1.27285, 1.85473, 0.527396, 0.771677, 0.323023, -0.234796, -0.0436706, -0.797669, 1
-0.251615, -2.77055, 0.799603, -1.16554, 1.17735, 0.655855, 1.58175, 1.80696, 0.471196, 1.52698, -0.334424, 0.517093, -1.31416, -0.325093, -1.12718, -0.797669, 1
-1.12191, -1.28673, 0.037873, -0.299895, 0.805152, 1.05765, 1.58175, 1.80696, 0.827487, 1.45415, 0.365804, 0.444355, 0.721257, -0.415391, 0.847213, -0.797669, 1
