@relation monks-1
@attribute f1 real [0.45421, 2.49815]
@attribute f2 real [0.381467, 2.29767]
@attribute f3 real [0.800453, 2.18919]
@attribute f4 real [0.418553, 2.39467]
@attribute f5 real [0.203934, 2.50219]
@attribute f6 real [0.740391, 2.07309]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6
@outputs clase
@data
0.0,0.0,0.0,0.0,0.6666646361414915,0.0,1
0.0,0.0,0.0,1.0,0.33333275318328326,0.0,1
0.0,0.5000007827980647,0.0,0.0,0.33333275318328326,0.0,0
0.0,0.5000007827980647,0.0,0.0,0.6666646361414915,0.0,0
0.0,0.5000007827980647,0.0,0.4999992409356328,0.0,0.0,1
0.0,0.5000007827980647,0.0,0.4999992409356328,0.6666646361414915,0.0,0
0.0,0.5000007827980647,0.0,1.0,0.33333275318328326,0.0,0
0.0,0.5000007827980647,1.0,1.0,0.6666646361414915,0.0,0
0.0,1.0,0.0,0.0,0.33333275318328326,0.0,0
0.0,1.0,0.0,1.0,0.6666646361414915,0.0,0
0.0,1.0,1.0,0.4999992409356328,0.33333275318328326,1.0,0
0.0,1.0,1.0,1.0,1.0,1.0,0
0.5,0.0,0.0,0.0,0.6666646361414915,0.0,0
0.5,0.0,0.0,1.0,1.0,0.0,0
0.5,0.0,1.0,0.0,0.33333275318328326,1.0,0
0.5,0.0,1.0,0.4999992409356328,0.6666646361414915,0.0,0
0.5,0.0,1.0,1.0,0.33333275318328326,1.0,0
0.5,0.5000007827980647,0.0,1.0,0.0,0.0,1
0.5,0.5000007827980647,1.0,0.0,1.0,0.0,1
0.5,1.0,0.0,1.0,0.6666646361414915,0.0,0
0.5,1.0,1.0,0.4999992409356328,0.0,1.0,1
1.0,0.0,0.0,0.0,0.0,1.0,1
1.0,0.5000007827980647,1.0,0.0,0.0,1.0,1
1.0,1.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.0,0.0,0.33333275318328326,0.0,1
1.0,1.0,0.0,0.4999992409356328,1.0,1.0,1
1.0,1.0,0.0,1.0,0.0,1.0,1
1.0,1.0,0.0,1.0,0.33333275318328326,0.0,1
1.0,1.0,0.0,1.0,1.0,1.0,1
1.0,1.0,1.0,0.0,1.0,1.0,1
1.0,1.0,1.0,1.0,1.0,1.0,1
