@relation planning
@attribute f1 real [-4.19496, 2.09113]
@attribute f2 real [-2.60906, 2.61352]
@attribute f3 real [-2.63521, 2.9369]
@attribute f4 real [-2.65019, 2.44913]
@attribute f5 real [-2.25643, 2.10161]
@attribute f6 real [-2.6417, 2.48619]
@attribute f7 real [-3.58515, 2.19912]
@attribute f8 real [-2.6495, 2.57925]
@attribute f9 real [-3.7885, 2.05201]
@attribute f10 real [-3.73124, 2.34885]
@attribute f11 real [-2.57878, 2.89543]
@attribute f12 real [-3.24096, 3.00556]
@attribute clase integer [0, 1]
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12
@outputs clase
@data
0.6113620708580374,0.3979745642958078,0.36733266213337495,0.4793299890965854,0.4613227505943039,0.43401984051919984,0.5168769784259725,0.6161145589289984,0.7969961527332373,0.6034071535125303,0.4706642437904282,0.3606854696695119,0
0.6221608344773938,0.41895308449080726,0.6076886493626291,0.490374402861558,0.7569136584336078,0.44216783121322806,0.5138026060332592,0.7533100645469759,0.6348937164733901,0.6355239807305484,0.4595669146780997,0.552927229881598,0
0.8844655421732747,0.7101011377518391,0.5545947585385069,0.6837290070048555,0.4129374673018146,0.7100242009871506,0.845586392059845,0.5439313411427206,0.2641687112940479,0.47503046829898904,0.6625613558851413,0.7947865371438816,0
0.762090106886793,0.6558980427298385,0.5850745947226453,0.5517012072197862,0.5970934181421006,0.6013118456129128,0.8518758633327974,0.14723786755916812,0.6066410296361106,0.7462794136271009,0.3108397376059742,0.69345491569706,0
0.6617870727272438,0.6320962053238055,0.7833818786779155,0.7848007185271763,0.7696693926627567,0.6206182269900484,0.7174881186389985,0.18446282572316525,0.7447734872468329,0.599972204358817,0.4968689546071488,0.3246383586380896,1
0.7103371093955066,0.4949914793071624,0.6013187105064328,0.5326041903626365,0.6355205551119311,0.5466016236697745,0.6084439350168647,0.43807563949318673,0.6275451972516098,0.622165428472276,0.4673558193785039,0.5499343634535709,1
0.8224077288107553,0.7333042289443149,0.9640028642650629,0.9477989222092358,0.8496961937017559,0.7374553666322795,0.8061293819271922,0.4337071001673441,0.48368139083744394,0.4421743757082543,0.6812562908620604,0.5279267175963577,0
0.5952743279208538,0.4801961865591336,0.7713433510824445,0.6636522124518563,0.8324980954741121,0.5104499121471013,0.592584198178854,0.34677791059048535,0.5743087504344655,0.43090809511043415,0.6882034119991743,0.38623873772916756,0
0.4531099618363721,0.6013365041799263,0.6886368000631717,0.6666700658126966,0.6326857945314867,0.6588641722033818,0.46557940760026756,0.22621659096342345,0.641279853985354,0.5906606645625312,0.4871571240416425,0.5080728789790154,0
0.6118200662096789,0.3358416721237396,0.36115098230293363,0.3204133100099621,0.5551979789079494,0.3661537201461029,0.4879445461570777,0.650390054984461,0.5905431203781861,0.4511170064916802,0.6729555497505576,0.42806426618341087,1
0.7671550995929107,0.9949526862202207,0.691341341071874,0.9184871708384648,0.31698997714568933,1.0,0.779498709430922,0.5303422424097538,0.8902356129858522,0.7697397571417529,0.2791252071075096,0.39487314536734053,0
0.6282636742394716,0.5135275859824072,0.514097532173629,0.6234319477891169,0.46823916255931564,0.6001493791793505,0.5078123946496274,0.48916664594788434,0.7325865378194713,0.6876937676909387,0.38202206345755824,0.5187613240652394,1
0.8596058917387438,0.4882614531515075,0.4801105685279005,0.44819191578484974,0.677432286073556,0.37829126599829555,0.919377899026152,0.5299123117379871,0.9519014606601136,0.7666986837365894,0.27696964493506826,0.33185997963666164,0
0.8683346881765931,0.457945115249551,0.685865856919551,0.5076425876391362,0.8711553817771291,0.409194815021383,0.8401820800204693,0.5589194358116185,0.8385432094115068,0.5779962138718341,0.48918074023466396,0.3225011686507046,0
0.4024488990771688,0.05419160644738808,0.46812137592402153,0.31513613579849864,0.8354971500949968,0.14927387287948848,0.2590767720040731,0.4580295481711691,0.6697125764702054,0.6856587649195983,0.4018333238951374,0.5287000762024294,1
0.5367691203912129,0.33979699688659626,0.5421370001669026,0.45527187938784,0.7048280878560087,0.3801581157162107,0.5098154131809199,0.39601683002629695,0.7176164410299785,0.8860428052874217,0.1569066586776905,0.6736558916004431,0
0.7876322165288756,0.5612547821191824,0.4956018456204202,0.6312329879278021,0.4647979366871346,0.5654255453997648,0.7274240310358956,0.6853129333014584,0.8509051435576687,0.7480226444016453,0.31019179023091914,0.43481570538475817,0
0.7949214853748514,0.36420715431836376,0.4020279570934529,0.3642164053246315,0.596751750787051,0.35103463607838703,0.7144854925513504,0.5858516853932585,0.9140759967879518,0.7329787881429387,0.3222059438713531,0.3622570647336436,0
0.4649503904652972,0.22642448751383418,0.47884503356897107,0.4394229034459496,0.734307853989408,0.27694626834819003,0.42521009565597734,0.18684962945254607,0.6357576307548485,0.6165950832964644,0.4680942455623734,0.5212214801201308,1
0.42746922172606505,0.27357934201103673,0.20100644100708703,0.29818289497423184,0.42244334609136214,0.2912737987749347,0.43503155973009555,0.2360698063590725,0.5487894036650909,0.47417423097355466,0.6214885800873551,0.4850792121053002,0
0.7407528368190719,0.498780949262625,0.3109491736523507,0.42168053779719644,0.35533519655625007,0.5159652313134642,0.6331406556056339,0.5725437245995697,0.5775773006124465,0.5096834092916388,0.5986445532780071,0.5007183199605539,0
0.647817482727737,0.7362855140562711,0.32705725479217024,0.5201063122141776,0.12973492671017242,0.7831388738838001,0.5491628157053525,0.7211608893138897,0.8041094014050143,0.6666179283530342,0.4099011546871603,0.3966651831739912,0
