@relation steel-plates
@attribute f1 real [-1.09688, 2.17762]
@attribute f2 real [-1.23378, 2.20051]
@attribute f3 real [-0.926402, 6.38855]
@attribute f4 real [-0.926419, 6.38849]
@attribute f5 real [-0.366043, 29.1694]
@attribute f6 real [-0.364714, 34.3188]
@attribute f7 real [-0.192191, 42.3675]
@attribute f8 real [-0.402234, 22.2238]
@attribute f9 real [-2.63111, 3.68614]
@attribute f10 real [-4.98602, 6.57035]
@attribute f11 real [-1.60578, 2.31598]
@attribute f12 real [-0.816812, 1.22364]
@attribute f13 real [-1.22364, 0.816812]
@attribute f14 real [-0.703223, 4.01667]
@attribute f15 real [-1.10678, 2.21374]
@attribute f16 real [-3.01762, 3.85903]
@attribute f17 real [-2.07508, 1.58354]
@attribute f18 real [-0.540374, 14.2897]
@attribute f19 real [-2.45041, 1.60094]
@attribute f20 real [-3.26572, 0.796196]
@attribute f21 real [-1.1936, 0.879577]
@attribute f22 real [-2.77767, 3.41134]
@attribute f23 real [-2.14838, 3.60958]
@attribute f24 real [-3.08856, 6.28471]
@attribute f25 real [-2.14485, 1.81368]
@attribute f26 real [-5.83191, 5.19877]
@attribute f27 real [-1.37404, 1.22132]
@attribute clase {0, 1, 2, 3, 4, 5, 6}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27
@outputs clase
@data
-1.01622, -1.14134, -0.777528, -0.777529, -0.31477, -0.314915, -0.0913659, -0.355445, -0.26603, -1.1874, 1.5759, 1.22364, -1.22364, 0.0229139, -0.940621, -1.25821, -1.43499, -0.486101, -0.575183, 0.796196, 0.879577, -0.0835161, -0.898205, 0.528736, 1.46728, -1.07547, -0.00948722, 0
1.37868, 1.38263, -0.64951, -0.649391, 0.0996664, -0.172157, 0.415102, 0.0792863, -1.47969, -0.224371, -0.734277, -0.816812, 0.816812, 1.92902, -0.874891, 0.250592, -1.86147, -0.352115, -1.34509, 0.747108, 0.879577, 1.12736, -0.218404, 2.21556, 1.69808, -0.456385, 1.22132, 0
-0.731982, -0.839914, -0.811319, -0.811333, -0.34089, -0.334835, -0.14764, -0.363669, 1.2277, 2.23671, 1.5759, -0.816812, 0.816812, 1.29365, -0.355058, -0.540598, -0.261077, -0.465749, 1.22729, 0.796196, 0.879577, -0.471257, -0.697006, -0.225096, 0.83198, 2.12013, -0.735069, 0
-0.127016, -0.206911, -0.870111, -0.8701, -0.311481, -0.231916, -0.0327469, -0.342089, 0.387478, -0.598883, 1.5759, -0.816812, 0.816812, 1.29365, 0.890805, 1.0345, -1.52907, -0.465749, -1.53088, 0.486729, 0.879577, -0.049546, -0.697006, 0.886834, 1.51839, -0.0954174, 0.940869, 0
-1.00854, -1.12527, -0.82917, -0.829164, -0.273559, -0.321555, -0.0679183, -0.281765, 0.543075, 1.48768, 1.5759, -0.816812, 0.816812, 1.29365, -0.924939, -1.12853, -1.28595, -0.445397, 0.77883, 0.796196, 0.879577, 0.239326, -0.532558, 0.724402, 1.38662, 0.940432, 0.954125, 0
-0.924034, -1.03283, -0.506952, -0.506938, -0.259628, -0.245196, -0.0163336, -0.28609, -0.172672, 0.203643, 1.5759, -0.816812, 0.816812, 1.29365, -0.750772, 0.332917, -1.3981, -0.425044, -0.99528, 0.62759, 0.879577, 0.316266, -0.393649, 1.01251, 1.44731, -0.15457, 1.19716, 0
-0.939398, -1.06297, -0.454182, -0.454195, -0.339923, -0.344794, -0.135916, -0.373624, 0.231881, -0.224371, 1.5759, -0.816812, 0.816812, 1.29365, -0.782469, -1.43597, -1.07271, -0.496278, 1.08712, 0.796196, 0.879577, -0.450849, -1.01863, -0.0118221, 1.27122, -0.124994, -0.841417, 0
1.97788, 1.99956, -0.918154, -0.918163, -0.325992, -0.321555, -0.131227, -0.354299, 0.356358, 0.578155, 1.5759, -0.816812, 0.816812, 2.20132, -0.814166, -0.432047, -0.466199, -0.445397, 0.77883, 0.796196, 0.879577, -0.218382, -0.532558, 0.0619104, 0.942988, 0.393939, -0.145, 0
-1.0143, -1.13733, -0.881562, -0.88157, -0.336827, -0.328195, -0.126537, -0.368069, 0.511955, 0.203643, 1.5759, -0.816812, 0.816812, 2.20132, -0.936617, -0.00293854, -0.960926, -0.475925, 0.336125, 0.796196, 0.879577, -0.390007, -0.792103, 0.13014, 1.21072, 0.254123, -0.452849, 0
1.5208, 1.51526, 0.269472, 0.269453, -0.333345, -0.341474, -0.140606, -0.370231, -0.234911, -1.0269, -0.595944, -0.816812, 0.816812, -0.703223, -1.10178, -1.7507, -0.662098, -0.453877, 1.60094, 0.796196, 0.879577, -0.328785, -0.792103, -0.0914972, 1.049, -0.727279, -0.704137, 0
