@relation steel-plates
@attribute f1 real [-1.09688, 2.17762]
@attribute f2 real [-1.23378, 2.20051]
@attribute f3 real [-0.926402, 6.38855]
@attribute f4 real [-0.926419, 6.38849]
@attribute f5 real [-0.366043, 29.1694]
@attribute f6 real [-0.364714, 34.3188]
@attribute f7 real [-0.192191, 42.3675]
@attribute f8 real [-0.402234, 22.2238]
@attribute f9 real [-2.63111, 3.68614]
@attribute f10 real [-4.98602, 6.57035]
@attribute f11 real [-1.60578, 2.31598]
@attribute f12 real [-0.816812, 1.22364]
@attribute f13 real [-1.22364, 0.816812]
@attribute f14 real [-0.703223, 4.01667]
@attribute f15 real [-1.10678, 2.21374]
@attribute f16 real [-3.01762, 3.85903]
@attribute f17 real [-2.07508, 1.58354]
@attribute f18 real [-0.540374, 14.2897]
@attribute f19 real [-2.45041, 1.60094]
@attribute f20 real [-3.26572, 0.796196]
@attribute f21 real [-1.1936, 0.879577]
@attribute f22 real [-2.77767, 3.41134]
@attribute f23 real [-2.14838, 3.60958]
@attribute f24 real [-3.08856, 6.28471]
@attribute f25 real [-2.14485, 1.81368]
@attribute f26 real [-5.83191, 5.19877]
@attribute f27 real [-1.37404, 1.22132]
@attribute clase {0, 1, 2, 3, 4, 5, 6}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27
@outputs clase
@data
0.141858, 0.0663861, 0.500059, 0.500042, -0.345534, -0.338154, -0.124193, -0.380475, -0.0170748, -0.384876, 1.5759, 1.22364, -1.22364, 0.0229139, 1.44467, -0.254284, -1.34239, -0.504758, -0.0432784, 0.654055, 0.879577, -0.581786, -1.15754, 0.13014, 1.41716, -0.297747, -0.845541, 0
0.495235, 0.436141, -0.0545323, -0.0545522, -0.352693, -0.344794, -0.149985, -0.387161, 0.449716, -0.277873, 1.13323, 1.22364, -1.22364, 0.385982, 2.133, -0.521657, -0.876074, -0.503062, 0.573303, 0.571672, 0.879577, -0.812605, -1.15754, -0.32568, 1.1648, 0.0571703, -1.09123, 0
-0.893306, -1.0047, -0.471793, -0.471793, -0.280911, -0.328195, -0.0819869, -0.304355, -0.26603, 0.685158, 1.5759, -0.816812, 0.816812, 1.29365, -0.687378, -1.32305, -1.18339, -0.445397, 1.28484, 0.796196, 0.879577, 0.193948, -0.532558, 0.611713, 1.33111, 0.147916, 0.812426, 0
0.018944, -0.0561956, -0.800213, -0.800204, -0.282653, -0.298315, -0.0538498, -0.326756, -0.701702, -1.0269, 1.5759, -0.816812, 0.816812, 1.29365, 1.19143, -1.57439, -1.55231, -0.475925, -0.827981, 0.796196, 0.879577, 0.182667, -0.792103, 0.824987, 1.53077, -1.11917, 0.720219, 0
0.18795, 0.132701, -0.653188, -0.653139, -0.154181, -0.175477, 0.117318, -0.16938, -1.07514, 0.203643, 1.5759, -0.816812, 0.816812, 1.29365, 1.53943, 0.23165, -1.6866, -0.414868, -1.4647, 0.764182, 0.879577, 0.694373, -0.331359, 1.57882, 1.60344, -0.116928, 1.22132, 0
-0.939398, -1.05694, -0.846196, -0.846199, -0.315351, -0.321555, -0.10309, -0.339917, 0.231881, 0.578155, 1.5759, -0.816812, 0.816812, 2.20132, -0.782469, -0.663721, -1.15978, -0.465749, 0.230895, 0.796196, 0.879577, -0.0897271, -0.697006, 0.413405, 1.31834, 0.560643, 0.167268, 0
1.51119, 1.51526, 0.397678, 0.397667, -0.290005, -0.308275, -0.10309, -0.327137, -0.29715, -0.652385, -0.595944, -0.816812, 0.816812, -0.703223, -1.10178, -1.00249, -0.78126, -0.39282, 0.519044, 0.796196, 0.879577, 0.132092, -0.393649, 0.413405, 1.11349, -0.69098, 0.736716, 0
1.36331, 1.37459, 1.51128, 1.51138, 0.255419, -0.0659184, 0.398689, 0.316359, -1.60417, 0.524653, -0.595944, -0.816812, 0.816812, -0.703223, -0.761783, -0.174873, -1.79691, -0.306322, -1.57117, 0.762475, 0.879577, 1.28619, -0.0280021, 2.19311, 1.66314, 0.180182, 1.22132, 0
1.45358, 1.44694, 0.586323, 0.586305, -0.325025, -0.338154, -0.128882, -0.364147, -0.452747, -1.0269, -0.49911, -0.816812, 0.816812, -0.521689, -0.870887, -1.30046, -0.78827, -0.443701, 1.60094, 0.796196, 0.879577, -0.205327, -0.697006, 0.0966857, 1.11729, -0.989434, -0.360642, 0
1.3057, 1.31833, 1.25298, 1.25298, -0.17411, -0.275075, -0.0491602, -0.268325, -2.16431, -0.598883, -0.49911, -0.816812, 0.816812, -0.521689, -0.563259, -0.810885, -0.736989, -0.284274, 0.750467, 0.796196, 0.879577, 0.640122, 0.0540142, 0.856461, 1.08953, -2.2014, 1.21955, 0
1.32106, 1.3123, 0.150688, 0.150677, -0.303742, -0.271755, -0.110124, -0.343637, -0.608344, -0.331374, -0.734277, -0.816812, 0.816812, -0.15862, -0.702392, -1.19628, -0.876074, -0.414868, -0.865387, 0.796196, 0.879577, 0.023084, -0.532558, 0.336812, 1.1648, -0.93297, 0.348443, 0
1.7743, 1.7765, 1.04759, 1.04756, -0.355595, -0.331515, -0.164053, -0.391817, 0.0140446, -0.759388, 1.56898, 1.22364, -1.22364, -0.340155, -0.378414, -0.215671, -0.119041, -0.496278, -0.111924, 0.796196, 0.879577, -0.943288, -1.01863, -0.636898, 0.755114, -0.600234, -1.14573, 0
0.742982, 0.695371, 1.07072, 1.07069, -0.352693, -0.334835, -0.154674, -0.388079, 0.200761, -0.331374, 1.54131, 1.22364, -1.22364, -0.340155, 1.74162, -0.8036, -0.803765, -0.504758, -0.267714, 0.796196, 0.879577, -0.812605, -1.15754, -0.380264, 1.12567, -0.290353, -1.11097, 0
1.85305, 1.86894, -0.905933, -0.90595, -0.349017, -0.324875, -0.166398, -0.388034, -0.546105, -1.61542, 1.58281, 1.22364, -1.22364, -0.340155, -0.553249, -0.285611, 1.58354, -0.445397, 1.01354, 0.796196, -0.15701, -0.682175, -0.532558, -0.713271, -0.166287, -1.44854, -0.963673, 0
-1.07576, -1.20163, 0.673142, 0.673123, -0.331216, -0.304955, -0.131227, -0.370833, -0.390508, -1.1339, 1.58281, 1.22364, -1.22364, -0.340155, -1.06341, -1.189, -0.876074, -0.475925, -0.65986, 0.796196, 0.879577, -0.294435, -0.792103, 0.0619104, 1.1648, -1.12522, -0.53887, 0
1.98364, 1.99755, -0.256898, -0.256918, -0.354241, -0.321555, -0.161709, -0.39251, -0.359388, -1.93643, 1.36148, 1.22364, -1.22364, 0.385982, -0.929611, 0.169725, 0.00233481, -0.484405, -0.317452, 0.796196, 0.879577, -0.878517, -0.898205, -0.566026, 0.689428, -1.47812, -1.07797, 0
1.99517, 2.00961, 0.16536, 0.165334, -0.355595, -0.331515, -0.173433, -0.393599, -0.421627, -1.56191, 1.36148, 1.22364, -1.22364, 0.385982, -0.953634, -1.39881, 1.17367, -0.484405, 0.230895, 0.796196, 0.879577, -0.943288, -0.898205, -0.988392, 0.0555283, -1.45594, -1.20229, 0
-0.171188, -0.257149, 5.51101, 5.51095, -0.350758, -0.321555, -0.14764, -0.385722, 0.449716, -0.598883, 1.36148, 1.22364, -1.22364, 0.385982, 0.835419, 0.579891, -0.630001, -0.484405, -0.317452, 0.796196, 0.879577, -0.740102, -0.898205, -0.225096, 1.03163, -0.192885, -0.902103, 0
-0.856816, -0.972544, -0.17822, -0.178236, -0.336247, -0.304955, -0.140606, -0.36631, 0.511955, 0.578155, -0.741194, 1.22364, -1.22364, 0.0229139, -0.489855, -1.22251, -0.662098, -0.452181, -0.65986, 0.796196, 0.879577, -0.37936, -0.792103, -0.0914972, 1.049, 0.44032, -0.704137, 0
1.44013, 1.44895, -0.640644, -0.640558, 0.0485873, 0.0735196, 0.276761, 0.0442771, -2.1332, 0.150141, -0.547527, -0.816812, 0.816812, -0.703223, -0.90859, -0.0947341, -1.77219, -0.345331, -1.95756, 0.753938, 0.879577, 1.06348, -0.166911, 1.97125, 1.64976, -0.233217, 1.22132, 0
0.472188, 0.452217, -0.892882, -0.892813, -0.0914931, 0.100079, 0.239245, -0.127423, -1.16849, -0.224371, 1.43065, -0.816812, 0.816812, -0.703223, 2.1657, 1.8694, -1.52796, -0.301234, -1.75696, 0.35782, 0.879577, 0.836845, 0.164684, 1.79782, 1.51759, -0.627122, 1.22132, 0
1.45166, 1.44091, -0.858646, -0.858666, -0.358691, -0.334835, -0.178122, -0.394887, 0.138522, -1.0269, -0.658194, -0.816812, 0.816812, -0.340155, -0.964978, -0.936194, 1.12239, -0.465749, 0.479994, 0.796196, -1.1936, -1.12848, -0.898205, -1.22852, -0.415853, -0.569313, -1.24678, 0
1.2596, 1.24598, 1.31302, 1.313, -0.310514, -0.288355, -0.110124, -0.339997, 0.231881, 0.0966394, -0.658194, -0.816812, 0.816812, -0.703223, -0.490188, -1.04912, -0.978266, -0.428436, -0.700965, 0.796196, 0.879577, -0.0399127, -0.611045, 0.336812, 1.22011, 3.39386E-5, 0.194371, 0
-0.791518, -0.896181, -0.776165, -0.776152, -0.235443, -0.225276, -0.0374364, -0.270773, -0.390508, -0.331374, -0.685861, -0.816812, 0.816812, -0.703223, -0.326698, -1.39517, -1.38999, -0.402996, -1.29494, 0.796196, 0.879577, 0.428697, -0.460508, 0.930633, 1.44292, -0.595529, 1.15622, 0
1.48238, 1.47507, -0.870163, -0.870184, -0.356369, -0.341474, -0.178122, -0.392867, 0.0762835, -1.1339, -0.64436, -0.816812, 0.816812, 0.385982, -1.03838, -1.7456, 0.763794, -0.453877, 1.60094, 0.796196, -1.1936, -0.984103, -0.792103, -1.22852, -0.609916, -0.74005, -1.22763, 0
-0.378605, -0.474179, 0.574824, 0.574799, -0.346695, -0.334835, -0.157019, -0.380499, 0.325239, -0.170869, 1.61048, -0.816812, 0.816812, -0.15862, 0.368303, -1.53796, -0.261077, -0.486101, 0.479994, 0.796196, 0.879577, -0.613221, -0.898205, -0.43837, 0.83198, 0.0222163, -1.0223, 0
-0.664763, -0.769581, -0.525013, -0.525031, -0.343986, -0.314915, -0.159364, -0.37997, -0.421627, -0.170869, 1.20931, -0.816812, 0.816812, 0.839818, -0.187898, -1.36603, 0.35392, -0.462357, -0.0917828, 0.796196, 0.879577, -0.542366, -0.697006, -0.499997, 0.499158, -0.562591, -0.940989, 0
1.29417, 1.28617, -0.534389, -0.534396, -0.301227, -0.285035, -0.112469, -0.337566, -0.514986, -0.277873, -0.727361, -0.816812, 0.816812, -0.521689, -0.63366, -1.12853, -0.735514, -0.402996, -0.454333, 0.796196, 0.879577, 0.0446322, -0.460508, 0.30996, 1.08873, -0.637877, 0.439767, 0
1.79735, 1.80463, -0.823811, -0.823818, -0.327734, -0.291675, -0.119503, -0.360382, 0.169642, -0.277873, 1.63815, -0.816812, 0.816812, 0.204448, -0.398433, -0.791215, -1.06791, -0.475925, -0.96815, 0.796196, 0.879577, -0.242592, -0.792103, 0.224122, 1.26882, -0.143815, -0.321461, 0
2.1392, 2.15831, -0.762766, -0.762752, -0.298905, -0.261796, -0.0304022, -0.354514, -1.23073, -1.88292, 1.65198, -0.816812, 0.816812, 0.204448, -1.08309, -0.920894, -1.73677, -0.496278, -1.63776, 0.796196, 0.879577, 0.0638988, -1.01863, 0.972452, 1.63059, -2.12275, 0.566147, 0
2.14305, 2.16233, -0.733953, -0.733962, -0.339343, -0.331515, -0.124193, -0.384661, -1.44857, -1.56191, 1.65198, -0.816812, 0.816812, 0.204448, -1.0911, -0.58941, -1.245, -0.496278, -0.111924, 0.796196, 0.879577, -0.438934, -1.01863, 0.162495, 1.36446, -2.3681, -0.69088, 0
0.356957, 0.297483, -0.655433, -0.655448, -0.343019, -0.328195, -0.14764, -0.376673, 0.138522, 0.203643, 1.65198, -0.816812, 0.816812, 0.204448, 1.86808, -0.62948, -0.445539, -0.475925, 0.336125, 0.796196, 0.879577, -0.51917, -0.792103, -0.225096, 0.931807, -0.0476918, -0.820795, 0
