@relation steel-plates
@attribute f1 real [-1.09688, 2.17762]
@attribute f2 real [-1.23378, 2.20051]
@attribute f3 real [-0.926402, 6.38855]
@attribute f4 real [-0.926419, 6.38849]
@attribute f5 real [-0.366043, 29.1694]
@attribute f6 real [-0.364714, 34.3188]
@attribute f7 real [-0.192191, 42.3675]
@attribute f8 real [-0.402234, 22.2238]
@attribute f9 real [-2.63111, 3.68614]
@attribute f10 real [-4.98602, 6.57035]
@attribute f11 real [-1.60578, 2.31598]
@attribute f12 real [-0.816812, 1.22364]
@attribute f13 real [-1.22364, 0.816812]
@attribute f14 real [-0.703223, 4.01667]
@attribute f15 real [-1.10678, 2.21374]
@attribute f16 real [-3.01762, 3.85903]
@attribute f17 real [-2.07508, 1.58354]
@attribute f18 real [-0.540374, 14.2897]
@attribute f19 real [-2.45041, 1.60094]
@attribute f20 real [-3.26572, 0.796196]
@attribute f21 real [-1.1936, 0.879577]
@attribute f22 real [-2.77767, 3.41134]
@attribute f23 real [-2.14838, 3.60958]
@attribute f24 real [-3.08856, 6.28471]
@attribute f25 real [-2.14485, 1.81368]
@attribute f26 real [-5.83191, 5.19877]
@attribute f27 real [-1.37404, 1.22132]
@attribute clase {0, 1, 2, 3, 4, 5, 6}
@inputs f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27
@outputs clase
@data
0.541327, 0.486379, -0.722039, -0.722039, -0.332377, -0.328195, -0.0890212, -0.365642, 0.449716, -0.224371, -0.734277, -0.816812, 0.816812, 3.83513, 1.32456, 0.197409, -1.53165, -0.477621, -0.296077, 0.796196, 0.879577, -0.312941, -1.01863, 0.550086, 1.51959, -0.171375, -0.189189, 0
-0.303704, -0.345569, -0.852156, -0.851946, 1.38496, 0.392235, 0.818401, 2.49013, -1.91536, 3.68125, 1.5759, -0.816812, 0.816812, 1.29365, 0.526789, -0.547884, -1.8124, -0.233393, -1.91974, 0.628444, 0.879577, 1.85607, 0.379588, 2.6738, 1.67152, 2.75871, 1.22132, 0
-0.79728, -0.855991, -0.527955, -0.52783, 0.609489, 0.183078, 0.466687, 0.711699, -2.28879, 0.685158, 1.5759, -0.816812, 0.816812, 1.29365, -0.489855, 0.458954, -1.61023, -0.20456, -1.62337, 0.584051, 0.879577, 1.53424, 0.458074, 2.25562, 1.56211, 0.104896, 1.22132, 0
-1.06423, -1.18555, -0.906132, -0.906137, -0.311481, -0.311595, -0.114814, -0.339079, 0.0762835, 0.578155, 1.5759, -0.816812, 0.816812, 2.20132, -1.03938, -1.26476, -0.912228, -0.455573, 0.00234858, 0.796196, 0.879577, -0.049546, -0.611045, 0.282227, 1.18437, 0.189592, 0.0939148, 0
1.59954, 1.59162, 2.00139, 2.00136, -0.349984, -0.341474, -0.15233, -0.385256, 0.387478, -0.598883, 1.1609, -0.816812, 0.816812, -0.703223, -0.216592, -1.46584, -0.876074, -0.503062, 0.230895, 0.796196, 0.879577, -0.71361, -1.15754, -0.32568, 1.1648, -0.311191, -1.09123, 0
0.497155, 0.44016, 0.126056, 0.126044, -0.331216, -0.341474, -0.117158, -0.362216, 0.449716, 0.0966394, -0.595944, -0.816812, 0.816812, -0.703223, 1.49839, -1.4724, -1.32321, -0.479317, 0.687576, 0.796196, 0.879577, -0.294435, -1.01863, 0.253615, 1.40678, 0.147916, -0.595137, 0
-0.785756, -0.896181, -0.645066, -0.645052, -0.293294, -0.258476, -0.0257126, -0.318156, -0.234911, 0.257144, -0.734277, -0.816812, 0.816812, -0.15862, -0.30768, 0.389014, -1.58625, -0.440308, -1.30069, 0.736864, 0.879577, 0.107882, -0.697006, 0.986098, 1.54894, 0.179509, 1.03897, 0
2.00861, 2.03171, -0.826673, -0.826685, -0.32754, -0.298315, -0.140606, -0.361744, -0.172672, -0.224371, 1.2024, -0.816812, 0.816812, 3.109, -1.09043, -1.03819, -0.181021, -0.440308, -0.267714, 0.796196, 0.879577, -0.239804, -0.532558, -0.0914972, 0.788656, -0.354212, -0.380085, 0
0.992651, 0.960629, -0.313352, -0.313374, -0.353467, -0.338154, -0.166398, -0.388246, 0.294119, 0.0966394, 1.73498, 1.22364, -1.22364, 0.385982, 1.28919, -0.816714, 0.35392, -0.486101, 0.77883, 0.796196, 0.879577, -0.844547, -0.898205, -0.713271, 0.499158, -0.0268538, -1.13012, 0
1.31338, 1.2922, -0.525242, -0.52526, -0.354047, -0.338154, -0.159364, -0.389033, 0.449716, -0.384876, -0.685861, 1.22364, -1.22364, 0.385982, -0.620981, -0.912881, -0.630001, -0.491189, -0.0432784, 0.796196, 0.879577, -0.869771, -1.15754, -0.499997, 1.03163, -0.0846624, -1.14897, 0
1.18086, 1.15555, -0.795698, -0.795717, -0.354821, -0.338154, -0.168743, -0.389326, 0.480836, 0.0966394, -0.672027, 1.22364, -1.22364, 0.749051, -0.278652, -1.40901, 0.242136, -0.479317, 0.367776, 0.796196, 0.879577, -0.905389, -1.01863, -0.796468, 0.559653, 0.16741, -1.18786, 0
0.105368, 0.0342335, 0.237386, 0.23736, -0.351725, -0.324875, -0.168743, -0.386983, -0.0170748, -0.224371, -0.672027, 1.22364, -1.22364, 0.749051, 1.96017, -1.32523, 0.91284, -0.453877, 0.133064, 0.796196, 0.879577, -0.775213, -0.792103, -0.796468, 0.196683, -0.268171, -1.1204, 0
1.78967, 1.79258, -0.426488, -0.426508, -0.35366, -0.341474, -0.166398, -0.38979, 0.0762835, -0.652385, 1.19548, 1.22364, -1.22364, 0.385982, -0.607968, -1.45637, 0.0462368, -0.492885, 0.687576, 0.796196, 0.879577, -0.852913, -1.01863, -0.713271, 0.665669, -0.567969, -1.16724, 0
0.416493, 0.357769, -0.332458, -0.332475, -0.345147, -0.328195, -0.14764, -0.381004, -0.0170748, -0.759388, 1.18165, 1.22364, -1.22364, 0.385982, 2.11932, -0.740946, -0.630001, -0.482709, 0.0200239, 0.796196, 0.879577, -0.571646, -0.898205, -0.225096, 1.03163, -0.527637, -0.902103, 0
-1.03158, -1.16144, -0.414767, -0.414787, -0.356562, -0.344794, -0.164053, -0.392242, 0.325239, -0.759388, 1.34765, 1.22364, -1.22364, 0.385982, -0.969649, -0.495429, -0.403113, -0.504758, 0.573303, 0.796196, 0.879577, -0.99475, -1.15754, -0.636898, 0.908847, -0.310519, -1.18491, 0
2.00861, 2.0297, 0.250656, 0.250632, -0.34921, -0.324875, -0.164053, -0.387489, -0.234911, -1.61542, 1.37531, 1.22364, -1.22364, 0.385982, -0.985998, -0.266669, 1.01577, -0.453877, 0.720049, 0.796196, 0.879577, -0.688259, -0.611045, -0.636898, 0.14098, -1.23478, -0.967502, 0
1.95483, 1.96942, 0.475021, 0.475003, -0.329669, -0.301635, -0.128882, -0.366774, -0.110433, -0.759388, 1.30615, 1.22364, -1.22364, 0.385982, -0.904253, -1.22542, -0.919976, -0.472533, -0.747825, 0.796196, 0.879577, -0.270859, -0.792103, 0.0966857, 1.18856, -0.749461, -0.496154, 0
0.95232, 0.91441, -0.796236, -0.796251, -0.354241, -0.314915, -0.15233, -0.393712, -0.82618, -1.98993, 1.62431, 1.22364, -1.22364, 2.40101, 1.33957, 0.018189, -0.876074, -0.506454, -1.05899, 0.796196, 0.879577, -0.878517, -1.15754, -0.32568, 1.1648, -1.99167, -1.09123, 0
-0.240327, -0.331502, -0.817165, -0.817187, -0.360626, -0.344794, -0.180467, -0.396824, -0.141552, -0.759388, 1.61048, 1.22364, -1.22364, 1.16658, 0.652243, -0.936194, 1.05635, -0.496278, 1.08712, 0.796196, -1.1936, -1.28692, -1.01863, -1.37576, -0.451591, -0.549148, -1.28301, 0
