@relation lenses
@attribute f1 real [-1.19896, 1.19896]
@attribute f2 real [-0.978945, 0.978945]
@attribute f3 real [-0.978945, 0.978945]
@attribute f4 real [-0.978945, 0.978945]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4
@outputs clase
@data
0.0,0.0,0.0,0.0,2
0.0,0.0,0.0,1.0,1
0.0,0.0,1.0,0.0,2
0.0,0.0,1.0,1.0,0
0.0,1.0,0.0,0.0,2
0.0,1.0,0.0,1.0,1
0.5,0.0,0.0,0.0,2
0.5,0.0,1.0,0.0,2
0.5,0.0,1.0,1.0,0
0.5,1.0,0.0,1.0,1
0.5,1.0,1.0,0.0,2
0.5,1.0,1.0,1.0,2
1.0,0.0,0.0,0.0,2
1.0,0.0,0.0,1.0,2
1.0,0.0,1.0,0.0,2
1.0,0.0,1.0,1.0,0
1.0,1.0,0.0,1.0,1
1.0,1.0,1.0,1.0,2
