@relation pittsburg-bridges-material
@attribute f1 real [-2.1664, 1.83892]
@attribute f2 real [-1.84427, 1.90868]
@attribute f3 real [-1.7728, 1.35914]
@attribute f4 real [-4.2268, 0.660918]
@attribute f5 real [-1.52732, 1.31296]
@attribute f6 real [-1.624, 2.64403]
@attribute f7 real [-3.48345, 0.574195]
@attribute clase integer [0, 2]
@inputs f1, f2, f3, f4, f5, f6, f7
@outputs clase
@data
0.3333334165559805,0.4807692348685701,0.0,1.0,0.6666663145887025,0.33333364573351176,0.4999993838790726,0
0.3333334165559805,0.7500003996855806,0.0,0.3333334697296366,0.0,0.16666729146702347,0.4999993838790726,0
0.3333334165559805,0.7500003996855806,0.0,0.3333334697296366,0.0,0.16666729146702347,0.4999993838790726,0
0.3333334165559805,0.538461743428503,0.0,0.6666665302703634,0.0,0.33333364573351176,0.4999993838790726,0
0.3333334165559805,0.4807692348685701,0.0,1.0,0.6666663145887025,0.33333364573351176,0.4999993838790726,1
0.666666833111961,0.01923020557161701,0.33333461049700824,1.0,0.6666663145887025,0.0,0.0,2
0.666666833111961,0.05769061671485098,0.33333461049700824,1.0,0.6666663145887025,0.33333364573351176,1.0,2
0.666666833111961,0.32692282071437134,0.6666679438303416,1.0,0.0,0.33333364573351176,1.0,1
0.666666833111961,0.2115375904288626,0.6666679438303416,1.0,0.0,0.33333364573351176,1.0,1
1.0,0.9230765131429942,0.6666679438303416,1.0,0.0,0.33333364573351176,1.0,2
0.666666833111961,0.13461410357185682,0.6666679438303416,1.0,0.6666663145887025,0.33333364573351176,1.0,2
0.666666833111961,0.26923060525719766,0.6666679438303416,0.6666665302703634,1.0,0.0,1.0,2
0.666666833111961,0.24999960031441934,0.6666679438303416,0.6666665302703634,0.0,0.33333364573351176,1.0,2
0.3333334165559805,0.6538464407999041,0.6666679438303416,1.0,0.6666663145887025,0.33333364573351176,1.0,2
0.666666833111961,0.4423077845428263,0.6666679438303416,1.0,0.0,0.0,1.0,2
0.3333334165559805,0.46153852302855086,0.6666679438303416,1.0,0.6666663145887025,0.6666658856662208,1.0,2
1.0,0.88461610199976,0.6666679438303416,1.0,0.6666663145887025,0.33333364573351176,1.0,2
0.666666833111961,0.38461530262859883,0.6666679438303416,1.0,1.0,0.33333364573351176,1.0,2
1.0,0.7692322039995204,0.6666679438303416,1.0,0.6666663145887025,0.6666658856662208,1.0,2
1.0,0.8076926151427543,0.6666679438303416,1.0,0.6666663145887025,0.6666658856662208,0.4999993838790726,2
0.3333334165559805,0.7403850304427184,1.0,1.0,0.6666663145887025,0.33333364573351176,0.4999993838790726,2
0.666666833111961,0.42307677960004797,1.0,1.0,0.3333336854112975,0.6666658856662208,1.0,2
1.0,0.8076926151427543,1.0,1.0,0.3333336854112975,0.0,1.0,2
0.3333334165559805,0.6346157023141794,1.0,1.0,0.3333336854112975,0.6666658856662208,1.0,2
0.666666833111961,0.17307717928562866,1.0,1.0,1.0,0.6666658856662208,1.0,2
1.0,0.8461556908565262,1.0,1.0,1.0,1.0,1.0,2
